gene_symbol	Clock	n_DMRs	min_FDR	mean_abs_delta	Hyper_regions	Hypo_regions	Rank
FAM129A	Hannum	1	0.000113455394929809	0.00032248862886559	0	1	2148
CCDC50, UTS2B	Hannum	1	0.000113596456092106	0.000781974272827273	0	1	2149
CCL28	Hannum	1	0.000113605962213731	0.00111234389839836	0	1	2150
OLFM4	Hannum	1	0.000113774568318011	0.00101214379300563	0	1	2151
INPP5F	Hannum	1	0.000113808471170144	0.00123134150371918	0	1	2152
DDX4, SLC38A9	Hannum	1	0.000114123852619338	0.000230600495899379	0	1	2153
RP11-489M13.2	Hannum	1	0.000114203843400846	0.00103581175726718	0	1	2154
TMEM30C	Hannum	1	0.000114203843400846	0.000358482550732111	0	1	2155
PLA2G16	Hannum	1	0.000114832004047108	0.000189372149392022	0	1	2156
FXYD6	Hannum	1	0.000115013290491677	0.00068615449361512	0	1	2157
SCOC	Hannum	1	0.000115123816876761	0.00080430736056585	0	1	2158
DAG1	Hannum	1	0.000115123816876761	0.000406627456213023	0	1	2159
AL132709.5, SNORD114-3	Hannum	1	0.000115143606810333	0.000577234105832625	0	1	2160
HECA, RP1-225E12.2, RP1-225E12.3	Hannum	1	0.00011516512468277	0.000310205710727581	0	1	2161
CTD-2542L18.1	Hannum	1	0.000115743540872726	0.000524942773190387	0	1	2162
FKBP6, TRIM50	Hannum	1	0.000115800576607831	0.000511755209232722	0	1	2163
THSD7A	Hannum	1	0.000115800576607831	0.000449918804486892	0	1	2164
LINC01024	Hannum	1	0.00011583064887628	0.00139446399120873	0	1	2165
RP11-507M3.1, FAM228A, AC008073.7	Hannum	1	0.000115858232637225	0.000944335186073747	0	1	2166
GRN	Hannum	1	0.000115866031904593	0.00122898759184002	0	1	2167
PPP1R12B, RP11-175B9.2	Hannum	1	0.000115887081377645	0.000438527186271468	0	1	2168
HESX1	Hannum	1	0.000116082350036124	0.00133503996516494	0	1	2169
CTD-2330K9.2, CTD-2330K9.3, MST1R	Hannum	1	0.000116192743127288	0.000354319490502954	0	1	2170
MON1B, SYCE1L	Hannum	1	0.00011638876603031	0.000288416364974344	0	1	2171
MYL5, ATP5I	Hannum	1	0.000116635324165105	0.000606274408320748	0	1	2172
TTYH2	Hannum	1	0.000116741630362224	0.000348910187813516	0	1	2173
CRTC1	Hannum	1	0.000116749367668701	0.000668720502146941	0	1	2174
CELA2A	Hannum	1	0.000116903181155105	0.000554542773569603	0	1	2175
CACNA1A	Hannum	1	0.000117108213099804	0.000455895674484446	0	1	2176
KLHL35	Hannum	1	0.000117323209465489	0.00110326137736577	0	1	2177
FXYD4	Hannum	1	0.000117452514087045	0.000521298968251266	0	1	2178
TSPAN2	Hannum	1	0.000118365621610873	0.00030935818926873	0	1	2179
ERMARD	Hannum	1	0.000118365621610873	0.000424749646411638	0	1	2180
TONSL	Hannum	1	0.00011897273859194	0.000120386516583534	0	1	2181
RERE	Hannum	1	0.00011897273859194	0.000387845330805185	0	1	2182
SSBP4, ISYNA1	Hannum	1	0.000119247413202352	0.00074376231306278	0	1	2183
HMGB1	Hannum	1	0.000119247413202352	0.00133846016074181	0	1	2184
MIR600HG, STRBP	Hannum	1	0.000119247413202352	0.000667747703569888	0	1	2185
KLHL2, GK3P	Hannum	1	0.000119247413202352	0.00026891919555432	0	1	2186
MAP2K5	Hannum	1	0.000119445628458069	0.000294694956318026	0	1	2187
XKR4	Hannum	1	0.00011958880824346	0.000447442780425539	0	1	2188
RP11-426C22.5, RP11-426C22.4	Hannum	1	0.000119899223539247	0.000520611845041817	0	1	2189
FAM21FP, RP11-671E7.1	Hannum	1	0.000120057044036032	0.000605964643700363	0	1	2190
TXNDC5, BLOC1S5-TXNDC5	Hannum	1	0.000120261746112961	0.000310157283908673	0	1	2191
RP5-1142A6.9, PIEZO1	Hannum	1	0.000120261746112961	0.000471587485073043	0	1	2192
TREML1	Hannum	1	0.000120276501051641	0.000623247503695065	0	1	2193
FIZ1	Hannum	1	0.000120521800230994	0.000712546430341594	0	1	2194
DFNB31	Hannum	1	0.0001206531419387	0.000665752038728412	0	1	2195
KLF6	Hannum	1	0.000121277526965051	0.000375766735612526	0	1	2196
PABPC1P2	Hannum	1	0.000121460793287874	0.000426116829055519	0	1	2197
MAST1	Hannum	1	0.000121651308428568	0.000414798852307458	0	1	2198
IL1RN	Hannum	1	0.000121770969627168	0.00103006807365071	0	1	2199
MEIS1, MEIS1-AS2, AC092669.1	Hannum	1	0.000121770969627168	0.000290197935966826	0	1	2200
RLTPR	Hannum	1	0.000121821439975321	0.000463596927405747	0	1	2201
DDX51	Hannum	1	0.000122000418882557	0.000245392198374309	0	1	2202
OTUD7A	Hannum	1	0.000122278315025799	0.00102091851750149	0	1	2203
CPT1C	Hannum	1	0.000122465292647726	0.000548662614289519	0	1	2204
C3orf30, IGSF11	Hannum	1	0.000122564990096056	0.000308418663040053	0	1	2205
AC074363.1	Hannum	1	0.000122618965930252	0.000338296246171251	0	1	2206
TFP1, TF	Hannum	1	0.000122712006370277	0.000700049177598033	0	1	2207
EMG1, U47924.27, MIR200C, MIR141	Hannum	1	0.000122792248995433	0.000622542136883074	0	1	2208
GUCY1B2	Hannum	1	0.00012299577548118	0.00109058283670571	0	1	2209
ZNF286B, FOXO3B	Hannum	1	0.000123147001477188	0.000426038529884698	0	1	2210
ABCF1, MIR877	Hannum	1	0.000123588148623277	0.000358455027452582	0	1	2211
XXbac-BPG252P9.10, FLOT1, IER3	Hannum	1	0.000123860628180615	0.000148521197113552	0	1	2212
LINC00265	Hannum	1	0.000124454469302214	0.000499999943990623	0	1	2213
SLC9A5	Hannum	1	0.000124564091834952	0.000261339369634758	0	1	2214
SULT1A2	Hannum	1	0.000124782637129203	0.00135120946402807	0	1	2215
C14orf132	Hannum	1	0.000125169474395553	0.000596585515819955	0	1	2216
PLEKHJ1, MIR1227	Hannum	1	0.000125197158506269	0.000529702355688488	0	1	2217
YWHAG	Hannum	1	0.000125197158506269	0.0012474769315847	0	1	2218
RP11-752D24.2, SCFD2	Hannum	1	0.000125197158506269	0.000735926344612581	0	1	2219
ZNF699	Hannum	1	0.000125237859412572	0.000414951794388074	0	1	2220
LTK	Hannum	1	0.00012547933341356	0.0006489197299255	0	1	2221
ETV2	Hannum	1	0.000126151841571045	0.000437054111928097	0	1	2222
CASR	Hannum	1	0.000126255111413026	0.000960128097257915	0	1	2223
ST6GAL2	Hannum	1	0.000126255111413026	0.000478549082126891	0	1	2224
EMILIN2	Hannum	1	0.000126255111413026	0.000548594024766915	0	1	2225
RP11-261B23.1	Hannum	1	0.000126255111413026	0.000991929550264559	0	1	2226
FUT11	Hannum	1	0.000126255111413026	0.00124150734180786	1	0	2227
FHOD1	Hannum	1	0.000126255111413026	0.000391550158135173	0	1	2228
IRX1, CTD-2012M11.3	Hannum	1	0.000126255111413026	9.0291984426968e-05	1	0	2229
SLC8A1	Hannum	1	0.000126255111413026	0.00120025519741007	0	1	2230
LNPEP, CTD-2260A17.2	Hannum	1	0.000126587627576717	4.95776394195721e-05	0	1	2231
PPM1E	Hannum	1	0.000126646209518782	0.000427104059569042	0	1	2232
KANSL3	Hannum	1	0.000126646209518782	0.000504953529144217	0	1	2233
PLEKHG1	Hannum	1	0.000127189017110027	0.000402858220987028	0	1	2234
THRB	Hannum	1	0.000127270794240715	0.000528402692210009	0	1	2235
PRSS48, SH3D19	Hannum	1	0.000127505465056631	0.000561805351911744	0	1	2236
PIP5K1P1, TXNDC5, BLOC1S5-TXNDC5	Hannum	1	0.000127538320996308	0.000618097559574462	0	1	2237
PIK3C3	Hannum	1	0.000127538320996308	3.23080834281672e-05	0	1	2238
MYLK4	Hannum	1	0.000128147704790515	0.0010090885187377	0	1	2239
UBE2I, LA16c-358B7.3	Hannum	1	0.000128188512650452	0.000425107298128312	0	1	2240
CORO2A	Hannum	1	0.000128612122606339	0.000605246288812889	0	1	2241
CALCR, MIR489	Hannum	1	0.000128940369676064	0.00053785694673675	0	1	2242
AC079610.1	Hannum	1	0.000128956542960898	0.000359373066670801	1	0	2243
IL1B	Hannum	1	0.000129130003525635	0.000976215712295971	0	1	2244
BCL2L10	Hannum	1	0.00012922352813899	0.000716453062794501	0	1	2245
DAB2	Hannum	1	0.000129504967119979	0.000146735297980797	1	0	2246
CDK13	Hannum	1	0.000129623660918186	0.000349016618226841	0	1	2247
RP11-718O11.1	Hannum	1	0.000129715152580861	0.00121141299286736	0	1	2248
LINC00703	Hannum	1	0.000129790634809348	0.000370880285448537	0	1	2249
CDC42BPG	Hannum	1	0.000129980304173426	0.000515658103798115	0	1	2250
MET	Hannum	1	0.000130338771852339	0.000675923904969523	0	1	2251
KLHL5	Hannum	1	0.000130526645595211	0.000592810186823131	0	1	2252
SLC5A10, AC090286.4	Hannum	1	0.000131149670716663	0.000532475743789053	0	1	2253
KCNG2	Hannum	1	0.000131187749151212	0.000418121601168557	0	1	2254
SMPDL3B, XKR8, RP11-460I13.2	Hannum	1	0.000131190738401596	0.000417214239200455	0	1	2255
LOXL2	Hannum	1	0.000131238988861654	0.000482580574248319	0	1	2256
GABRB3	Hannum	1	0.000131238988861654	0.00107740076292538	0	1	2257
ZNF672	Hannum	1	0.000131269767099051	0.000452071401678023	0	1	2258
AC111186.1	Hannum	1	0.000131402110845378	0.000919088691922689	0	1	2259
KCNK9	Hannum	1	0.000131527021067525	0.000382696494465982	0	1	2260
LY6K	Hannum	1	0.000132469239388543	0.0011008563905454	0	1	2261
ITGB8, CTA-293F17.1	Hannum	1	0.000132584057569635	0.000273818871750289	0	1	2262
PTPN7	Hannum	1	0.000132822644466327	0.000847178639955551	0	1	2263
GEMIN7, MARK4, PPP1R37	Hannum	1	0.000133009487072242	0.00130605385077311	0	1	2264
FAM69B, SNHG7	Hannum	1	0.000133204022523654	0.000123789426091769	1	0	2265
RP11-325B23.2, OR5H2	Hannum	1	0.000133313239069273	0.000575552605729341	0	1	2266
H3F3BP1, DACH1	Hannum	1	0.00013379729945429	0.000567514895748326	0	1	2267
HECW2	Hannum	1	0.000133824930791255	0.000555943147054431	0	1	2268
NUP85	Hannum	1	0.000133824930791255	0.000691275764555449	0	1	2269
RP11-459F6.3, CSNK2A2	Hannum	1	0.000134277861007477	0.000287360441515683	0	1	2270
TPRG1	Hannum	1	0.000134439781535656	0.000663108610604133	0	1	2271
ZMIZ1-AS1	Hannum	1	0.000134814074282239	0.000836019964093637	0	1	2272
TEAD3	Hannum	1	0.000134890981989053	0.000583749482224511	0	1	2273
RP11-178L8.4, FBXO31	Hannum	1	0.000135021195718445	0.000318470171525018	0	1	2274
ZC3H12C	Hannum	1	0.000135548943075171	0.000177743434868078	0	1	2275
ZSWIM4, CTD-3252C9.2	Hannum	1	0.000135672332635063	0.00108318163375407	0	1	2276
TES	Hannum	1	0.000135958503007294	0.000250906782353618	0	1	2277
TNFRSF10D	Hannum	1	0.000136085261449091	0.000105010439995778	0	1	2278
C11orf53	Hannum	1	0.0001361780197347	0.00103642360604283	0	1	2279
PDLIM7	Hannum	1	0.000136343805172486	0.000567744010019493	0	1	2280
NACC2	Hannum	1	0.000136692739889391	0.000704346142757982	0	1	2281
LRRC37A4P	Hannum	1	0.000136692739889391	0.000235814427042257	1	0	2282
AC008155.1	Hannum	1	0.000137143721154958	0.000653450476246533	0	1	2283
CST3	Hannum	1	0.000137343030846803	0.000412999361443892	0	1	2284
CROCC, U1	Hannum	1	0.000137523222150481	0.000541455282027297	0	1	2285
RHOD	Hannum	1	0.000137545476678105	0.000879408235851214	0	1	2286
COL13A1	Hannum	1	0.00013782631943199	0.000207250209149773	0	1	2287
PRSS50, PRSS45	Hannum	1	0.00013782631943199	0.000161395162612784	0	1	2288
CRHR2	Hannum	1	0.000137981308027082	0.000804844562761903	0	1	2289
RP11-115A15.2	Hannum	1	0.000137981308027082	0.000748446685485471	0	1	2290
MIR517B	Hannum	1	0.000138482311691777	0.000575796644841729	0	1	2291
CATSPER1	Hannum	1	0.000138611349711295	0.000325343094029634	0	1	2292
RP13-726E6.2	Hannum	1	0.000138764490643859	0.000594247769625353	0	1	2293
CEP164, AP000892.4	Hannum	1	0.000138770717298128	0.000566993524110688	0	1	2294
PAPOLA, RP11-872J21.3	Hannum	1	0.000138770717298128	0.000157252802336383	1	0	2295
BCAN, RP11-284F21.10	Hannum	1	0.000139186394390295	0.00115350933653513	0	1	2296
SNAPC5, RPL4	Hannum	1	0.000139299470158413	0.000356972389803106	0	1	2297
PBX1	Hannum	1	0.000139996886650385	0.000908713199348428	0	1	2298
SLX4IP	Hannum	1	0.000140254868935633	0.000585081014252356	0	1	2299
CTD-2318H23.1, RP11-445O3.2	Hannum	1	0.000140482437932067	0.000661885889266585	0	1	2300
PGLS	Hannum	1	0.000140730450614505	0.000528951119594651	0	1	2301
NOSIP	Hannum	1	0.000140891714819519	6.31269797936722e-05	1	0	2302
RP11-236F9.2	Hannum	1	0.00014154499364526	0.000749608767943417	0	1	2303
CTD-2265O21.7, DNASE2	Hannum	1	0.000141575825315213	0.000223751517838832	0	1	2304
HCCAT5	Hannum	1	0.000141653964832002	0.000324181938932305	0	1	2305
SVOPL	Hannum	1	0.000142358570548909	0.00119136650460977	0	1	2306
PCED1B	Hannum	1	0.000142698009965462	0.000530697007168978	0	1	2307
COMMD10, CTD-2287O16.5	Hannum	1	0.000142893240173261	9.40271469195969e-05	0	1	2308
SLC38A4	Hannum	1	0.000142929143433856	0.00132445552063789	0	1	2309
RD3	Hannum	1	0.000143138201700049	0.000590693795576804	0	1	2310
FMO4	Hannum	1	0.000143522746402461	0.000780613303002627	0	1	2311
ALDH3B2	Hannum	1	0.000143526655089346	0.000467564646554084	0	1	2312
FAM230A, USP41	Hannum	1	0.00014390815952826	0.000321788980776537	0	1	2313
SSFA2	Hannum	1	0.00014432237870428	0.000198278840000392	1	0	2314
RP11-455F5.3, YPEL3	Hannum	1	0.000144654132998747	0.000523092107671192	0	1	2315
EDNRB	Hannum	1	0.000144909415567166	0.000613118750364006	0	1	2316
NAV1, IPO9-AS1	Hannum	1	0.000145291295238185	0.00054550640849298	0	1	2317
CORO7-PAM16, CORO7	Hannum	1	0.000145638848682375	8.21920246200357e-05	0	1	2318
DCAF4L1	Hannum	1	0.000145845677384813	0.000938691390194134	0	1	2319
GFI1B	Hannum	1	0.000146014065622477	0.00133456411417487	0	1	2320
LINC00332	Hannum	1	0.000146257288953116	0.00158326451345488	1	0	2321
RP11-834C11.12, HOXC6, HOXC4, RP11-834C11.14	Hannum	1	0.000146935965838068	0.00123588238528318	0	1	2322
NOL12, TRIOBP	Hannum	1	0.000147279679900096	0.00132440398184775	0	1	2323
SAMD8, DUSP13	Hannum	1	0.000147795672963299	0.000479417122325631	0	1	2324
RP11-472B18.1	Hannum	1	0.000148024918028234	0.00121999632103331	0	1	2325
ZNF865	Hannum	1	0.000148082966409436	0.000423951488368935	0	1	2326
PMEPA1	Hannum	1	0.000148094870938962	0.000464634825244386	0	1	2327
RGS22	Hannum	1	0.000148094870938962	0.000894741894306139	0	1	2328
AC016831.7	Hannum	1	0.000148792212820221	0.000486426635575033	0	1	2329
RPL18AP8	Hannum	1	0.000149078460956449	0.00111091808194931	0	1	2330
NCK2	Hannum	1	0.0001490835332059	0.000416498395811807	0	1	2331
ATP1A1, AL136376.1	Hannum	1	0.000149116196502413	0.000643217150598868	0	1	2332
RP11-706C16.8, LY6D	Hannum	1	0.000149119389750195	0.000195194356802019	0	1	2333
RP11-795F19.5, RBFA, TXNL4A	Hannum	1	0.000149130856858304	7.72416565325362e-05	1	0	2334
MCF2L, MCF2L-AS1	Hannum	1	0.000149251014506491	0.000167763121859312	0	1	2335
DCAF4L2	Hannum	1	0.00014951685961583	0.000367941645758024	0	1	2336
PRRT3	Hannum	1	0.000149532945406179	0.0011514183176404	0	1	2337
EPS15L1	Hannum	1	0.000149701635238603	0.000265938219630795	1	0	2338
NT5DC1	Hannum	1	0.000149708316394515	0.00126262828468258	0	1	2339
C10orf76	Hannum	1	0.000149966431883342	0.000279899330831715	0	1	2340
AC104809.3	Hannum	1	0.00014998672624934	0.000457541177467101	0	1	2341
UCN2, COL7A1	Hannum	1	0.000150026830446752	0.000577223158887967	0	1	2342
AP000662.4	Hannum	1	0.000150649570620202	0.000710574596544645	0	1	2343
TIAM2	Hannum	1	0.000151087975508672	0.000417958568764416	0	1	2344
DQX1, AUP1	Hannum	1	0.000151599790680968	0.000585646571442352	0	1	2345
YRDC	Hannum	1	0.000152083256885046	0.000423045807887062	0	1	2346
PRELID1P1	Hannum	1	0.000152192847657028	0.000368846608220489	0	1	2347
FOSL2	Hannum	1	0.000152237766124174	0.00168758607191704	0	1	2348
RP11-108K14.8	Hannum	1	0.000152613617711993	0.000374238525362443	0	1	2349
RP11-348B17.1, TRPM1	Hannum	1	0.000153362130225016	0.000533624787277072	0	1	2350
PABPC3	Hannum	1	0.000153422502637994	0.00116190730454933	0	1	2351
SLCO6A1	Hannum	1	0.000153545837299992	0.000412447429134582	0	1	2352
SLC19A1	Hannum	1	0.000153545837299992	0.000534844158009413	0	1	2353
TSR1	Hannum	1	0.000153917723509068	0.000469646254360031	0	1	2354
POM121C	Hannum	1	0.000153943749265947	0.000239971021069672	1	0	2355
NAGS, PYY	Hannum	1	0.000154068428401356	0.000809361389870222	0	1	2356
PIK3AP1	Hannum	1	0.000154329912719562	0.000319304794448639	0	1	2357
TMEM261	Hannum	1	0.000154771491399498	0.000661550938256963	0	1	2358
SEPT7P3, RP11-609L3.1	Hannum	1	0.000154845147839459	0.00086674467073896	0	1	2359
CDK11A, RP1-283E3.8	Hannum	1	0.000154900427676759	0.000545837988841895	0	1	2360
TRPV3	Hannum	1	0.000154900427676759	0.000517707766295819	0	1	2361
PP2D1	Hannum	1	0.000154955202541792	0.000481277485475055	0	1	2362
RP11-328C8.4, PRICKLE1	Hannum	1	0.000155003997658771	0.000351008051938921	0	1	2363
AC005307.3	Hannum	1	0.000155708996759378	0.00385388652133895	0	1	2364
KCNC1	Hannum	1	0.000156720430132911	0.000358912389357597	0	1	2365
RP11-266N13.2, PDE4D	Hannum	1	0.000157533596260907	0.000241761546172774	0	1	2366
ADIPOQ	Hannum	1	0.000157674396059903	0.000613047290840806	0	1	2367
CTAGE13P	Hannum	1	0.000158167327703379	0.000265587554407379	0	1	2368
LMOD2	Hannum	1	0.000158582431412267	0.000696376973121611	0	1	2369
LRRC7, PIN1P1	Hannum	1	0.000158667304358126	0.000383064087634756	0	1	2370
FAM220CP	Hannum	1	0.000158668599600815	0.000821850280206516	0	1	2371
SCYL1, LTBP3	Hannum	1	0.000158693949273635	0.00039410864716898	0	1	2372
KRT15	Hannum	1	0.000158693949273635	0.000897781318137615	0	1	2373
ZNF317	Hannum	1	0.000159261112814802	0.000438680402064761	0	1	2374
TTN	Hannum	1	0.000159605839717549	0.000803995259495703	0	1	2375
JAK2, RP11-39K24.2	Hannum	1	0.00016000182402881	0.000603024714755491	0	1	2376
KHSRP	Hannum	1	0.00016000182402881	0.00026471958254872	0	1	2377
CD58	Hannum	1	0.000160313707158816	0.00033057555617971	0	1	2378
HNRNPK	Hannum	1	0.000160313707158816	0.00010334184990166	0	1	2379
DAGLB	Hannum	1	0.000160635904065798	0.000399744866654564	0	1	2380
C7orf26	Hannum	1	0.000160736097911272	0.000490064182420722	0	1	2381
RGMA, RP11-368J22.2	Hannum	1	0.000160736097911272	0.000301997805272101	0	1	2382
FAM153C, RP11-889L3.1	Hannum	1	0.000160736097911272	0.000622393899431429	0	1	2383
BRD7P5	Hannum	1	0.000161581804179073	0.000495023123012589	0	1	2384
RPRD1B	Hannum	1	0.000161832781647242	0.000270469387866853	0	1	2385
BAI1	Hannum	1	0.00016183485292323	0.000512047032367707	0	1	2386
SEPHS2	Hannum	1	0.00016192771130716	0.000654764026336609	0	1	2387
CCDC64	Hannum	1	0.00016192771130716	0.0002198630944871	0	1	2388
EPB42	Hannum	1	0.000162379751729587	0.000732341183543282	0	1	2389
GOT1L1	Hannum	1	0.000162409733088149	0.000372606810387342	0	1	2390
JAZF1	Hannum	1	0.000162533335384078	0.000541733936169094	0	1	2391
CTB-118N6.3, SEMA6A	Hannum	1	0.000162624732011157	0.000411339920715215	0	1	2392
PTPRT	Hannum	1	0.000163146849208992	7.26867909400658e-05	1	0	2393
UGT1A8, UGT1A10, UGT1A9, UGT1A7, UGT1A6, UGT1A5, UGT1A4, UGT1A3, DNAJB3	Hannum	1	0.00016320899077732	0.00045535447995593	0	1	2394
SYNE4, AC002116.8	Hannum	1	0.00016320899077732	0.000932409275808209	0	1	2395
LINC00636	Hannum	1	0.00016397259969936	0.000565643485925429	0	1	2396
UBA5, ACAD11, NPHP3	Hannum	1	0.000164207426165134	0.000561113677379776	0	1	2397
TSPAN1	Hannum	1	0.000164224422144888	0.00175084612759836	0	1	2398
SVILP1	Hannum	1	0.000164234239750578	0.000522575181383425	0	1	2399
SLC35G5	Hannum	1	0.000164406160584026	0.000559657470537728	0	1	2400
HNRNPA2B1	Hannum	1	0.000164421094044451	0.000252991739000611	0	1	2401
RORC	Hannum	1	0.000164529156706767	0.00165309393790999	0	1	2402
IZUMO1	Hannum	1	0.000164830736455982	0.000724586313083185	0	1	2403
RBM15	Hannum	1	0.000164830736455982	0.000425293464867175	0	1	2404
TEAD4	Hannum	1	0.000165328079165663	0.000697049155222595	0	1	2405
C2orf16, ZNF512, RP11-158I13.2	Hannum	1	0.00016536145795202	8.73073433831672e-05	0	1	2406
ZNF716	Hannum	1	0.00016536145795202	0.000626413534120977	0	1	2407
HSD17B3	Hannum	1	0.000165396126031301	0.000891732087343779	0	1	2408
APOM	Hannum	1	0.00016559522538308	0.000368672807979433	0	1	2409
EPN1	Hannum	1	0.000165603127499796	0.000546056481792743	0	1	2410
MAEL	Hannum	1	0.000165615112260132	0.000513128664879994	0	1	2411
DFNA5	Hannum	1	0.000165853747653773	0.000928242774458968	0	1	2412
LMX1A	Hannum	1	0.000165890464713987	0.000698061454813511	0	1	2413
NELFE, MIR1236	Hannum	1	0.000165916386321173	0.000358259551077915	0	1	2414
RP11-1136G11.6	Hannum	1	0.000166080035666287	0.000963841979603425	0	1	2415
CDHR3	Hannum	1	0.000166526607787732	0.00051860203522808	0	1	2416
FERMT3, TRPT1	Hannum	1	0.000166575056134564	0.000527270130797202	0	1	2417
RWDD2B	Hannum	1	0.000166725782684752	0.000697329727685017	0	1	2418
CTB-161K23.1, CYP51A1, LRRD1	Hannum	1	0.000166725782684752	0.000282103205101272	0	1	2419
FLNC, RP11-309L24.2	Hannum	1	0.000166725782684752	0.000483050785363795	0	1	2420
ACTBP14	Hannum	1	0.000166725782684752	0.000545529790265549	0	1	2421
RP11-445F12.1	Hannum	1	0.000166731751823282	0.000341837568538638	0	1	2422
HTR2A	Hannum	1	0.000167011286441399	0.000885354040885108	1	0	2423
AP001189.4, LRRC32	Hannum	1	0.000167118643982111	0.000445914993419883	0	1	2424
RP11-1094M14.7	Hannum	1	0.000167223569815289	0.00087914339503794	0	1	2425
E4F1	Hannum	1	0.000167223569815289	0.000129366284118306	0	1	2426
STAT5A	Hannum	1	0.000167648870023072	0.000687678341454702	0	1	2427
RP11-215G15.5, RP11-54F2.1	Hannum	1	0.000167648870023072	0.000931302094473307	0	1	2428
FABP5, RP11-363E6.3	Hannum	1	0.000167763071639232	6.57077431418768e-05	1	0	2429
IL25, CMTM5	Hannum	1	0.00016792916674378	0.000462010582051943	0	1	2430
PPP1R11, RNF39	Hannum	1	0.000168187976972791	0.000439106713766786	0	1	2431
SIRPD, RP4-576H24.4	Hannum	1	0.000168255033804179	0.000559744105158842	0	1	2432
ISCA1	Hannum	1	0.000168475730916006	0.000617956862114977	0	1	2433
COA3	Hannum	1	0.000168475730916006	0.000536286063205056	0	1	2434
PARP8	Hannum	1	0.000168932285515576	0.000544000641032259	0	1	2435
CPSF4, PTCD1, ATP5J2-PTCD1, ATP5J2	Hannum	1	0.000169189289153202	0.00081792774071967	0	1	2436
TSPYL5	Hannum	1	0.000169222799645772	0.000438401016448964	0	1	2437
GPX1	Hannum	1	0.000169574760502163	0.000485254071266227	0	1	2438
SYNM, RP11-6O2.4	Hannum	1	0.000169574760502163	0.000364304327978646	0	1	2439
CADM3, DARC, CTA-134P22.2	Hannum	1	0.000169574760502163	0.000781883947966157	0	1	2440
TNFSF11	Hannum	1	0.000169590628326829	0.000542857362707168	0	1	2441
YAE1D1, AC011290.4	Hannum	1	0.000169645606672196	0.00013666618738398	0	1	2442
TAF5L	Hannum	1	0.000169954936304379	0.000386494175603574	0	1	2443
CRIPAK	Hannum	1	0.000170113364486785	0.000362190326282665	0	1	2444
DYNC1I1	Hannum	1	0.000170129659856639	0.000199892337396737	1	0	2445
C5orf58	Hannum	1	0.000170244328259897	0.000422163611962561	0	1	2446
RP11-40H20.5	Hannum	1	0.000171204760728888	0.000421385987445309	0	1	2447
LA16c-306E5.3, CLUAP1	Hannum	1	0.000172144319979332	0.000110734902054255	0	1	2448
RPS7P10	Hannum	1	0.000172358099510746	0.00063342281753128	0	1	2449
RHOG	Hannum	1	0.000172407853596478	0.000596610327827359	0	1	2450
HTR6	Hannum	1	0.00017252266460722	0.000994067213931224	0	1	2451
ZNF771	Hannum	1	0.000172725366861876	0.000664350434634395	0	1	2452
RP11-345P4.7, SLC35E2B	Hannum	1	0.000172725366861876	0.000377566787976418	0	1	2453
CTD-2231H16.1, PLEKHG4B	Hannum	1	0.000172725366861876	0.000285523331823282	0	1	2454
AKAP6	Hannum	1	0.000172725366861876	0.000426923628175833	0	1	2455
AC007880.1	Hannum	1	0.00017318086730214	0.00110745872351584	0	1	2456
EEF1DP5	Hannum	1	0.000173534226934442	0.000707598567810587	0	1	2457
OLFML2B	Hannum	1	0.000173711694163214	0.000166411662192568	0	1	2458
SERP2	Hannum	1	0.000173965253024595	0.000315740165615746	0	1	2459
ACSM3, THUMPD1	Hannum	1	0.000174284900529542	0.000220965473732682	0	1	2460
ASH1L	Hannum	1	0.000174533652919302	0.000199458117536668	0	1	2461
GPR162, LEPREL2	Hannum	1	0.000174586551099832	0.000269879155228537	0	1	2462
RP11-455O6.2, AZI1	Hannum	1	0.000174969358491844	0.000364176785393616	0	1	2463
SPDYC	Hannum	1	0.00017511554113171	0.000665969240682627	0	1	2464
RBP5	Hannum	1	0.000175408189542237	0.000816845447484061	0	1	2465
PRTN3	Hannum	1	0.000175587133400452	0.00144005426640514	0	1	2466
CATSPERG, AC005625.1	Hannum	1	0.000175620847242502	0.000338058290474029	0	1	2467
CNOT2, RP11-611E13.2	Hannum	1	0.000175631568828173	5.04180222446686e-05	1	0	2468
NF1, RP11-848P1.5	Hannum	1	0.000175631568828173	8.62533125568755e-05	1	0	2469
SNHG16, SNORD1B	Hannum	1	0.000175874652785766	0.00138754599312071	0	1	2470
NLRP2	Hannum	1	0.000175967740287606	0.000528704757961222	0	1	2471
MRPL16	Hannum	1	0.000176062763172911	0.000595306028633898	0	1	2472
ITGB2-AS1, ITGB2	Hannum	1	0.000176062763172911	0.00136864398353565	1	0	2473
DPH6, RP11-150L8.4	Hannum	1	0.000176260997681	0.000658921718131611	0	1	2474
PDPK1	Hannum	1	0.000176437138930598	0.000576190012154413	0	1	2475
ST7, ST7-OT4	Hannum	1	0.000176437138930598	0.00043771704703981	0	1	2476
LPHN2	Hannum	1	0.000176437138930598	0.000675833697915289	0	1	2477
NFE2L3	Hannum	1	0.000176437138930598	0.00129245731293803	0	1	2478
AIMP2	Hannum	1	0.000176583849179473	0.000377130860479735	0	1	2479
NEURL3	Hannum	1	0.000176677198221489	0.000729640930432112	0	1	2480
KLC1	Hannum	1	0.000176681697381088	0.000624876946328126	0	1	2481
MNT	Hannum	1	0.000176938609806194	0.000298953419165663	0	1	2482
