gene_symbol	Clock	n_DMRs	min_FDR	mean_abs_delta	Hyper_regions	Hypo_regions	Rank
DMKN	DunedinPACE	2	3.80743632857343e-09	0.0279271848917666	0	2	661
MMP17	DunedinPACE	2	3.86613557424105e-09	0.064777940619696	0	2	662
MED12L	DunedinPACE	2	3.86905661671077e-09	0.0920217852229711	0	2	663
ZDHHC2	DunedinPACE	2	3.9547267842772e-09	0.0478902228807601	0	2	664
LINC01134	DunedinPACE	2	3.9815884713309e-09	0.0307010560029036	0	2	665
SLFN12L	DunedinPACE	2	4.06816716330633e-09	0.0399572122063901	0	2	666
CIT	DunedinPACE	2	4.13998485287952e-09	0.011460426905225	0	2	667
LHX6	DunedinPACE	2	4.27493681931521e-09	0.0671271849057041	1	1	668
GPER1, C7orf50	DunedinPACE	2	4.32294178652777e-09	0.018414110814159	1	1	669
MANBA	DunedinPACE	2	4.33117379783587e-09	0.055505462121167	0	2	670
IFFO1	DunedinPACE	2	4.43417732182297e-09	0.0409648952051784	0	2	671
CD59	DunedinPACE	2	4.47470828459224e-09	0.0404452534073042	0	2	672
JAG2, RP11-44N21.4	DunedinPACE	2	4.55881208428549e-09	0.0418730874520688	0	2	673
TRPM2	DunedinPACE	2	4.57252671434232e-09	0.0367957206970438	0	2	674
COL1A1	DunedinPACE	2	4.60426702317132e-09	0.0307598064970664	0	2	675
KCNAB2	DunedinPACE	2	4.68997248202363e-09	0.0391088199263508	0	2	676
RPS6KA4	DunedinPACE	2	4.75319355680433e-09	0.0187870189858891	0	2	677
HDLBP	DunedinPACE	2	4.83376591301383e-09	0.0295610411086108	0	2	678
MED15	DunedinPACE	2	4.84006820842045e-09	0.0151293648193229	0	2	679
NRG3	DunedinPACE	2	4.91185353397832e-09	0.0253575705634949	1	1	680
E2F2	DunedinPACE	2	5.01951335144111e-09	0.00631518489083591	0	2	681
SCN4B	DunedinPACE	2	5.20651694356097e-09	0.0204290834732048	0	2	682
NDE1	DunedinPACE	2	5.32297171806044e-09	0.0223432142848008	0	2	683
RP11-407B7.1	DunedinPACE	2	5.32297171806044e-09	0.0336394892791301	0	2	684
UTRN	DunedinPACE	2	5.40371605649118e-09	0.0141434017023875	1	1	685
ZNF496	DunedinPACE	2	5.4490618038706e-09	0.0248174869036575	0	2	686
KDM4B	DunedinPACE	2	5.76442050141507e-09	0.0462089190847972	0	2	687
ERLIN1	DunedinPACE	2	5.82835477303087e-09	0.0782196848533905	0	2	688
RUFY3	DunedinPACE	2	5.87439644336117e-09	0.0181906443215758	1	1	689
TPTEP1	DunedinPACE	2	5.89526031832998e-09	0.0349653022861316	1	1	690
TSPAN4	DunedinPACE	2	5.9717822982826e-09	0.0529352697094286	0	2	691
LEMD2	DunedinPACE	2	6.04774082256489e-09	0.0284374727635699	0	2	692
CTNNBIP1	DunedinPACE	2	6.07995352050915e-09	0.0295425385635338	0	2	693
BCL11A	DunedinPACE	2	6.11162060474347e-09	0.0900350231318182	0	2	694
C1orf216	DunedinPACE	2	6.23654586229032e-09	0.0277818830125223	0	2	695
HLX, HLA-AS1	DunedinPACE	2	6.84926154673427e-09	0.0329580807338591	0	2	696
PXDC1	DunedinPACE	2	6.886838941552e-09	0.0390271548863281	0	2	697
MYO1C	DunedinPACE	2	7.79964790483503e-09	0.0285927947147349	0	2	698
CGN	DunedinPACE	2	7.84299655141277e-09	0.0357623862472821	0	2	699
TOR4A	DunedinPACE	2	7.84723302557341e-09	0.0322778236312915	0	2	700
GTF2IRD1	DunedinPACE	2	7.90991500739465e-09	0.0354024032638556	1	1	701
TAP2, TAP2	DunedinPACE	2	7.93059431381061e-09	0.0285983211754767	0	2	702
METRNL	DunedinPACE	2	7.9834803672178e-09	0.0421269517342208	0	2	703
BCL2	DunedinPACE	2	8.0661473804452e-09	0.0295056107913443	1	1	704
UBE2N	DunedinPACE	2	8.10174185541351e-09	0.0330153725098534	0	2	705
COX19	DunedinPACE	2	8.16927843579256e-09	0.0668831363091164	0	2	706
CELF2	DunedinPACE	2	8.22709925767084e-09	0.0203121012489689	1	1	707
LYRM4	DunedinPACE	2	8.69441334587182e-09	0.0731347802660761	0	2	708
IRAK2	DunedinPACE	2	8.84298932420757e-09	0.0427330457901444	0	2	709
LPIN1	DunedinPACE	2	9.18129689605631e-09	0.032972892623941	0	2	710
FBLIM1	DunedinPACE	2	9.24838390735859e-09	0.0281645965463491	0	2	711
SLC29A1	DunedinPACE	2	9.34621380451266e-09	0.0134074546969219	0	2	712
CAPN12	DunedinPACE	2	9.67537736614098e-09	0.0576824206858804	0	2	713
AIRE	DunedinPACE	2	9.74330372565111e-09	0.0333165664744127	1	1	714
IL17RE	DunedinPACE	2	9.8821807577917e-09	0.0279554937148049	0	2	715
NR1I2	DunedinPACE	2	1.01552719818104e-08	0.0566372000778976	0	2	716
SYNE1	DunedinPACE	2	1.02526213947039e-08	0.0384152115287059	0	2	717
TTYH3	DunedinPACE	2	1.06562069962355e-08	0.0119457258047045	0	2	718
CBX2	DunedinPACE	2	1.06753423220571e-08	0.0443009433155929	0	2	719
KBTBD11	DunedinPACE	2	1.09236880467887e-08	0.061271692346979	1	1	720
ADCY7	DunedinPACE	2	1.10928436073077e-08	0.038884536467068	1	1	721
GRIN2C	DunedinPACE	2	1.11895477515416e-08	0.028503217728089	1	1	722
LINC00620	DunedinPACE	2	1.12120219195522e-08	0.0259527827508718	0	2	723
DAPK1	DunedinPACE	2	1.14696365123951e-08	0.0252635611101192	0	2	724
CAMKK2	DunedinPACE	2	1.17774660813749e-08	0.0203078314793508	0	2	725
TRIM35	DunedinPACE	2	1.21659474426414e-08	0.0540679067485544	0	2	726
GRIK4	DunedinPACE	2	1.2293936034343e-08	0.0292279328580187	0	2	727
HTT	DunedinPACE	2	1.25506787197388e-08	0.0226979880583298	1	1	728
KIAA1671	DunedinPACE	2	1.33124568195038e-08	0.0290547330576023	0	2	729
TLE2	DunedinPACE	2	1.36286639800672e-08	0.0347998467620244	0	2	730
IGDCC4	DunedinPACE	2	1.37107259730334e-08	0.0331670355278859	0	2	731
BRAT1	DunedinPACE	2	1.38602549581818e-08	0.0187139635241029	0	2	732
SQSTM1	DunedinPACE	2	1.38664468993957e-08	0.0267331522892162	0	2	733
LCP2	DunedinPACE	2	1.44084882251054e-08	0.0413424264598594	1	1	734
ABL1	DunedinPACE	2	1.53265318301909e-08	0.0158679978219667	0	2	735
RNF220	DunedinPACE	2	1.58483653228169e-08	0.0564439124331166	0	2	736
HNRNPUL1	DunedinPACE	2	1.60483048392774e-08	0.0511722954232506	0	2	737
BEST4	DunedinPACE	2	1.62875950701976e-08	0.0242985002735921	0	2	738
CLDN15	DunedinPACE	2	1.63722804653524e-08	0.0549966334184472	0	2	739
NFIX	DunedinPACE	2	1.76806073919281e-08	0.0358163733637927	0	2	740
ADCY3	DunedinPACE	2	1.78944628422214e-08	0.0287776723874582	1	1	741
SPTBN2	DunedinPACE	2	1.81954261039633e-08	0.0296518698633914	0	2	742
OGG1	DunedinPACE	2	1.84861706897135e-08	0.0187036478674859	0	2	743
TNRC6B	DunedinPACE	2	1.87193748708256e-08	0.0562414478240278	2	0	744
NFKBIL1	DunedinPACE	2	1.89869107979772e-08	0.0585899909076849	0	2	745
PAM	DunedinPACE	2	1.91615274816167e-08	0.016998889467491	0	2	746
TMEM37	DunedinPACE	2	1.95774604021942e-08	0.0431956460945971	0	2	747
CACNB3	DunedinPACE	2	1.97215843687346e-08	0.0143396716060345	0	2	748
ZNF853	DunedinPACE	2	1.97671980818861e-08	0.0436854855980873	1	1	749
HM13	DunedinPACE	2	2.02862357324408e-08	0.00514669084239538	0	2	750
BFSP1	DunedinPACE	2	2.15518464060244e-08	0.0199548174178999	0	2	751
PAQR5	DunedinPACE	2	2.15518464060244e-08	0.0182659447746007	0	2	752
AMPD2	DunedinPACE	2	2.24664492040754e-08	0.0262592493963032	0	2	753
PHACTR2	DunedinPACE	2	2.46773483757881e-08	0.0247496989737954	0	2	754
RUNX1	DunedinPACE	2	2.47334204760906e-08	0.0381540399232201	0	2	755
RTN1	DunedinPACE	2	2.65741465285234e-08	0.0255323084446707	0	2	756
SPTB	DunedinPACE	2	2.71943489605535e-08	0.0102768230611536	0	2	757
RP11-295K3.1, CTSD	DunedinPACE	2	2.76447227206953e-08	0.0305066747015429	1	1	758
RP11-65J3.1	DunedinPACE	2	2.77111519243978e-08	0.0554690851342802	0	2	759
CIC	DunedinPACE	2	2.78887355242548e-08	0.0191600661566526	0	2	760
CLUH	DunedinPACE	2	2.7955438241709e-08	0.0183897052141434	0	2	761
SMAD6	DunedinPACE	2	2.88218098537312e-08	0.0246848637416829	0	2	762
CDH15	DunedinPACE	2	2.95784574758631e-08	0.0150439324429918	0	2	763
LIPE-AS1, LIPE	DunedinPACE	2	2.96906373266474e-08	0.0349905862069476	0	2	764
SEC14L1	DunedinPACE	2	3.00537440507263e-08	0.0228977895070057	0	2	765
NMUR1	DunedinPACE	2	3.05382049127579e-08	0.0359556500191988	1	1	766
ZDHHC7	DunedinPACE	2	3.12256334914377e-08	0.014188024024718	0	2	767
LMNB2	DunedinPACE	2	3.18665659959382e-08	0.0349104766388378	0	2	768
PLCL2	DunedinPACE	2	3.32010720615234e-08	0.0757027286521848	0	2	769
P2RX3	DunedinPACE	2	3.47932705287311e-08	0.0319037830067919	0	2	770
FAM207A	DunedinPACE	2	3.52816213420135e-08	0.0511925218839694	0	2	771
TP53INP2, NCOA6	DunedinPACE	2	3.57582805612147e-08	0.0127218420435101	1	1	772
POLQ	DunedinPACE	2	3.61031954907352e-08	0.0230376763491965	1	1	773
CUX2	DunedinPACE	2	3.72047400799331e-08	0.034518721035763	0	2	774
FUT2	DunedinPACE	2	3.72156578450311e-08	0.0210799871799251	0	2	775
TCF7L2	DunedinPACE	2	3.84335165519144e-08	0.0480546936603697	0	2	776
TGFB1	DunedinPACE	2	4.22034401570792e-08	0.0261607290267877	1	1	777
C2CD2L, DPAGT1	DunedinPACE	2	4.34564281457391e-08	0.0079447560534301	0	2	778
NKIRAS2, DNAJC7	DunedinPACE	2	4.35301319556028e-08	0.00730270865297332	1	1	779
STMN3	DunedinPACE	2	4.36335703735307e-08	0.0168144969880257	0	2	780
CSF3	DunedinPACE	2	4.40642123335138e-08	0.0408567127140038	0	2	781
PRKRIP1	DunedinPACE	2	4.64422848773511e-08	0.050126012839447	0	2	782
PDE1B	DunedinPACE	2	4.84391057180847e-08	0.0446911394903636	0	2	783
GIMAP8	DunedinPACE	2	5.03941919517394e-08	0.0123024574850832	1	1	784
PURA	DunedinPACE	2	5.31121893791497e-08	0.0273177970072669	0	2	785
KIAA0930	DunedinPACE	2	5.50115931094899e-08	0.0277469000988734	0	2	786
CRIP2	DunedinPACE	2	6.03401693862939e-08	0.0497997141581871	0	2	787
TBX1	DunedinPACE	2	6.29042904902324e-08	0.00980623711254285	0	2	788
LINC00877	DunedinPACE	2	6.32859180678758e-08	0.0255681679755364	0	2	789
RASGRF1	DunedinPACE	2	6.79678322651933e-08	0.00964794827711961	0	2	790
KLHL25	DunedinPACE	2	6.88365180767253e-08	0.036509255879342	1	1	791
UBE2D2	DunedinPACE	2	6.89064295425986e-08	0.0322090600410738	0	2	792
RMDN2	DunedinPACE	2	6.92096806020317e-08	0.0108465515025931	1	1	793
LFNG	DunedinPACE	2	6.98624966612192e-08	0.0219586884923465	0	2	794
CDH23, C10orf105	DunedinPACE	2	7.27824384511643e-08	0.051540419206219	0	2	795
NRP2	DunedinPACE	2	7.29691447927632e-08	0.0420229991783824	0	2	796
NOTCH3	DunedinPACE	2	7.54329403546007e-08	0.0311844809204408	0	2	797
PTP4A2	DunedinPACE	2	8.13293447161813e-08	0.0380240346384339	1	1	798
PKD1P6	DunedinPACE	2	8.21921887799356e-08	0.0586064926820472	0	2	799
DTX1	DunedinPACE	2	8.76991133151632e-08	0.0397687391931077	1	1	800
FOXP1	DunedinPACE	2	9.30069114420446e-08	0.0546546125002988	0	2	801
TGFB1I1	DunedinPACE	2	9.97234545973902e-08	0.0359500089501361	0	2	802
HDAC9	DunedinPACE	2	1.01312930343026e-07	0.0308141086899495	0	2	803
CCDC77	DunedinPACE	2	1.06172645961593e-07	0.0307560093315118	0	2	804
RP13-279N23.2, ALDH4A1	DunedinPACE	2	1.15989227467031e-07	0.0591967029487507	0	2	805
UNKL	DunedinPACE	2	1.20187799578866e-07	0.0263229555421985	0	2	806
MUC6	DunedinPACE	2	1.20306974788032e-07	0.0267413882620028	0	2	807
APOLD1	DunedinPACE	2	1.20969294155003e-07	0.0466169876084465	0	2	808
FAM217B, PPP1R3D	DunedinPACE	2	1.242713007329e-07	0.025770395642617	0	2	809
ZFP64	DunedinPACE	2	1.27060233819694e-07	0.0271386049608748	0	2	810
ARRDC2	DunedinPACE	2	1.30969347828741e-07	0.0115682877858363	1	1	811
AGAP3	DunedinPACE	2	1.33565271131472e-07	0.0206919722002817	0	2	812
FAM60A	DunedinPACE	2	1.34707407117798e-07	0.0318102066663469	0	2	813
TNFAIP8	DunedinPACE	2	1.36336901319082e-07	0.0257641924160137	1	1	814
TEF	DunedinPACE	2	1.40985957663677e-07	0.0159270987662804	0	2	815
RFC2	DunedinPACE	2	1.43041257864243e-07	0.0202808842884835	1	1	816
NDRG1	DunedinPACE	2	1.45318891137647e-07	0.0499080469820604	0	2	817
N4BP3	DunedinPACE	2	1.46058371925913e-07	0.0353054527063925	0	2	818
LAPTM5	DunedinPACE	2	1.47153781054934e-07	0.0286996241463336	0	2	819
MNT	DunedinPACE	2	1.51908183496649e-07	0.0378984016699635	0	2	820
CNTNAP2	DunedinPACE	2	1.58996844831069e-07	0.0428361292584011	1	1	821
RHBDF1	DunedinPACE	2	1.5969584635513e-07	0.0268482552340898	0	2	822
UPK2	DunedinPACE	2	1.66263825272088e-07	0.0439178470995642	0	2	823
POFUT2	DunedinPACE	2	1.72161028043667e-07	0.0197657364404389	1	1	824
PLEKHG6	DunedinPACE	2	1.74347042003653e-07	0.0108388990356976	0	2	825
FHIT	DunedinPACE	2	1.74883539642122e-07	0.0787805087635551	1	1	826
DCLK2	DunedinPACE	2	1.75195280710231e-07	0.0415528333196339	0	2	827
TRRAP	DunedinPACE	2	1.76232980201646e-07	0.013870987774626	0	2	828
PDE1C	DunedinPACE	2	1.77147574746943e-07	0.0231007861707488	0	2	829
PRMT8	DunedinPACE	2	1.81352002618942e-07	0.0301910014233992	1	1	830
PER2	DunedinPACE	2	1.84818153949394e-07	0.0365151707144461	0	2	831
STK32C	DunedinPACE	2	1.90066639681645e-07	0.0648018614724432	0	2	832
SIDT2	DunedinPACE	2	1.9749303847568e-07	0.020069723851015	0	2	833
PTBP1	DunedinPACE	2	2.01450985519673e-07	0.0147788653318864	0	2	834
RP11-465B22.3	DunedinPACE	2	2.07682909421771e-07	0.0281162651853386	0	2	835
ACTN1	DunedinPACE	2	2.09748721164531e-07	0.014380370858802	0	2	836
MRPL23	DunedinPACE	2	2.11776029301122e-07	0.025450994170487	0	2	837
KRT19	DunedinPACE	2	2.12117339228519e-07	0.0242576565912478	1	1	838
GNA15	DunedinPACE	2	2.14269402038716e-07	0.0250753471421676	0	2	839
SERPINB9	DunedinPACE	2	2.17679970120301e-07	0.0532819098437166	1	1	840
CD8B	DunedinPACE	2	2.17730819221101e-07	0.0500291263590814	1	1	841
PTCHD2	DunedinPACE	2	2.17954814002671e-07	0.031169477087366	1	1	842
TJP2	DunedinPACE	2	2.22832870240815e-07	0.0145981653618538	0	2	843
MGAT1	DunedinPACE	2	2.24904041082412e-07	0.0130772607693285	0	2	844
PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6, PCDHGA7, PCDHGB4, PCDHGA8, PCDHGA9, PCDHGB6, PCDHGA10, PCDHGB7, PCDHGA11, PCDHGA12, PCDHGC3	DunedinPACE	2	2.35803377378629e-07	0.0236471568414559	1	1	845
B4GALT7	DunedinPACE	2	2.39486131517985e-07	0.0197350306077376	0	2	846
C10orf128	DunedinPACE	2	2.40303771151077e-07	0.0485288713001359	0	2	847
CCDC149	DunedinPACE	2	2.40314930237368e-07	0.0301128181158427	0	2	848
STK10	DunedinPACE	2	2.4136427993907e-07	0.0293243940833021	0	2	849
TFAP2E, RP4-728D4.2	DunedinPACE	2	2.46234139674087e-07	0.0420167153767719	0	2	850
KLHL21	DunedinPACE	2	2.54114571784611e-07	0.03469232502552	0	2	851
EFR3A	DunedinPACE	2	2.65448579443397e-07	0.0204874035747413	0	2	852
KCNA2	DunedinPACE	2	2.72788442910933e-07	0.0389186947432683	0	2	853
LA16c-395F10.2, IFT140	DunedinPACE	2	2.80165015442508e-07	0.0371241016703544	0	2	854
PRCC, HDGF	DunedinPACE	2	2.8193022491398e-07	0.011540401414096	0	2	855
CRYAA	DunedinPACE	2	2.83402842408245e-07	0.0244471095111224	0	2	856
RP11-247A12.2	DunedinPACE	2	2.94488334644541e-07	0.0218368093800931	0	2	857
PEAK1	DunedinPACE	2	3.01436851040616e-07	0.0584312395774544	0	2	858
TTC7B	DunedinPACE	2	3.05810542642536e-07	0.0237411770558406	0	2	859
BIN3	DunedinPACE	2	3.07041678652404e-07	0.0121225007818372	1	1	860
KCNK5	DunedinPACE	2	3.20355789509873e-07	0.0199034826575246	0	2	861
ATF3	DunedinPACE	2	3.20577536647472e-07	0.0205194545404064	0	2	862
EPAS1	DunedinPACE	2	3.24898135995669e-07	0.0396820465438299	0	2	863
MPP2	DunedinPACE	2	3.29660861756018e-07	0.0150868356226996	0	2	864
ULK1	DunedinPACE	2	3.35931778766406e-07	0.0528781757899335	0	2	865
GNA12	DunedinPACE	2	3.42564332332682e-07	0.132602167235777	0	2	866
LINC00243	DunedinPACE	2	3.44016239208565e-07	0.0275848419929906	1	1	867
SMOC2	DunedinPACE	2	3.5402964848596e-07	0.0240920219164546	0	2	868
TP53RK	DunedinPACE	2	3.56870206665001e-07	0.026844209397623	0	2	869
SLC5A10	DunedinPACE	2	3.65920089132735e-07	0.0279900977693735	0	2	870
RAB40C	DunedinPACE	2	3.67156655780052e-07	0.0280460551496086	0	2	871
GIPC1	DunedinPACE	2	3.72110265877917e-07	0.0370354702156711	0	2	872
PABPC4	DunedinPACE	2	3.72273708004372e-07	0.011762805895004	0	2	873
RALGAPA2	DunedinPACE	2	3.80055282032333e-07	0.0147121937747288	0	2	874
AATK	DunedinPACE	2	3.82796319091382e-07	0.0946554006279626	0	2	875
FIS1	DunedinPACE	2	3.82796319091382e-07	0.0290180750783829	0	2	876
RERE	DunedinPACE	2	3.88710446423317e-07	0.055924954482273	0	2	877
STAC2	DunedinPACE	2	4.04457145473087e-07	0.027033064008355	0	2	878
MYO18A	DunedinPACE	2	4.21125240286728e-07	0.0120901982080993	0	2	879
KCNJ5	DunedinPACE	2	4.24904595859951e-07	0.027294182337481	0	2	880
KLF10	DunedinPACE	2	4.28280590415134e-07	0.00894723442859569	0	2	881
TRIM10	DunedinPACE	2	4.28587707429628e-07	0.0454405660475517	0	2	882
PTPRF	DunedinPACE	2	4.46771230982076e-07	0.0369376620307749	0	2	883
ASGR1	DunedinPACE	2	4.5887391645696e-07	0.0320952150867405	0	2	884
CDH23	DunedinPACE	2	4.76976987404138e-07	0.0135629236575629	1	1	885
FLT4	DunedinPACE	2	4.94833968568994e-07	0.0270664758835203	0	2	886
SEMA4B	DunedinPACE	2	5.09118644868096e-07	0.0165930446499188	0	2	887
ZMYND15	DunedinPACE	2	5.1812210873436e-07	0.0451753850836744	0	2	888
LRRC71	DunedinPACE	2	5.18687604767183e-07	0.0251859035461645	0	2	889
KIRREL3	DunedinPACE	2	5.18954364485554e-07	0.0601568875409843	0	2	890
RTEL1, RTEL1-TNFRSF6B	DunedinPACE	2	5.27164884528145e-07	0.0284345563658188	0	2	891
UNC93B1	DunedinPACE	2	5.28701031027542e-07	0.029408939992839	1	1	892
PLAC8	DunedinPACE	2	5.32238677372869e-07	0.0599730803346933	0	2	893
MIR4435-1HG	DunedinPACE	2	5.4244735505516e-07	0.0873474993422278	0	2	894
DCUN1D2	DunedinPACE	2	6.19127820925608e-07	0.025944132509725	0	2	895
NAPA	DunedinPACE	2	6.29948821464591e-07	0.0324018632533047	0	2	896
KIF7	DunedinPACE	2	6.39566986261259e-07	0.0460702683956569	0	2	897
CAND2	DunedinPACE	2	6.55612525250591e-07	0.0163267221480887	0	2	898
FIP1L1	DunedinPACE	2	6.71232757042705e-07	0.0270250194559384	0	2	899
ACBD4	DunedinPACE	2	6.83478703912887e-07	0.0274936521127821	0	2	900
PAK1	DunedinPACE	2	7.0724451169351e-07	0.0578024180483342	0	2	901
ADAMTS17	DunedinPACE	2	7.08616886634645e-07	0.0311437882246348	0	2	902
PDE4DIP	DunedinPACE	2	7.10358570376779e-07	0.0519211299044249	0	2	903
NGFR, RP5-1029K10.2	DunedinPACE	2	7.20994476605984e-07	0.0279310687892572	1	1	904
HEXB	DunedinPACE	2	7.43425793593576e-07	0.0611730737457533	0	2	905
CPED1	DunedinPACE	2	7.54953079745391e-07	0.0357071542879145	0	2	906
BICD2	DunedinPACE	2	7.63773563480489e-07	0.0478736087060434	1	1	907
JOSD1	DunedinPACE	2	7.66210606105619e-07	0.0277262332569189	0	2	908
RP11-68I3.2, CORO6	DunedinPACE	2	8.09366447375468e-07	0.0255755695077518	0	2	909
IFITM2	DunedinPACE	2	8.4212694149769e-07	0.0159041956747369	1	1	910
ZBTB7C	DunedinPACE	2	8.51294867218885e-07	0.0306765181255166	0	2	911
RBM33	DunedinPACE	2	8.58745469146029e-07	0.0323042217777232	0	2	912
PLAT	DunedinPACE	2	8.6160469085312e-07	0.0458687153115269	0	2	913
ZNF783	DunedinPACE	2	8.67040398101346e-07	0.0267556799735301	1	1	914
PPM1G	DunedinPACE	2	8.71086983342439e-07	0.0365722951839689	1	1	915
EIF2AK4	DunedinPACE	2	9.40000918229034e-07	0.0669200167847829	0	2	916
CLCN7, LA16c-390E6.3	DunedinPACE	2	9.61928430461597e-07	0.101482216192499	0	2	917
LIMK1	DunedinPACE	2	1.01505148888911e-06	0.00860867614317393	0	2	918
INPP5D	DunedinPACE	2	1.04113115831256e-06	0.0569889901411661	0	2	919
FBXO17	DunedinPACE	2	1.09477556609961e-06	0.0438504617769165	0	2	920
ZNF276	DunedinPACE	2	1.11641680429509e-06	0.0346068001647341	1	1	921
PIPOX, SEZ6	DunedinPACE	2	1.12221576344551e-06	0.0373581939339167	1	1	922
NSMF	DunedinPACE	2	1.1314858203865e-06	0.0205060585218485	0	2	923
PSORS1C1, CDSN	DunedinPACE	2	1.14247120883392e-06	0.0236987874122605	1	1	924
LA16c-366D3.1, LMF1	DunedinPACE	2	1.15563833971231e-06	0.0357714986565301	0	2	925
PPFIA1	DunedinPACE	2	1.18585181160312e-06	0.00469953874419401	0	2	926
NRN1	DunedinPACE	2	1.21974944586543e-06	0.0168490249420118	0	2	927
AC147651.3	DunedinPACE	2	1.25659715194905e-06	0.0226665445378017	1	1	928
PLTP	DunedinPACE	2	1.25918827745905e-06	0.0228769360174682	0	2	929
TP53I11	DunedinPACE	2	1.28564221672125e-06	0.0286543853915459	0	2	930
UBE2J2	DunedinPACE	2	1.28580806736741e-06	0.0205722276076579	0	2	931
SPG7	DunedinPACE	2	1.29335517819625e-06	0.0316168041122387	0	2	932
TMEM199, CTB-96E2.3, SARM1, VTN	DunedinPACE	2	1.32663416975002e-06	0.025816493156596	0	2	933
TNK1	DunedinPACE	2	1.34734287740833e-06	0.0448588652327942	0	2	934
PRCD, CYGB	DunedinPACE	2	1.40760733520058e-06	0.0395329666620725	0	2	935
EML1	DunedinPACE	2	1.41849910427912e-06	0.021331664679812	0	2	936
CBX7	DunedinPACE	2	1.42074511906054e-06	0.0255150570645619	0	2	937
SLC9A3R2	DunedinPACE	2	1.44537309463118e-06	0.0398113305158114	0	2	938
AC007796.1	DunedinPACE	2	1.44929896828016e-06	0.0142118848267164	0	2	939
XKR6	DunedinPACE	2	1.45393696475193e-06	0.0101965154661804	1	1	940
NTSR1	DunedinPACE	2	1.48660305015349e-06	0.0858406597016413	0	2	941
ARMC9	DunedinPACE	2	1.50653136770379e-06	0.0279167792396255	0	2	942
NCOA4	DunedinPACE	2	1.52303081938674e-06	0.0457100138872523	0	2	943
ELAVL4	DunedinPACE	2	1.5403493263212e-06	0.0383007593097512	1	1	944
CHIT1	DunedinPACE	2	1.63542113965018e-06	0.0404717536586693	0	2	945
FAM57B	DunedinPACE	2	1.67174217079091e-06	0.0343128572564349	0	2	946
GPR137, BAD	DunedinPACE	2	1.70489855329255e-06	0.0120834095580813	0	2	947
CMTM7	DunedinPACE	2	1.72839062604098e-06	0.0194012155887093	0	2	948
PDZD2	DunedinPACE	2	1.7366413006344e-06	0.0367864909735261	0	2	949
ESPN	DunedinPACE	2	1.74136140989424e-06	0.0287617521309583	0	2	950
RRAD	DunedinPACE	2	1.76278779759727e-06	0.0623579464346062	1	1	951
RHBDF2	DunedinPACE	2	1.8374249563019e-06	0.0147654950235605	0	2	952
NTF3	DunedinPACE	2	1.83921375164394e-06	0.0322828686871229	0	2	953
MAML1	DunedinPACE	2	1.87048470770947e-06	0.0104528600615554	0	2	954
ABTB2	DunedinPACE	2	1.87960815071846e-06	0.0192972343937837	0	2	955
CTTN	DunedinPACE	2	1.88006801620605e-06	0.0295826479973783	0	2	956
EVX2	DunedinPACE	2	1.99706565461313e-06	0.00818514235709472	0	2	957
PTPN6	DunedinPACE	2	2.01179749824903e-06	0.0137504820954205	2	0	958
COL20A1	DunedinPACE	2	2.02766265897473e-06	0.037795118653997	0	2	959
PARK2	DunedinPACE	2	2.04393797758859e-06	0.0346910345543568	0	2	960
MX1	DunedinPACE	2	2.05797236452128e-06	0.0109126611630713	0	2	961
PLEKHB1	DunedinPACE	2	2.09386649942248e-06	0.0356886964012569	0	2	962
PITX2	DunedinPACE	2	2.0995451954697e-06	0.0214537831735659	0	2	963
PLD4	DunedinPACE	2	2.11327438963241e-06	0.0285984573706486	0	2	964
CARD14	DunedinPACE	2	2.14880266809171e-06	0.0289193290603505	0	2	965
FOXK2	DunedinPACE	2	2.22890066085912e-06	0.0357764336018009	1	1	966
LMTK2	DunedinPACE	2	2.4096092239698e-06	0.0116327428101462	1	1	967
SEPT8	DunedinPACE	2	2.4221695495692e-06	0.0383771960601478	0	2	968
DAB2IP	DunedinPACE	2	2.46072904502297e-06	0.0272988357039706	0	2	969
FAM89A	DunedinPACE	2	2.54929939365827e-06	0.0434679896605286	0	2	970
SLC12A4	DunedinPACE	2	2.56779368894401e-06	0.0300333229507088	0	2	971
TTLL10	DunedinPACE	2	2.61172642577572e-06	0.0264208033353054	0	2	972
ST6GALNAC2	DunedinPACE	2	2.70377841317297e-06	0.027756838484081	0	2	973
OIT3	DunedinPACE	2	2.78860681507095e-06	0.0480362172256214	0	2	974
KIF19	DunedinPACE	2	2.79469628193286e-06	0.0352538572232867	0	2	975
GLB1L2	DunedinPACE	2	2.95036552581925e-06	0.0100026814557622	1	1	976
CDK2AP1	DunedinPACE	2	2.98926627746052e-06	0.0435962800548342	0	2	977
CR1	DunedinPACE	2	3.00574501216979e-06	0.034236885204028	0	2	978
CCDC102A	DunedinPACE	2	3.06856568595005e-06	0.0607258762251058	0	2	979
C14orf132	DunedinPACE	2	3.14670327934309e-06	0.0179557284681249	0	2	980
AC006372.4	DunedinPACE	2	3.303609429784e-06	0.0216257131491603	0	2	981
CYP26B1	DunedinPACE	2	3.39131442340394e-06	0.0091190396751775	0	2	982
COL4A1	DunedinPACE	2	3.46209224455269e-06	0.0355485578641593	0	2	983
SYNC	DunedinPACE	2	3.6108132653371e-06	0.0445732009878435	0	2	984
