outcome,build,nsnp,beta,se,pval,fdr
CLC_Q05315_OID20126_v1_Cardiometabolic,GRCh37,84,-0.467014738109073,0.00912682363099155,0,0
CLEC4C_Q8WTT0_OID20547_v1_Inflammation,GRCh37,84,-0.472398318191406,0.00736639901125773,0,0
CREG1_O75629_OID21515_v1_Oncology,GRCh37,84,0.389281530993416,0.00887010697512155,0,0
CSF1R_P07333_OID30681_v1_Inflammation_II,GRCh37,84,-0.379529259221293,0.00890091281117031,0,0
CTBS_Q01459_OID30710_v1_Inflammation_II,GRCh37,84,0.491178443818257,0.00825880758657566,0,0
CTSL_P07711_OID20228_v1_Cardiometabolic,GRCh37,84,0.428367506398089,0.00900352628709352,0,0
CTSO_P43234_OID20660_v1_Inflammation,GRCh37,84,0.435481855444017,0.00901927697764524,0,0
CTSZ_Q9UBR2_OID20365_v1_Cardiometabolic,GRCh37,84,0.363300639467154,0.0088353096042688,0,0
DSG4_Q86SJ6_OID21325_v1_Oncology,GRCh37,84,0.78891144156984,0.00903741777223681,0,0
FABP9_Q0Z7S8_OID20501_v1_Inflammation,GRCh37,84,0.390331892519535,0.00891957883512242,0,0
FASLG_P48023_OID20665_v1_Inflammation,GRCh37,84,-0.349127979020736,0.00839348478134701,0,0
FCRL1_Q96LA6_OID20172_v1_Cardiometabolic,GRCh37,84,-0.369897126436127,0.00885441848437957,0,0
FCRL2_Q96LA5_OID20639_v1_Inflammation,GRCh37,84,-0.51176812168659,0.00812896145057231,0,0
FCRL5_Q96RD9_OID21111_v1_Neurology,GRCh37,84,-0.451840286866401,0.0083987736229932,0,0
FOLR2_P14207_OID21062_v1_Neurology,GRCh37,84,-0.363874277756465,0.0088767421395362,0,0
FOLR3_P41439_OID21485_v1_Oncology,GRCh37,84,-0.293522762925595,0.00718210633962276,0,0
GFRAL_Q6UXV0_OID31091_v1_Neurology_II,GRCh37,84,-0.324262039788776,0.00837063353256931,0,0
GGH_Q92820_OID20416_v1_Cardiometabolic,GRCh37,84,0.535773539932313,0.00876892703410568,0,0
GLB1_P16278_OID20949_v1_Neurology,GRCh37,84,0.474410316376718,0.00884674085814446,0,0
GNAS_O95467_OID31008_v1_Neurology_II,GRCh37,84,-0.399908393618904,0.00929074777255493,0,0
GUSB_P08236_OID20296_v1_Cardiometabolic,GRCh37,84,0.417442571624359,0.00864926760823213,0,0
HS6ST2_Q96MM7_OID30481_v1_Inflammation_II,GRCh37,84,-0.403205587879221,0.00907424662694559,0,0
HSD11B1_P28845_OID20575_v1_Inflammation,GRCh37,84,0.500390602962651,0.00929132954485983,0,0
ICAM3_P32942_OID20277_v1_Cardiometabolic,GRCh37,84,-0.542887693131997,0.00885650151416215,0,0
ICAM4_Q14773_OID20578_v1_Inflammation,GRCh37,84,0.387682307302856,0.00793220856429579,0,0
IDO1_P14902_OID31050_v1_Neurology_II,GRCh37,84,-0.354410957517781,0.00899090462797704,0,0
IDO1_P14902_OID31474_v1_Oncology_II,GRCh37,84,-0.356225070432035,0.00902092816212326,0,0
IGLC2_P0DOY2_OID30740_v1_Inflammation_II,GRCh37,84,-0.456879186292188,0.00922279156961618,0,0
IL32_P24001_OID20605_v1_Inflammation,GRCh37,84,-0.374583973665027,0.00896467217373252,0,0
LAMP3_Q9UQV4_OID20638_v1_Inflammation,GRCh37,84,-0.390879782705163,0.00877230134303125,0,0
LRRC25_Q8N386_OID21333_v1_Oncology,GRCh37,84,-0.403838329448352,0.0086068990297312,0,0
LRRC37A2_A6NM11_OID31440_v1_Oncology_II,GRCh37,84,8.99802285277149,0.00921239736251839,0,0
LRTM2_Q8N967_OID31020_v1_Neurology_II,GRCh37,84,-0.35133387184684,0.0090874853340146,0,0
MAN2B2_Q9Y2E5_OID30306_v1_Cardiometabolic_II,GRCh37,84,0.286630181485209,0.00662809083814841,0,0
MSLN_Q13421_OID21380_v1_Oncology,GRCh37,84,-0.386026846107201,0.00843332497838587,0,0
NAAA_Q02083_OID20931_v1_Neurology,GRCh37,84,0.389955201256793,0.00799151846006037,0,0
NAGPA_Q9UK23_OID30643_v1_Inflammation_II,GRCh37,84,-0.391819392324625,0.00905714347926641,0,0
NCAN_O14594_OID21055_v1_Neurology,GRCh37,84,-0.354439596365508,0.00860754963748828,0,0
PINLYP_A6NC86_OID30651_v1_Inflammation_II,GRCh37,84,0.362113067062445,0.00790560102415476,0,0
PLB1_Q6P1J6_OID31110_v1_Neurology_II,GRCh37,84,0.323145083820521,0.00667680550605785,0,0
POSTN_Q15063_OID30410_v1_Cardiometabolic_II,GRCh37,84,0.348994964852721,0.00898360904747631,0,0
PRDX2_P32119_OID30668_v1_Inflammation_II,GRCh37,84,0.356259698019419,0.00897293214349856,0,0
RNASE3_P12724_OID20203_v1_Cardiometabolic,GRCh37,84,-0.438342764758198,0.00910854543153312,0,0
ROBO2_Q9HCK4_OID21007_v1_Neurology,GRCh37,84,-0.358180047464452,0.00867962492141495,0,0
SCGB1A1_P11684_OID20688_v1_Inflammation,GRCh37,84,-0.621676210386154,0.00873407372184503,0,0
SFTPD_P35247_OID20214_v1_Cardiometabolic,GRCh37,84,-0.480044991045869,0.00699929774455656,0,0
SMPD1_P17405_OID21028_v1_Neurology,GRCh37,84,0.426016829595002,0.00852561756071763,0,0
SMPDL3A_Q92484_OID20676_v1_Inflammation,GRCh37,84,0.319353879782489,0.00748453599851455,0,0
SUSD2_Q9UGT4_OID21098_v1_Neurology,GRCh37,84,-0.378578477312894,0.00839141252923969,0,0
TFRC_P02786_OID20369_v1_Cardiometabolic,GRCh37,84,0.527857557532851,0.00859603480532701,0,0
TNFRSF13B_O14836_OID20702_v1_Inflammation,GRCh37,84,-0.52742254737787,0.00917233111118504,0,0
TNFRSF17_Q02223_OID30589_v1_Inflammation_II,GRCh37,84,-0.455121659669982,0.00932482274594291,0,0
TSHB_P01222_OID20129_v1_Cardiometabolic,GRCh37,84,0.365519392642938,0.00933114869104464,0,0
LAG3_P18627_OID21315_v1_Oncology,GRCh37,84,-0.342889726472702,0.00894581866572061,1.1125369292537e-308,1.11253692925802e-308
IL17RB_Q9NRM6_OID20585_v1_Inflammation,GRCh37,84,0.280216902826149,0.0073451095391131,1.11253692934821e-308,1.11253693342679e-308
CRYBB2_P43320_OID31081_v1_Neurology_II,GRCh37,84,-0.344163124186468,0.00909023059898631,1.1125426222705e-308,1.11278355887877e-308
SCGB3A2_Q96PL1_OID20723_v1_Inflammation,GRCh37,84,-0.343136843843744,0.00907221781498867,1.1125608892872e-308,1.11355670191189e-308
TGM2_P21980_OID20141_v1_Cardiometabolic,GRCh37,84,0.339193005732992,0.00897278273456553,1.11258875000214e-308,1.11470446608041e-308
TLR3_O15455_OID20612_v1_Inflammation,GRCh37,84,-0.175406682009265,0.00464048814239195,1.11259551558806e-308,1.11494591988762e-308
SOST_Q9BQB4_OID20204_v1_Cardiometabolic,GRCh37,84,-0.323813510195697,0.00857732692962224,1.11288219634482e-308,1.12649722864179e-308
HAGH_Q16775_OID21459_v1_Oncology,GRCh37,84,0.331316294982825,0.00879433994077385,1.1192052240495e-308,1.37773829277593e-308
NCAM1_P13591_OID20354_v1_Cardiometabolic,GRCh37,84,0.318429411146867,0.00847732788303903,1.55332878760986e-308,3.44955176894282e-307
SPRY2_O43597_OID20475_v1_Inflammation,GRCh37,84,-0.351971865392338,0.00939271475052956,2.5496697470661e-307,9.81825207362279e-306
IL22_Q9GZX6_OID31407_v1_Oncology_II,GRCh37,84,-0.337114315836455,0.00901878942935822,8.53789632649214e-306,3.23639632626093e-304
TMEM106A_Q96A25_OID31411_v1_Oncology_II,GRCh37,84,-0.345818854296247,0.00930568732626213,2.79594727357563e-302,1.0435335516453e-300
KLK14_Q9P0G3_OID21407_v1_Oncology,GRCh37,84,-0.315434242690341,0.00849218055417749,5.46301447703301e-302,2.00807168504274e-300
NELL2_Q99435_OID20706_v1_Inflammation,GRCh37,84,-0.329404422407112,0.00887326048008255,1.18395251784196e-301,4.28696837057401e-300
PRSS8_Q16651_OID20763_v1_Inflammation,GRCh37,84,-0.318429924954791,0.00865086814822188,1.32467699948378e-296,4.72598000109949e-295
RTN4R_Q9BZR6_OID21424_v1_Oncology,GRCh37,84,0.320403504025238,0.00876886424425687,2.68886298541956e-292,9.45388638062006e-291
SCG3_Q8WXD2_OID20728_v1_Inflammation,GRCh37,84,-0.294623825566168,0.00811320554821774,9.69008978161823e-289,3.35830825860083e-287
SPINT1_O43278_OID21109_v1_Neurology,GRCh37,84,-0.333309236808774,0.00919293216317261,7.67505737102148e-288,2.62249143409832e-286
ERBB2_P04626_OID21520_v1_Oncology,GRCh37,84,-0.318482965488375,0.00880317766277621,1.34163969829518e-286,4.52058042786681e-285
L1CAM_P32004_OID21484_v1_Oncology,GRCh37,84,-0.31534216792764,0.00879777717396529,2.33110284079749e-281,7.74692533119825e-280
COQ7_Q99807_OID30217_v1_Cardiometabolic_II,GRCh37,84,-0.335974388806031,0.00938835262620999,1.80419184405386e-280,5.9148235319928e-279
CRYGD_P07320_OID31144_v1_Neurology_II,GRCh37,84,-0.277219948235656,0.00775727072133529,1.0612396005473e-279,3.43275636123698e-278
LACRT_Q9GZZ8_OID31367_v1_Oncology_II,GRCh37,84,-0.329989266772897,0.00924615864820058,5.78602960826702e-279,1.84696155653366e-277
IGDCC4_Q8TDY8_OID30402_v1_Cardiometabolic_II,GRCh37,84,-0.30430176563674,0.00855960158190361,8.03928760553199e-277,2.53289762740527e-275
ERBB4_Q15303_OID21510_v1_Oncology,GRCh37,84,-0.308729154372295,0.00887670588808243,4.93171068419847e-265,1.53388847690583e-263
JCHAIN_P01591_OID20494_v1_Inflammation,GRCh37,84,-0.32569577946442,0.00937606810436326,2.18375402627877e-264,6.70605983259783e-263
PRND_Q9UKY0_OID31124_v1_Neurology_II,GRCh37,84,-0.31238494038887,0.00905398924434311,7.36713279015327e-261,2.23408301861398e-259
HBQ1_P09105_OID21433_v1_Oncology,GRCh37,84,0.297000280569608,0.0086416846260464,7.49823602848163e-259,2.24576797593783e-257
DDR1_Q08345_OID21009_v1_Neurology,GRCh37,84,-0.29965501696711,0.00872703955756001,2.24866715523324e-258,6.65276404706809e-257
FCER2_P06734_OID21133_v1_Neurology,GRCh37,84,-0.304404513260029,0.00888280930880425,2.27767561890374e-257,6.6573988571813e-256
DDC_P20711_OID20215_v1_Cardiometabolic,GRCh37,84,-0.308212202780428,0.00900424816261655,8.76173252762009e-257,2.53047179904837e-255
SIGLEC10_Q96LC7_OID20537_v1_Inflammation,GRCh37,84,-0.295846020077796,0.00872979386008593,9.59864371908433e-252,2.73956584264689e-250
IDUA_P35475_OID21468_v1_Oncology,GRCh37,84,0.269810440642469,0.00805303348784965,4.18660206931996e-246,1.18101123490351e-244
NXPH3_O95157_OID30565_v1_Inflammation_II,GRCh37,84,-0.308941019008238,0.009235309063354,2.39433922650388e-245,6.67662869367633e-244
IFNG_P01579_OID20495_v1_Inflammation,GRCh37,84,-0.316193981069764,0.00947428317118193,3.27719793950798e-244,9.03463886505269e-243
NCR3LG1_Q68D85_OID31490_v1_Oncology_II,GRCh37,84,-0.275112595629833,0.00828340584554734,7.10626321873617e-242,1.93705556951168e-240
DKK3_Q9UBP4_OID20264_v1_Cardiometabolic,GRCh37,84,0.281901517421775,0.00851274224022182,1.79339182831597e-240,4.83418730610505e-239
TFPI2_P48307_OID21512_v1_Oncology,GRCh37,84,-0.29095396581511,0.00879085679939812,3.24575997599514e-240,8.65298208985079e-239
SOD2_P04179_OID21114_v1_Neurology,GRCh37,84,0.297483288810946,0.0090191315752463,1.39669546331544e-238,3.68302521087311e-237
PLA2G15_Q8NCC3_OID21473_v1_Oncology,GRCh37,84,0.294221724589773,0.0089705700770177,6.174424018518e-236,1.61066157730373e-234
TNFRSF13C_Q96RJ3_OID20480_v1_Inflammation,GRCh37,84,-0.289658226185836,0.00887269692004994,9.12671093825579e-234,2.35546816342644e-232
SEMA4C_Q9C0C4_OID21329_v1_Oncology,GRCh37,84,-0.297731537608525,0.00913560123999457,5.6370006249132e-233,1.43951194905678e-231
PKD1_P98161_OID30328_v1_Cardiometabolic_II,GRCh37,84,-0.273573317241894,0.00842462836584138,2.56191595607033e-231,6.47417511398606e-230
OSCAR_Q8IYS5_OID20776_v1_Inflammation,GRCh37,84,-0.257843830760745,0.00800197914539794,8.54202568618518e-228,2.13638704275106e-226
ENPP7_Q6UWV6_OID20689_v1_Inflammation,GRCh37,84,-0.303200291936579,0.0094106777978447,9.64189277393029e-228,2.38686039485254e-226
LYAR_Q9NX58_OID21264_v1_Oncology,GRCh37,84,0.306248776375489,0.00954951458799354,1.17173510081179e-225,2.87134278239334e-224
PSPN_O60542_OID20511_v1_Inflammation,GRCh37,84,-0.221140814046294,0.00689770724854381,1.59040337559071e-225,3.85831858918307e-224
SIGLEC1_Q9BZZ2_OID20690_v1_Inflammation,GRCh37,84,-0.275720848908423,0.00862070728400895,1.8464022817331e-224,4.43502171830149e-223
PGLYRP2_Q96PD5_OID30742_v1_Inflammation_II,GRCh37,84,0.210653704133337,0.00661377370126459,1.28488523106852e-222,3.05601134369825e-221
MOG_Q16653_OID21384_v1_Oncology,GRCh37,84,-0.276486905277318,0.00875305547523577,5.4868369591882e-219,1.29233654980491e-217
PKLR_P30613_OID20682_v1_Inflammation,GRCh37,84,0.285612062134561,0.00907818283362977,2.93447484695864e-217,6.84522690261697e-216
PTPRN2_Q92932_OID20912_v1_Neurology,GRCh37,84,-0.288646711874581,0.00919312588188981,2.14770200549288e-216,4.96221434792926e-215
LGALS9_O00182_OID20781_v1_Inflammation,GRCh37,84,-0.278545906674758,0.0088869181611886,1.19813569338372e-215,2.74214829448009e-214
GDNF_P39905_OID20861_v1_Neurology,GRCh37,84,-0.282923459615713,0.00907018262859052,1.33836310376729e-213,3.03445690629854e-212
MANSC1_Q9H8J5_OID21492_v1_Oncology,GRCh37,84,-0.289776071210211,0.0093020685428924,4.79691391338182e-213,1.07752899572818e-211
MEPE_Q9NQ76_OID20753_v1_Inflammation,GRCh37,84,-0.272423731647643,0.00875193638391028,1.030679563854e-212,2.2939712127613e-211
MEP1A_Q16819_OID31459_v1_Oncology_II,GRCh37,84,0.266969951086082,0.00863202579097989,5.04600536981567e-210,1.1128735479248e-208
COL28A1_Q2UY09_OID30969_v1_Neurology_II,GRCh37,84,-0.246430619212546,0.00797516027860516,1.20298172554653e-209,2.62921951907738e-208
FOLR1_P15328_OID21529_v1_Oncology,GRCh37,84,-0.272712683727292,0.00885885924618364,4.26782107015112e-208,9.24440528230948e-207
IDO1_P14902_OID30563_v1_Inflammation_II,GRCh37,84,-0.280566796240516,0.00912081655468655,8.67512960189985e-208,1.86246587736363e-206
ICAM1_P05362_OID20411_v1_Cardiometabolic,GRCh37,84,-0.263643288515233,0.00858303950198243,3.39852150529507e-207,7.23229225600513e-206
PCDHB15_Q9Y5E8_OID31377_v1_Oncology_II,GRCh37,84,-0.26835027832746,0.00876308016151545,6.08115627569027e-206,1.2828595760717e-204
LY75_O60449_OID20580_v1_Inflammation,GRCh37,84,-0.197345778539685,0.00645946033267496,5.41190395876125e-205,1.13183439689265e-203
FOXO1_Q12778_OID20515_v1_Inflammation,GRCh37,84,-0.281723530386181,0.00927411337881843,1.09214597777939e-202,2.26456935221607e-201
ROBO1_Q9Y6N7_OID20734_v1_Inflammation,GRCh37,84,-0.273835739138588,0.00903452335601034,8.48257053017573e-202,1.74395899205138e-200
CPQ_Q9Y646_OID30406_v1_Cardiometabolic_II,GRCh37,84,0.252379283835945,0.00834143935425137,4.33940709098844e-201,8.84655596868735e-200
GPC5_P78333_OID20944_v1_Neurology,GRCh37,84,0.230810959069202,0.00764225039883361,2.23214081480657e-200,4.51264468060062e-199
DPP10_Q8N608_OID20527_v1_Inflammation,GRCh37,84,-0.270861692250677,0.00897855778678707,6.30161264633466e-200,1.26344729586842e-198
TXNDC15_Q96J42_OID21495_v1_Oncology,GRCh37,84,0.235806169549053,0.00787207889298431,3.81558619050089e-197,7.58738696570095e-196
SCRG1_O75711_OID30333_v1_Cardiometabolic_II,GRCh37,84,0.244307125538575,0.00816705690198054,1.30456354484024e-196,2.57306598356294e-195
CTSH_P09668_OID20113_v1_Cardiometabolic,GRCh37,84,0.177799038013858,0.00594625914390588,1.91030755744397e-196,3.73742430190247e-195
GRP_P07492_OID30264_v1_Cardiometabolic_II,GRCh37,84,-0.272151175142573,0.00911887473284324,1.02483339653757e-195,1.98899665600012e-194
PPL_O60437_OID30564_v1_Inflammation_II,GRCh37,84,-0.282668807758852,0.00948356630168863,3.24956481892524e-195,6.25670178627988e-194
DSCAM_O60469_OID30993_v1_Neurology_II,GRCh37,84,-0.265385804052479,0.00891398769265186,9.04690792035062e-195,1.72817311927328e-193
MARCO_Q9UEW3_OID20210_v1_Cardiometabolic,GRCh37,84,-0.264872011016607,0.00890269467707444,1.63911593839365e-194,3.10663692698672e-193
IL5RA_Q01344_OID20601_v1_Inflammation,GRCh37,84,-0.248100773372357,0.00835493527184456,8.87857874042367e-194,1.66972341273394e-192
FCGR2A_P12318_OID20391_v1_Cardiometabolic,GRCh37,84,-0.211580193352689,0.00716885174335402,1.91400857898729e-191,3.57183447124859e-190
CNTNAP2_Q9UHC6_OID20556_v1_Inflammation,GRCh37,84,-0.24673220609192,0.00838178827627796,1.86313890560438e-190,3.45036258396659e-189
KYNU_Q16719_OID20669_v1_Inflammation,GRCh37,84,-0.260716716830283,0.00891468155125391,5.08250872022544e-188,9.3410349661113e-187
POF1B_Q8WVV4_OID30504_v1_Inflammation_II,GRCh37,84,-0.276091045979831,0.00948583743609002,3.04890028431597e-186,5.56137751109064e-185
GAS6_Q14393_OID20318_v1_Cardiometabolic,GRCh37,84,-0.256626770122118,0.00884825913013673,6.01664555812477e-185,1.0892822480605e-183
IL1RL1_Q01638_OID20250_v1_Cardiometabolic,GRCh37,84,0.200880800272454,0.00692716065433328,6.77145819780367e-185,1.21685611762013e-183
LEPR_P48357_OID20128_v1_Cardiometabolic,GRCh37,84,-0.263494296785232,0.00909755948557217,1.91480201667636e-184,3.40247418431586e-183
SEZ6L_Q9BYH1_OID21488_v1_Oncology,GRCh37,84,-0.257154376708142,0.0088787001969692,1.92143018652627e-184,3.40247418431586e-183
IDO1_P14902_OID30230_v1_Cardiometabolic_II,GRCh37,84,-0.262119354804302,0.00908142664555548,3.45677856240938e-183,6.07691651623562e-182
RGMA_Q96B86_OID21065_v1_Neurology,GRCh37,84,-0.252815118549697,0.008784628435605,3.89966941209456e-182,6.8061856070082e-181
IL7R_P16871_OID21136_v1_Neurology,GRCh37,84,-0.20877356847164,0.00725833188297767,6.17625684109959e-182,1.07025707832197e-180
PHYKPL_Q8IUZ5_OID30634_v1_Inflammation_II,GRCh37,84,-0.268175571910367,0.00935450979017273,9.54975004113919e-181,1.64309883686551e-179
NTRK3_Q16288_OID21057_v1_Neurology,GRCh37,84,-0.256976908988824,0.00899610423656202,1.81081599170392e-179,3.09368985624908e-178
TLR1_Q15399_OID30532_v1_Inflammation_II,GRCh37,84,-0.261161191584025,0.00915406961696779,5.04342177558009e-179,8.55618267661349e-178
KLK6_Q92876_OID21526_v1_Oncology,GRCh37,84,-0.260905330653091,0.00917432169226157,6.7324867457866e-178,1.13423700314433e-176
FGF21_Q9NSA1_OID21402_v1_Oncology,GRCh37,84,0.262155421670907,0.00922331528192358,1.04747445212685e-177,1.75253311783431e-176
TYMP_P19971_OID20234_v1_Cardiometabolic,GRCh37,84,-0.265339679984801,0.0093444568144704,2.30402875382822e-177,3.82847517588169e-176
HTR1A_P08908_OID30824_v1_Neurology_II,GRCh37,84,-0.270085767116268,0.00961853438084082,1.73279667349577e-173,2.85970389789165e-172
MST1_P26927_OID30713_v1_Inflammation_II,GRCh37,84,0.153772286489973,0.00548453814463612,5.6872560900313e-173,9.32248869892968e-172
PAPPA_Q13219_OID20421_v1_Inflammation,GRCh37,84,0.248554572687394,0.00895120197036239,1.06445866546509e-169,1.73313873987806e-168
GABARAP_O95166_OID31414_v1_Oncology_II,GRCh37,84,-0.259766637755521,0.00938075370442698,8.85131432573973e-169,1.43155257028297e-167
WARS_P23381_OID21084_v1_Neurology,GRCh37,84,-0.254976416551016,0.00921585938230623,1.73638391057722e-168,2.78971348811943e-167
SEZ6_Q53EL9_OID30968_v1_Neurology_II,GRCh37,84,-0.261628432061363,0.00946327843445036,3.05765350486813e-168,4.88017592290137e-167
PLAUR_Q03405_OID20764_v1_Inflammation,GRCh37,84,-0.247426463100544,0.00895590907656498,5.24886749550216e-168,8.32271408110342e-167
DPP6_P42658_OID21354_v1_Oncology,GRCh37,84,-0.242826854509042,0.00882139021136728,8.33261947909335e-167,1.31265810755068e-165
TNF_P01375_OID20848_v1_Neurology,GRCh37,84,-0.256713480831276,0.00936169053397617,1.51170721184283e-165,2.36606561027788e-164
DNAJB2_P25686_OID30661_v1_Inflammation_II,GRCh37,84,0.250864167903927,0.00916082911699785,4.20254391946459e-165,6.53549458244943e-164
UBAC1_Q9BSL1_OID21336_v1_Oncology,GRCh37,84,0.246599456100972,0.00903542716154115,5.20569616764172e-164,8.04396108452154e-163
LGALS3BP_Q08380_OID30765_v1_Inflammation_II,GRCh37,84,-0.243027513300823,0.0089168382650777,1.45394986327304e-163,2.23245719512684e-162
MYL3_P08590_OID30251_v1_Cardiometabolic_II,GRCh37,84,0.239380555928949,0.00879984256336421,6.0142595818669e-163,9.1764740538422e-162
TBL1X_O60907_OID21220_v1_Oncology,GRCh37,84,-0.256243867115789,0.0094324745960167,1.63273874173079e-162,2.47564011714931e-161
CLEC7A_Q9BXN2_OID20636_v1_Inflammation,GRCh37,84,-0.193849999474175,0.0071421478280421,3.17326286883217e-162,4.78157498123407e-161
DSC2_Q02487_OID21079_v1_Neurology,GRCh37,84,-0.244292920383055,0.00902010677378989,1.5551690255274e-161,2.32891361477128e-160
ITGB1BP2_Q9UKP3_OID20112_v1_Cardiometabolic,GRCh37,84,-0.254902881065018,0.00941399551774165,1.83683089486509e-161,2.73383543002621e-160
EPS8L2_Q9H6S3_OID21397_v1_Oncology,GRCh37,84,-0.243006795470106,0.00898139598497938,3.18684476265801e-161,4.71419841110264e-160
SORT1_Q99523_OID20213_v1_Cardiometabolic,GRCh37,84,-0.247385355323988,0.00914520498003933,3.73488008774174e-161,5.49140551082513e-160
TNFRSF10A_O00220_OID20967_v1_Neurology,GRCh37,84,-0.218540141484802,0.00816188157388592,6.20001855866979e-158,9.06099097791139e-157
TPK1_Q9H3S4_OID30338_v1_Cardiometabolic_II,GRCh37,84,-0.236371152419676,0.00884422097514307,2.34427738410243e-157,3.40551912205539e-156
CETN3_O15182_OID31525_v1_Oncology_II,GRCh37,84,0.246772466629409,0.00925468415580979,1.21197769868603e-156,1.75015351012637e-155
KLK11_Q9UBX7_OID21518_v1_Oncology,GRCh37,84,-0.23734205546735,0.00891676783116117,4.25839077216207e-156,6.11293255222793e-155
GBA_P04062_OID30966_v1_Neurology_II,GRCh37,84,-0.253898426265912,0.00955135670226644,1.08330022239954e-155,1.54593314090663e-154
HMBS_P08397_OID21385_v1_Oncology,GRCh37,84,0.237436021190031,0.00896051488504028,1.02116152777352e-154,1.44873559437342e-153
GRPEL1_Q9HAV7_OID21309_v1_Oncology,GRCh37,84,-0.247163806061269,0.00935559974264691,8.33167935133867e-154,1.17515430850858e-152
ERMAP_Q96PL5_OID30539_v1_Inflammation_II,GRCh37,84,0.227503676715401,0.00861449482734822,1.06850593423515e-153,1.4983788418812e-152
SPINK1_P00995_OID21097_v1_Neurology,GRCh37,84,0.233643726607313,0.00885110760479153,1.47866464353002e-153,2.06163242827807e-152
FAM3D_Q96BQ1_OID31514_v1_Oncology_II,GRCh37,84,-0.205727985535464,0.00780787814807184,5.30171687402898e-153,7.34969436365389e-152
TARS1_P26639_OID31343_v1_Oncology_II,GRCh37,84,-0.247756984512956,0.00942315746081971,2.3455127613594e-152,3.23307611310108e-151
GASK1A_Q9UFP1_OID30109_v1_Cardiometabolic_II,GRCh37,84,0.208117381096799,0.00792325469992722,4.61296555088919e-152,6.32262961946733e-151
GP1BA_P07359_OID20381_v1_Cardiometabolic,GRCh37,84,0.242756711374272,0.00925975119223655,1.73099080042815e-151,2.35920431563971e-150
GBP1_P32455_OID31128_v1_Neurology_II,GRCh37,84,-0.233616356661679,0.00892241380698106,4.14088817296805e-151,5.61217581431312e-150
ITGB2_P05107_OID20315_v1_Cardiometabolic,GRCh37,84,-0.235467401829256,0.00900730190942997,1.22043179945289e-150,1.64487085859596e-149
AARSD1_Q9BTE6_OID21311_v1_Oncology,GRCh37,84,0.23344328045091,0.00895282199235743,7.03746053877617e-150,9.43252998180717e-149
CES3_Q6UWW8_OID21340_v1_Oncology,GRCh37,84,-0.238102026647662,0.0091482838921809,2.45331053901629e-149,3.2701820701393e-148
SMAD3_P84022_OID31418_v1_Oncology_II,GRCh37,84,-0.23775769687533,0.00916649700596721,2.50406531726176e-148,3.31959697250111e-147
IL2RG_P31785_OID31361_v1_Oncology_II,GRCh37,84,-0.244925294456918,0.00944590184058935,3.11599888372338e-148,4.10837678908311e-147
LY9_Q9HBG7_OID20670_v1_Inflammation,GRCh37,84,-0.224951533317808,0.00869477695975798,1.3751865823219e-147,1.80335278308807e-146
NXPH1_P58417_OID20849_v1_Neurology,GRCh37,84,-0.244083459893826,0.00945722970783883,6.99214986608998e-147,9.11986858878188e-146
POMC_P01189_OID30282_v1_Cardiometabolic_II,GRCh37,84,0.232263811151701,0.0090005697513,7.70094311449607e-147,9.99063529185426e-146
MRC1_P22897_OID30694_v1_Inflammation_II,GRCh37,84,-0.223442959473469,0.00866729470026168,1.48591397726919e-146,1.91746133449737e-145
TNF_P01375_OID20074_v1_Cardiometabolic,GRCh37,84,-0.238987139365404,0.00927477040327855,2.05525575940364e-146,2.63812194302287e-145
PTPRC_P08575_OID30380_v1_Cardiometabolic_II,GRCh37,84,-0.236315673381014,0.00917632629918382,3.00242521394843e-146,3.8336229310731e-145
NMNAT1_Q9HAN9_OID20913_v1_Neurology,GRCh37,84,0.232374269138782,0.00904040352531128,1.05530914573276e-145,1.3404083704438e-144
MDGA1_Q8NFP4_OID20951_v1_Neurology,GRCh37,84,-0.150908641942071,0.00589346457714426,1.30465598942585e-144,1.64848720330579e-143
CRTAM_O95727_OID20914_v1_Neurology,GRCh37,84,-0.225868598782673,0.00882983373803781,2.53632604693006e-144,3.18814869940534e-143
TBC1D17_Q9HA65_OID20844_v1_Neurology,GRCh37,84,0.226918301212158,0.00887466076280773,3.3555543332323e-144,4.19617258372245e-143
VNN1_O95497_OID30711_v1_Inflammation_II,GRCh37,84,0.166534590885801,0.00652211499969391,8.30313236048996e-144,1.03299482597685e-142
MYL4_P12829_OID30245_v1_Cardiometabolic_II,GRCh37,84,0.234663589169472,0.00919101202067456,8.73369789042405e-144,1.08101791235555e-142
PRTG_Q2VWP7_OID21443_v1_Oncology,GRCh37,84,-0.220754382893398,0.00865556604318845,1.76501786938662e-143,2.17357022900099e-142
TCTN3_Q6NUS6_OID30326_v1_Cardiometabolic_II,GRCh37,84,-0.196769371678097,0.00772584482217355,4.35123757903837e-143,5.33136483169045e-142
GCHFR_P30047_OID30631_v1_Inflammation_II,GRCh37,84,-0.231799775868958,0.00913786547611626,5.84287309859033e-142,7.12302016943726e-141
TDO2_P48775_OID30910_v1_Neurology_II,GRCh37,84,-0.241895659085726,0.00955879811436045,2.7384677430845e-141,3.3217613723615e-140
HSD17B14_Q9BPX1_OID31098_v1_Neurology_II,GRCh37,84,-0.184272166965324,0.00732187087608165,9.12459219094347e-140,1.10130650026014e-138
TCL1A_P56279_OID20987_v1_Neurology,GRCh37,84,-0.226176534130207,0.00898859440090833,1.02842087726193e-139,1.23512329120666e-138
