outcome,build,nsnp,beta,se,pval,fdr
NUBP1_P53384_OID31412_v1_Oncology_II,GRCh37,84,-0.141732554036414,0.00948037155657273,1.55502865281447e-50,5.83075658690555e-50
HRG_P04196_OID30770_v1_Inflammation_II,GRCh37,84,0.130324033792611,0.00872499407032569,1.89699792151485e-50,7.10203234196762e-50
PDGFC_Q9NRA1_OID21183_v1_Oncology,GRCh37,84,0.142274335154988,0.00953423102307696,2.35374095362485e-50,8.7984214999906e-50
ITPRIP_Q8IWB1_OID30860_v1_Neurology_II,GRCh37,84,-0.143123118808992,0.00959369330065312,2.49980534443097e-50,9.3300427162916e-50
SOWAHA_Q2M3V2_OID30888_v1_Neurology_II,GRCh37,84,-0.142829683831029,0.00959659884384803,4.22693445686253e-50,1.57519861633617e-49
CSTB_P04080_OID20294_v1_Cardiometabolic,GRCh37,84,0.118055121416997,0.00794185481716436,5.56724763223123e-50,2.07149428769831e-49
MSLNL_Q96KJ4_OID30939_v1_Neurology_II,GRCh37,84,-0.142427326566723,0.00958528392347756,6.08649380738535e-50,2.26123031802708e-49
ELAVL4_P26378_OID30854_v1_Neurology_II,GRCh37,84,-0.143582575187391,0.00966366023198214,6.17494504117704e-50,2.29058358866904e-49
S100G_P29377_OID31051_v1_Neurology_II,GRCh37,84,-0.139023919626077,0.00935948913731479,6.57407625401313e-50,2.43491740339479e-49
LILRB5_O75023_OID20324_v1_Cardiometabolic,GRCh37,84,-0.0714859998016683,0.00481764026796215,8.27239303376933e-50,3.05927217986652e-49
NID2_Q14112_OID21085_v1_Neurology,GRCh37,84,0.125734676244146,0.00849716341864122,1.5258834256107e-49,5.63438841785625e-49
WASF1_Q92558_OID20091_v1_Cardiometabolic,GRCh37,84,-0.135354582203574,0.00917460728252393,2.93526643602043e-49,1.08221221486103e-48
LAT2_Q9GZY6_OID21292_v1_Oncology,GRCh37,84,-0.136450764167911,0.009256807479929,3.53703711986197e-49,1.30210198069577e-48
STAT2_P52630_OID30536_v1_Inflammation_II,GRCh37,84,-0.138044171432354,0.00938958477373519,6.27318451687798e-49,2.30587055120394e-48
GATD3_P0DPI2_OID30253_v1_Cardiometabolic_II,GRCh37,84,-0.139711423796434,0.00950448295781215,6.49095236237766e-49,2.38230717566236e-48
IFNGR2_P38484_OID20941_v1_Neurology,GRCh37,84,-0.0981872227255913,0.00670547948477837,1.49696256906288e-48,5.48584772287999e-48
COPE_O14579_OID20797_v1_Neurology,GRCh37,84,-0.14031390470707,0.00962228324699735,3.64661345706621e-48,1.33434151536088e-47
PNPT1_Q8TCS8_OID20445_v1_Inflammation,GRCh37,84,-0.138304564131229,0.00948712776371549,3.86982618049493e-48,1.41388528823505e-47
SPAG1_Q07617_OID30979_v1_Neurology_II,GRCh37,84,-0.118551741909625,0.00814173221028503,4.97269106622839e-48,1.81409752280753e-47
MTHFD2_P13995_OID31078_v1_Neurology_II,GRCh37,84,-0.13780236256502,0.0094761710983312,6.56581840297899e-48,2.39169300985391e-47
PALLD_Q8WX93_OID30444_v1_Inflammation_II,GRCh37,84,-0.139286363574265,0.00959653277847055,9.84451510739561e-48,3.58062873321466e-47
PCBP2_Q15366_OID31003_v1_Neurology_II,GRCh37,84,-0.135106972733719,0.00931420492095825,1.11859378193494e-47,4.06243789666789e-47
SAP18_O00422_OID31323_v1_Oncology_II,GRCh37,84,-0.138362657193392,0.00954523158899973,1.29405811981185e-47,4.69265321175417e-47
TNFRSF8_P28908_OID21049_v1_Neurology,GRCh37,84,-0.13244314436312,0.00913699027034612,1.29790315794119e-47,4.69957173308257e-47
KLK3_P07288_OID30364_v1_Cardiometabolic_II,GRCh37,84,0.0847113590928925,0.00585601686310259,1.99576230300642e-47,7.2156771193645e-47
PRKG1_Q13976_OID30621_v1_Inflammation_II,GRCh37,84,-0.134440724495323,0.00929448538758038,2.02871999361504e-47,7.32392069123525e-47
ZP3_P21754_OID30265_v1_Cardiometabolic_II,GRCh37,84,-0.0827512844867728,0.0057254522082156,2.3919594215028e-47,8.62242727572924e-47
USP47_Q96K76_OID30119_v1_Cardiometabolic_II,GRCh37,84,-0.137808933265499,0.00954323491792027,2.87812979870888e-47,1.03595591864507e-46
SPRED2_Q7Z698_OID30423_v1_Inflammation_II,GRCh37,84,-0.137070198274034,0.00949800130900262,3.27976032608847e-47,1.17877015571713e-46
FCRL6_Q6DN72_OID20529_v1_Inflammation,GRCh37,84,-0.113700414731993,0.00787894125837982,3.30614479793604e-47,1.18649515973267e-46
HLA-DRA_P01903_OID20520_v1_Inflammation,GRCh37,84,0.117552235028309,0.00815099628384454,3.77238734399697e-47,1.3518185666967e-46
LYPD1_Q8N2G4_OID20821_v1_Neurology,GRCh37,84,-0.138764498132424,0.0096270103846648,4.22025025242431e-47,1.51007774518899e-46
TMPRSS11B_Q86T26_OID30852_v1_Neurology_II,GRCh37,84,-0.13878819079528,0.00962874479586075,4.22855668361852e-47,1.51082157797622e-46
DPY30_Q9C005_OID21410_v1_Oncology,GRCh37,84,-0.133670805317604,0.00927841721982351,4.70035042877816e-47,1.67691913826703e-46
MEGF11_A6BM72_OID30099_v1_Cardiometabolic_II,GRCh37,84,-0.137092840222183,0.00952870192446776,6.21246373131389e-47,2.21313318827716e-46
PTPN1_P18031_OID20908_v1_Neurology,GRCh37,84,-0.13363609246773,0.00930263539635094,8.53108729673653e-47,3.03466536391244e-46
TPT1_P13693_OID20476_v1_Inflammation,GRCh37,84,-0.137293287879681,0.00960395320743867,2.33432053158798e-46,8.29145184426417e-46
TNXB_P22105_OID21107_v1_Neurology,GRCh37,84,-0.121050179415737,0.0084719973255743,2.5896542957e-46,9.18494345229267e-46
HHEX_Q03014_OID31107_v1_Neurology_II,GRCh37,84,-0.132663263156913,0.00930384330902104,3.94205537450321e-46,1.3961206333642e-45
ROBO4_Q8WZ75_OID30226_v1_Cardiometabolic_II,GRCh37,84,-0.129519607135124,0.00908641062438491,4.22050015891769e-46,1.49255588710413e-45
WFDC2_Q14508_OID21505_v1_Oncology,GRCh37,84,-0.124035589265446,0.00870370599532137,4.42580575597244e-46,1.56288278951807e-45
PHACTR2_O75167_OID31009_v1_Neurology_II,GRCh37,84,-0.131986760321367,0.00926281564423072,4.54114002046826e-46,1.60127989675232e-45
MERTK_Q12866_OID20657_v1_Inflammation,GRCh37,84,-0.12433293279647,0.00873154712092897,5.20927035649734e-46,1.834207530459e-45
PAM_P19021_OID20291_v1_Cardiometabolic,GRCh37,84,-0.117231765991272,0.00823919620401251,6.09372942341081e-46,2.14251993930357e-45
TNFRSF19_Q9NS68_OID21446_v1_Oncology,GRCh37,84,-0.122445247073985,0.00860935584149093,6.65817791888565e-46,2.33758894807765e-45
IGF2R_P11717_OID21146_v1_Neurology,GRCh37,84,-0.122432047140403,0.00861655359343093,8.06429610865194e-46,2.82716508086555e-45
TREM2_Q9NZC2_OID20731_v1_Inflammation,GRCh37,84,-0.118192301536977,0.00832077045717187,8.59258090712216e-46,3.00802327282516e-45
GDF15_Q99988_OID20251_v1_Cardiometabolic,GRCh37,84,0.107521422210824,0.00757019117740051,8.74430792636874e-46,3.05672781403034e-45
LGALS1_P09382_OID20154_v1_Cardiometabolic,GRCh37,84,-0.128825268626612,0.00907319202898615,9.36603912425176e-46,3.26935408855177e-45
EVI2B_P34910_OID31227_v1_Oncology_II,GRCh37,84,-0.136555540972271,0.00962960132827687,1.20449247437767e-45,4.19841773396586e-45
CEP290_O15078_OID31287_v1_Oncology_II,GRCh37,84,-0.13553572423096,0.00956649939232684,1.4508490403201e-45,5.04987054779995e-45
FLT3_P36888_OID21272_v1_Oncology,GRCh37,84,-0.13378268289064,0.00944713620954326,1.59275891118469e-45,5.53586406666771e-45
CXCL17_Q6UXB2_OID20622_v1_Inflammation,GRCh37,84,-0.116166126328435,0.0082160054144942,2.18355584508863e-45,7.57840698166669e-45
ENPP6_Q6UWR7_OID30273_v1_Cardiometabolic_II,GRCh37,84,-0.122100907790769,0.00864502405891462,2.70835429523692e-45,9.38638217177823e-45
SKAP1_Q86WV1_OID20906_v1_Neurology,GRCh37,84,0.131043317779073,0.009289303819443,3.44367430823233e-45,1.19177658655801e-44
DCBLD2_Q96PD2_OID21474_v1_Oncology,GRCh37,84,-0.123105896972403,0.00873947079456198,4.61775373481373e-45,1.59582201718776e-44
EIF4G1_Q04637_OID20625_v1_Inflammation,GRCh37,84,-0.129521357824244,0.00919623305224903,4.75173927125685e-45,1.63978939858736e-44
SCP2_P22307_OID21161_v1_Oncology,GRCh37,84,-0.134632408095324,0.00957478263622306,6.58125972580074e-45,2.2679170589194e-44
SPTLC1_O15269_OID31086_v1_Neurology_II,GRCh37,84,-0.132222394922824,0.00940894864927518,7.40117432434528e-45,2.5468438171435e-44
CLEC12A_Q5QGZ9_OID30552_v1_Inflammation_II,GRCh37,84,-0.128482762088549,0.00916038293796922,1.08205851643997e-44,3.71823507207276e-44
SRC_P12931_OID21521_v1_Oncology,GRCh37,84,-0.13039238981384,0.00929747198392796,1.10388389644674e-44,3.78786751454003e-44
GOT1_P17174_OID30417_v1_Cardiometabolic_II,GRCh37,84,-0.126803545804118,0.00905440630978835,1.46052935429751e-44,5.00458222249403e-44
MRI1_Q9BV20_OID30891_v1_Neurology_II,GRCh37,84,0.125308833092959,0.00895040504879934,1.55097730873926e-44,5.30701121438851e-44
SMC3_Q9UQE7_OID31195_v1_Oncology_II,GRCh37,84,-0.13499073961236,0.00966184068758617,2.32561619606027e-44,7.94640125583411e-44
CHCHD6_Q9BRQ6_OID31426_v1_Oncology_II,GRCh37,84,-0.128056399721056,0.00916927227699896,2.51990851858806e-44,8.59816886933142e-44
EVPL_Q92817_OID31309_v1_Oncology_II,GRCh37,84,-0.133480860114421,0.00956515958050879,2.93707074540962e-44,1.00074910510727e-43
TPM3_P06753_OID30058_v1_Cardiometabolic_II,GRCh37,84,0.132823662985137,0.00952146352879138,3.14954546106721e-44,1.07164057342904e-43
PAIP2B_Q9ULR5_OID31228_v1_Oncology_II,GRCh37,84,-0.134788820921951,0.0096725906976228,3.8748740889858e-44,1.31658887113159e-43
ECM1_Q16610_OID30736_v1_Inflammation_II,GRCh37,84,-0.11760383128832,0.00844124918892568,4.04624196268252e-44,1.3725434936477e-43
NDUFB7_P17568_OID31521_v1_Oncology_II,GRCh37,84,-0.130646081251675,0.00937743760340226,4.05087032750104e-44,1.3725434936477e-43
PRSS27_Q9BQR3_OID20212_v1_Cardiometabolic,GRCh37,84,-0.117494095607399,0.0084385530104708,4.56088386423698e-44,1.54319445671394e-43
PTS_Q03393_OID20847_v1_Neurology,GRCh37,84,-0.128815449315776,0.00925791584040384,5.20197267842433e-44,1.75765817797457e-43
FGL1_Q08830_OID30702_v1_Inflammation_II,GRCh37,84,-0.101887695037609,0.00734786515504309,1.01374131062752e-43,3.42049571569173e-43
FGFR4_P22455_OID30646_v1_Inflammation_II,GRCh37,84,0.0887754349698531,0.00641273440043101,1.39032098486295e-43,4.68460931844098e-43
RAD51_Q06609_OID31254_v1_Oncology_II,GRCh37,84,0.13138836741599,0.00951392061695874,2.21468176566348e-43,7.45189731414646e-43
MAX_P61244_OID20877_v1_Neurology,GRCh37,84,-0.130954848249641,0.0094853310333838,2.34369469256675e-43,7.87507385618689e-43
CLMP_Q9H6B4_OID21419_v1_Oncology,GRCh37,84,-0.115139826257701,0.00834962364322601,2.93481979610538e-43,9.84768025636465e-43
PHLDB2_Q86SQ0_OID31167_v1_Oncology_II,GRCh37,84,-0.132796643786932,0.00965676629000251,4.9768719546785e-43,1.66584613380497e-42
TXNDC5_Q8NBS9_OID21012_v1_Neurology,GRCh37,84,-0.127457090768092,0.00926849636692141,4.97831181784257e-43,1.66584613380497e-42
CLTA_P09496_OID20118_v1_Cardiometabolic,GRCh37,84,-0.130006993325576,0.00946268284643686,5.93588495684006e-43,1.98353400899366e-42
PTTG1_O95997_OID31326_v1_Oncology_II,GRCh37,84,-0.131099681596376,0.00954823957964758,6.69056423603355e-43,2.23264220586209e-42
PDCD1_Q15116_OID21396_v1_Oncology,GRCh37,84,-0.123927227439851,0.00903122059593753,7.48748592113775e-43,2.49514297317035e-42
DNAJA4_Q8WW22_OID31130_v1_Neurology_II,GRCh37,84,0.122906283144672,0.00899200684055109,1.56820301380005e-42,5.2187386988737e-42
UMOD_P07911_OID20237_v1_Cardiometabolic,GRCh37,84,0.0984399193938949,0.00721414814885981,2.15037636656418e-42,7.14631926751329e-42
CRHBP_P24387_OID20747_v1_Inflammation,GRCh37,84,-0.114811972329467,0.00841834931257768,2.37022064972112e-42,7.86614951603754e-42
ST3GAL1_Q11201_OID21322_v1_Oncology,GRCh37,84,-0.121908668384686,0.00894043701785059,2.45791650942858e-42,8.14604569928106e-42
CSF1_P09603_OID20719_v1_Inflammation,GRCh37,84,0.124796515935721,0.00916042235813011,2.9053028407509e-42,9.61564077989314e-42
FCAR_P24071_OID20564_v1_Inflammation,GRCh37,84,0.105282957708261,0.00773079006203428,3.10231294791102e-42,1.02536937488176e-41
PAG1_Q9NWQ8_OID20108_v1_Cardiometabolic,GRCh37,84,0.128845830789038,0.00946564354607972,3.40065753660827e-42,1.12244832432812e-41
TET2_Q6N021_OID31266_v1_Oncology_II,GRCh37,84,0.129936819450422,0.00955203987677327,3.84107350038644e-42,1.26609297716542e-41
SHH_Q15465_OID30516_v1_Inflammation_II,GRCh37,84,0.130809145609833,0.00962130627378309,4.24224599214383e-42,1.39642995616566e-41
MMP10_P09238_OID20687_v1_Inflammation,GRCh37,84,-0.11921640449257,0.00877788299929264,5.15927611749669e-42,1.69598968306869e-41
LBP_P18428_OID20355_v1_Cardiometabolic,GRCh37,84,-0.113268885124731,0.0083463958588985,5.95097904580956e-42,1.95359609812368e-41
PDGFB_P01127_OID20741_v1_Inflammation,GRCh37,84,0.125246311006073,0.0092291391767466,5.97105428627206e-42,1.95753752682378e-41
CSRP3_P50461_OID30176_v1_Cardiometabolic_II,GRCh37,84,0.127880618794591,0.00942717470263443,6.44868739189503e-42,2.11127066298749e-41
DIPK2B_Q9H7Y0_OID30582_v1_Inflammation_II,GRCh37,84,-0.11967761900964,0.00882323945836406,6.5547499549801e-42,2.14310288285468e-41
MYL6B_P14649_OID30936_v1_Neurology_II,GRCh37,84,-0.129889470918658,0.00957776976841966,6.76839285474191e-42,2.20997591730873e-41
NPTX1_Q15818_OID21074_v1_Neurology,GRCh37,84,-0.120139968454442,0.00887006645748045,8.54781802292737e-42,2.78723205962659e-41
SERPINB1_P30740_OID21088_v1_Neurology,GRCh37,84,-0.125638822342811,0.00929193277018196,1.17120475989651e-41,3.81388288256231e-41
TXK_P42681_OID31262_v1_Oncology_II,GRCh37,84,-0.12880874699156,0.00953763215333916,1.45485903498617e-41,4.73121718348049e-41
CTSV_O60911_OID21405_v1_Oncology,GRCh37,84,-0.1157999209928,0.00858685829747571,1.89817198987555e-41,6.16461211169758e-41
PDGFA_P04085_OID20313_v1_Cardiometabolic,GRCh37,84,0.124211365637125,0.00921611180814225,2.11795120042935e-41,6.86918397358504e-41
ITGB1_P05556_OID20376_v1_Cardiometabolic,GRCh37,84,-0.120831140376561,0.00897791046063871,2.73632586321503e-41,8.85723889085009e-41
CLEC4M_Q9H2X3_OID30405_v1_Cardiometabolic_II,GRCh37,84,-0.0968979669838658,0.00719967203288989,2.7382230701309e-41,8.85723889085009e-41
NGFR_P08138_OID30300_v1_Cardiometabolic_II,GRCh37,84,0.127267843284719,0.00947093882763683,3.63453698926978e-41,1.17408611664028e-40
F10_P00742_OID30684_v1_Inflammation_II,GRCh37,84,0.122817896515508,0.0091572409604501,5.13585994758641e-41,1.65686120117615e-40
DHODH_Q02127_OID30137_v1_Cardiometabolic_II,GRCh37,84,-0.128965927414661,0.00961755308326851,5.32448025307404e-41,1.71543015856011e-40
VEGFA_P15692_OID20650_v1_Inflammation,GRCh37,84,0.106274381746253,0.00792765651038314,5.61262152550511e-41,1.80586469772883e-40
CTSB_P07858_OID20276_v1_Cardiometabolic,GRCh37,84,0.114851067855405,0.00857071973389571,6.01386188015057e-41,1.93240118162189e-40
ENSA_O43768_OID31355_v1_Oncology_II,GRCh37,84,-0.126696026542057,0.00946420578358868,7.21648757181334e-41,2.31576704354751e-40
VSTM1_Q6UX27_OID20851_v1_Neurology,GRCh37,84,-0.0989458598164178,0.0073927408855268,7.48069327262751e-41,2.39737937640612e-40
MINDY1_Q8N5J2_OID31399_v1_Oncology_II,GRCh37,84,-0.123423843330627,0.00923691316737894,1.00787695381965e-40,3.22573811341224e-40
CXCL6_P80162_OID20613_v1_Inflammation,GRCh37,84,0.115627792077372,0.00866062236742864,1.16901515908552e-40,3.73653593668178e-40
FLI1_Q01543_OID21239_v1_Oncology,GRCh37,84,-0.126365562555505,0.00946592516061331,1.19213707108987e-40,3.80542701903162e-40
NEDD4L_Q96PU5_OID30521_v1_Inflammation_II,GRCh37,84,0.124219493484527,0.00930893411444022,1.28182690041467e-40,4.08634961945597e-40
RNF149_Q8NC42_OID30235_v1_Cardiometabolic_II,GRCh37,84,-0.121798969465958,0.00916820539383772,2.83122018744518e-40,9.01383225031761e-40
SKAP2_O75563_OID20761_v1_Inflammation,GRCh37,84,-0.123070752961555,0.00927725731604856,3.65229929002646e-40,1.16126842432558e-39
MESD_Q14696_OID21099_v1_Neurology,GRCh37,84,-0.124041357070101,0.00935397808452731,3.90636089163736e-40,1.24042297422935e-39
HBEGF_Q99075_OID21465_v1_Oncology,GRCh37,84,-0.121467970272076,0.00917483298016651,5.20614199584836e-40,1.65099352704943e-39
MATN2_O00339_OID20767_v1_Inflammation,GRCh37,84,0.113840991521065,0.00861005356037934,6.56139397160312e-40,2.07806028395681e-39
GIGYF2_Q6Y7W6_OID31062_v1_Neurology_II,GRCh37,84,-0.122071594763317,0.0092415979509596,7.79271014751389e-40,2.46481288368562e-39
TNFRSF1B_P20333_OID21145_v1_Neurology,GRCh37,84,-0.119555654360498,0.00905711747032653,8.75162367173899e-40,2.76451029005714e-39
OFD1_O75665_OID31268_v1_Oncology_II,GRCh37,84,-0.125875084487033,0.00956575577419241,1.51217567737695e-39,4.77053081055458e-39
MMP3_P08254_OID21083_v1_Neurology,GRCh37,84,0.0863211528012705,0.00656144191780006,1.57563504800321e-39,4.96427354085167e-39
LYN_P07948_OID21350_v1_Oncology,GRCh37,84,-0.122408586497323,0.0093117800404727,1.80458545437104e-39,5.67824165019991e-39
DDX58_O95786_OID21226_v1_Oncology,GRCh37,84,0.120803673040413,0.0091961083546889,2.03713880658747e-39,6.40168231189274e-39
SLC1A4_P43007_OID30926_v1_Neurology_II,GRCh37,84,-0.12530618759573,0.00955034244673705,2.50952577073883e-39,7.87595021967968e-39
SH2B3_Q9UQQ2_OID21222_v1_Oncology,GRCh37,84,-0.123181672573515,0.00939251828888104,2.70639752151973e-39,8.48284287752824e-39
ZCCHC8_Q6NZY4_OID30117_v1_Cardiometabolic_II,GRCh37,84,0.12630317689195,0.00963627289838972,3.00016737934027e-39,9.39149169326387e-39
TAGLN3_Q9UI15_OID31225_v1_Oncology_II,GRCh37,84,-0.126620822404954,0.00966872072228735,3.47424824328961e-39,1.08615028843049e-38
GBP4_Q96PP9_OID20845_v1_Neurology,GRCh37,84,-0.104062653033101,0.00794973714757318,3.75238662614716e-39,1.17159458880734e-38
IL6R_P08887_OID20385_v1_Cardiometabolic,GRCh37,84,-0.0767127238632414,0.00586090756099676,3.81180174236888e-39,1.18861581323739e-38
KHK_P50053_OID30241_v1_Cardiometabolic_II,GRCh37,84,-0.117952062297374,0.00901427571107512,4.01005232532148e-39,1.24883015933632e-38
ITGB7_P26010_OID21393_v1_Oncology,GRCh37,84,-0.119530639882719,0.00913659725629033,4.13917169254836e-39,1.28738852899004e-38
ZP4_Q12836_OID31185_v1_Oncology_II,GRCh37,84,0.125727187301955,0.00962084807232621,5.00340959216436e-39,1.55419611659292e-38
CFI_P05156_OID30772_v1_Inflammation_II,GRCh37,84,0.118179048440045,0.00904401625752162,5.07653580841372e-39,1.57489461268692e-38
MRPL24_Q96A35_OID30178_v1_Cardiometabolic_II,GRCh37,84,-0.125871688096725,0.00963449652370507,5.23992314180352e-39,1.6235061994911e-38
KIF20B_Q96Q89_OID30816_v1_Neurology_II,GRCh37,84,-0.12541368378577,0.00963344325567673,9.5947275207276e-39,2.968980735368e-38
IL17A_Q16552_OID20469_v1_Inflammation,GRCh37,84,-0.124504279280239,0.00956677883343153,1.01558195081953e-38,3.13860103527158e-38
TUBB3_Q13509_OID30799_v1_Neurology_II,GRCh37,84,-0.124868093502356,0.00960562965662483,1.23194267434327e-38,3.8024083052885e-38
NRXN3_Q9Y4C0_OID30901_v1_Neurology_II,GRCh37,84,-0.124676241159668,0.00959792103372768,1.39570072210592e-38,4.30237605060858e-38
HIP1_O00291_OID30071_v1_Cardiometabolic_II,GRCh37,84,-0.125246251218016,0.00964286659465352,1.42209923856619e-38,4.37818877254008e-38
HCG22_E2RYF7_OID30088_v1_Cardiometabolic_II,GRCh37,84,-0.120210612610683,0.00925589860293388,1.4413158143755e-38,4.4317264457224e-38
KLRB1_Q12918_OID20629_v1_Inflammation,GRCh37,84,0.117598812380258,0.00906605996946054,1.7792722441718e-38,5.46394235995038e-38
KIFBP_Q96EK5_OID21320_v1_Oncology,GRCh37,84,-0.121199783836194,0.00935180577287448,2.0613801455608e-38,6.32226072456449e-38
FADD_Q13158_OID20151_v1_Cardiometabolic,GRCh37,84,-0.120378828370279,0.00929700118307279,2.40730884531113e-38,7.37390310445052e-38
CINP_Q9BW66_OID31328_v1_Oncology_II,GRCh37,84,-0.123392861749012,0.00953671502550345,2.72134395324195e-38,8.3253221066393e-38
ODAM_A1E959_OID20793_v1_Neurology,GRCh37,84,-0.119782005472906,0.00926231354893726,2.96255310390913e-38,9.05183102025637e-38
SNX15_Q9NRS6_OID30644_v1_Inflammation_II,GRCh37,84,0.113427651448336,0.00877974699294501,3.50590870149381e-38,1.06985339746214e-37
PQBP1_O60828_OID21172_v1_Oncology,GRCh37,84,0.123109356273348,0.00953115967273714,3.63229040484604e-38,1.10702720127594e-37
PSMG4_Q5JS54_OID30514_v1_Inflammation_II,GRCh37,84,0.117950396946392,0.00914155038671961,4.3477471467248e-38,1.32341713650619e-37
S100A14_Q9HCY8_OID30987_v1_Neurology_II,GRCh37,84,0.119372094636713,0.00925680556529994,4.7651778316459e-38,1.44866183202669e-37
TFF3_Q07654_OID20371_v1_Cardiometabolic,GRCh37,84,0.114193326876438,0.00885576232910054,4.81480524107648e-38,1.46191708571358e-37
FNTA_P49354_OID31381_v1_Oncology_II,GRCh37,84,-0.120754391645377,0.00936563922810625,4.90701974149574e-38,1.48805373660858e-37
PPP1R12A_O14974_OID21475_v1_Oncology,GRCh37,84,-0.119654052007797,0.00930011102902169,7.00455657031361e-38,2.12147993003506e-37
PPIB_P23284_OID20331_v1_Cardiometabolic,GRCh37,84,-0.120324630130209,0.00936367761485023,8.58473941511118e-38,2.59683015225183e-37
LRRC59_Q96AG4_OID30361_v1_Cardiometabolic_II,GRCh37,84,-0.120209829755625,0.00935744259134354,9.00597250689198e-38,2.72085794541967e-37
FGF12_P61328_OID30454_v1_Inflammation_II,GRCh37,84,-0.123432958826918,0.00960938561772331,9.1702520685013e-38,2.76704372116718e-37
SPINK6_Q6UWN8_OID21450_v1_Oncology,GRCh37,84,0.111821794483437,0.00871527588105702,1.10574512716287e-37,3.33234494223247e-37
CRNN_Q9UBG3_OID21427_v1_Oncology,GRCh37,84,-0.103662768605266,0.00809582073392626,1.54760514574581e-37,4.65817628235651e-37
OGT_O15294_OID31300_v1_Oncology_II,GRCh37,84,-0.122130070806561,0.00954302988549726,1.68597587570257e-37,5.06837357429297e-37
SELENOP_P49908_OID30745_v1_Inflammation_II,GRCh37,84,-0.11958896112426,0.00934919088791341,1.8321502897104e-37,5.50098589460079e-37
GUCY2C_P25092_OID31318_v1_Oncology_II,GRCh37,84,-0.121863794509281,0.0095327284508816,2.0214654168767e-37,6.06189752947202e-37
RANBP1_P43487_OID30258_v1_Cardiometabolic_II,GRCh37,84,0.119228220786588,0.00932958217775325,2.13194595013063e-37,6.38530972224311e-37
CHRDL1_Q9BU40_OID20771_v1_Inflammation,GRCh37,84,-0.106576685582586,0.00834339230222327,2.29711589881219e-37,6.87152055550971e-37
NUDC_Q9Y266_OID20623_v1_Inflammation,GRCh37,84,-0.118393681231321,0.00927357756991267,2.51353720860925e-37,7.50965673409611e-37
PALM3_A6NDB9_OID30182_v1_Cardiometabolic_II,GRCh37,84,-0.12247685693939,0.00960872068124369,3.2636369324051e-37,9.73872472080538e-37
TIMM10_P62072_OID30358_v1_Cardiometabolic_II,GRCh37,84,-0.118627646633075,0.00931046531864651,3.48435147221159e-37,1.03845659356085e-36
ECHS1_P30084_OID30239_v1_Cardiometabolic_II,GRCh37,84,-0.11948215923085,0.00940989317852813,6.10455141462693e-37,1.81713395483251e-36
PLA2G10_O15496_OID21002_v1_Neurology,GRCh37,84,0.112144601090703,0.00885280864894088,8.93101173157789e-37,2.65522481137353e-36
DUSP3_P51452_OID20827_v1_Neurology,GRCh37,84,-0.120849084208192,0.00954631789569675,9.94635079332086e-37,2.95346964805342e-36
UHRF2_Q96PU4_OID30171_v1_Cardiometabolic_II,GRCh37,84,-0.121733374251816,0.00962610664143871,1.17463876323411e-36,3.48370860587524e-36
GBP2_P32456_OID20489_v1_Inflammation,GRCh37,84,-0.12057118336273,0.0095385149323547,1.263183742884e-36,3.74173841298727e-36
ITPA_Q9BY32_OID30082_v1_Cardiometabolic_II,GRCh37,84,-0.10325703134733,0.00817833663874855,1.52426184436439e-36,4.50958443222927e-36
DNAJC9_Q8WXX5_OID31472_v1_Oncology_II,GRCh37,84,0.114913110453148,0.00914397766901257,3.20332973825518e-36,9.46562478076379e-36
PLCB2_Q00722_OID31155_v1_Neurology_II,GRCh37,84,-0.116511501046172,0.00927893136792098,3.65876745097148e-36,1.07982601411883e-35
F2R_P25116_OID20691_v1_Inflammation,GRCh37,84,-0.117009027425075,0.00931985594032747,3.74074626404049e-36,1.10267927540246e-35
SUOX_P51687_OID31031_v1_Neurology_II,GRCh37,84,-0.114128385963045,0.00910900835214497,5.16957679169225e-36,1.52201374959289e-35
PENK_P01210_OID30666_v1_Inflammation_II,GRCh37,84,0.112517545803366,0.00898299917112699,5.40738808002474e-36,1.59009981601697e-35
FIS1_Q9Y3D6_OID20722_v1_Inflammation,GRCh37,84,-0.11639928378589,0.00929770111408149,5.8662441899732e-36,1.7229429061592e-35
COPB2_P35606_OID30173_v1_Cardiometabolic_II,GRCh37,84,-0.119966391023304,0.00958683835860734,6.28634217847901e-36,1.84409505743532e-35
THPO_P40225_OID20098_v1_Cardiometabolic,GRCh37,84,0.116654025946772,0.00933727309334038,8.11403158267833e-36,2.37737205550455e-35
CNPY2_Q9Y2B0_OID20069_v1_Cardiometabolic,GRCh37,84,-0.119315940072785,0.00955583598396026,8.88106384082472e-36,2.59896994907609e-35
SNX5_Q9Y5X3_OID30215_v1_Cardiometabolic_II,GRCh37,84,-0.118145896832663,0.00951808464866859,2.22779100842963e-35,6.51159154994009e-35
LAP3_P28838_OID20436_v1_Inflammation,GRCh37,84,-0.117216967350171,0.00944813353126632,2.41372313718605e-35,7.04656116824712e-35
RTN4IP1_Q8WWV3_OID31030_v1_Neurology_II,GRCh37,84,-0.116254987543263,0.00937777056086936,2.71737298748584e-35,7.92349383129885e-35
TDGF1_P13385_OID20816_v1_Neurology,GRCh37,84,-0.0752418058256046,0.00607328207981552,2.99810780825472e-35,8.73158408502515e-35
NEO1_Q92859_OID31066_v1_Neurology_II,GRCh37,84,-0.115605568939969,0.00934454892737064,3.73051203362439e-35,1.08515853639961e-34
