gene_symbol	Clock	n_DMRs	min_FDR	mean_abs_delta	Hyper_regions	Hypo_regions	Rank
CD70	PhenoAge	1	5.86904727791161e-08	0.000406921128345878	0	1	2718
TMEM86A	PhenoAge	1	5.9148358832861e-08	0.000151109020821097	0	1	2719
PARD6A, ACD, ENKD1	PhenoAge	1	5.93628846262074e-08	0.000362786167591733	0	1	2720
TLDC1	PhenoAge	1	5.94506466878507e-08	0.00130234037221564	0	1	2721
CORO1B	PhenoAge	1	5.97018492900398e-08	0.000148243713024909	0	1	2722
AP000662.4	PhenoAge	1	6.00699203628639e-08	0.000551862729761941	0	1	2723
AC145110.1	PhenoAge	1	6.01670509758253e-08	0.00109569094777268	0	1	2724
FAM189B, SCAMP3	PhenoAge	1	6.03551124778367e-08	0.000285836353621566	0	1	2725
GRM3, AC005009.2	PhenoAge	1	6.03551124778367e-08	0.000285041607992379	0	1	2726
MIEF1	PhenoAge	1	6.08288408119468e-08	0.000229716790423855	0	1	2727
MEIS1, MEIS1-AS2, AC092669.1	PhenoAge	1	6.20951996760721e-08	0.000579924094685748	0	1	2728
REC8	PhenoAge	1	6.21022709236751e-08	0.00110571819507882	0	1	2729
DAW1	PhenoAge	1	6.25131590095877e-08	0.00040356958320387	0	1	2730
MMP9	PhenoAge	1	6.25917717559153e-08	0.00101803209017506	0	1	2731
GPIHBP1	PhenoAge	1	6.27910470862563e-08	0.000590266721326795	0	1	2732
KLHDC9	PhenoAge	1	6.335177822731e-08	0.000203024278037359	0	1	2733
RP11-650K20.3, NT5DC3	PhenoAge	1	6.335177822731e-08	0.000276511373926622	0	1	2734
ANKRD45	PhenoAge	1	6.35263229958861e-08	0.000481935251536297	0	1	2735
RPH3A	PhenoAge	1	6.38057816199635e-08	0.000306452488583682	0	1	2736
CALN1	PhenoAge	1	6.41013365773501e-08	0.00082325686507659	0	1	2737
MIR518E	PhenoAge	1	6.42646867817688e-08	0.000447421458930887	0	1	2738
NRDE2	PhenoAge	1	6.59180734761211e-08	0.000152801560612206	0	1	2739
hsa-mir-6080, RP11-927P21.4, PLEKHM1P	PhenoAge	1	6.63708826286453e-08	0.0007144851766557	0	1	2740
NBPF3, PFN1P10	PhenoAge	1	6.72246624864382e-08	0.000526046105238669	0	1	2741
AL031666.2, ZMYND8	PhenoAge	1	6.76812498332626e-08	0.0018328796457427	0	1	2742
RNASEK-C17orf49, C17orf49, RP11-589P10.7, MIR497HG	PhenoAge	1	6.80612006188364e-08	0.000718668064654903	0	1	2743
FAM47E-STBD1, FAM47E-STBD1	PhenoAge	1	6.81469567060727e-08	0.000291400359548911	0	1	2744
KRAS	PhenoAge	1	6.81973745368841e-08	0.000270463217002572	0	1	2745
RP11-395B7.7	PhenoAge	1	6.85956379023649e-08	0.000455786251056361	0	1	2746
FUT10, TTI2	PhenoAge	1	6.93844237762969e-08	0.000164679403475915	0	1	2747
TRIM13, MIR3613	PhenoAge	1	6.9387868291859e-08	0.000798346447372177	0	1	2748
OAF	PhenoAge	1	6.9920432526358e-08	0.00036688172879243	0	1	2749
ITPKA, LTK	PhenoAge	1	6.99868003640185e-08	0.000790141235186194	0	1	2750
FOXP2	PhenoAge	1	7.14815250415151e-08	0.000250556193983125	0	1	2751
NCF4, CTA-833B7.2	PhenoAge	1	7.19047881893839e-08	0.00089417573059962	0	1	2752
LHX1, RP11-445F12.1	PhenoAge	1	7.20653114410867e-08	0.000311843153146317	0	1	2753
GHRLOS, SEC13	PhenoAge	1	7.22769742330786e-08	0.00169231061023288	0	1	2754
AC111186.1	PhenoAge	1	7.23763742220766e-08	0.000616055636168135	0	1	2755
CAMK2A	PhenoAge	1	7.23763742220766e-08	0.000934347947657415	0	1	2756
LZTS2	PhenoAge	1	7.25950428102866e-08	0.00156444074495165	0	1	2757
RP11-399K21.11	PhenoAge	1	7.25950428102866e-08	0.000637409231112779	0	1	2758
ATP2A1, RP11-22P6.3	PhenoAge	1	7.31991636868836e-08	0.000381822851252249	0	1	2759
EPHA10	PhenoAge	1	7.32567691087077e-08	0.00036320153349562	0	1	2760
GPR146, C7orf50, RP11-449P15.1	PhenoAge	1	7.36101862072212e-08	0.000735207857165343	0	1	2761
C2orf88	PhenoAge	1	7.3636004882065e-08	0.000430575647613463	0	1	2762
TBX3	PhenoAge	1	7.41019001886337e-08	0.000347789474198948	0	1	2763
FER1L6	PhenoAge	1	7.41369443517181e-08	0.000792501636534812	0	1	2764
ANLN, KIAA0895	PhenoAge	1	7.43615779671743e-08	0.000230801752020841	0	1	2765
TBR1	PhenoAge	1	7.45285576925952e-08	0.000416618527410657	0	1	2766
RP5-1096D14.3, CACNA2D4	PhenoAge	1	7.45285576925952e-08	0.000559635197857557	0	1	2767
ITGB8, CTA-293F17.1	PhenoAge	1	7.49491263943988e-08	0.000252686721254929	0	1	2768
NKX2-2	PhenoAge	1	7.52194180054393e-08	0.000592864286949171	0	1	2769
TBC1D10A	PhenoAge	1	7.57762870174712e-08	0.000263479984880062	0	1	2770
ANKRD18DP	PhenoAge	1	7.6356354371548e-08	0.000663218199481885	0	1	2771
RP11-227H4.5, CLDND1, CPOX	PhenoAge	1	7.67514391645484e-08	0.000204876340299148	0	1	2772
RBM27, POU4F3, CTC-359M8.1	PhenoAge	1	7.72774272447565e-08	0.000534020782455483	0	1	2773
AQP10	PhenoAge	1	7.76163744345158e-08	0.00111939880464563	0	1	2774
QPRT	PhenoAge	1	7.87670308557915e-08	0.00120867276276374	0	1	2775
DSCAML1, FXYD2	PhenoAge	1	7.91553746732664e-08	0.000561474976248293	0	1	2776
SLC52A2, TMEM249, GS1-393G12.13, FBXL6	PhenoAge	1	7.95683275913915e-08	0.000565645838309972	0	1	2777
FGF2, AC021205.1	PhenoAge	1	7.99593469368269e-08	0.000525663171762862	0	1	2778
RNF157-AS1, FOXJ1, RNF157	PhenoAge	1	8.00469267933137e-08	0.000411500202393506	0	1	2779
DACT2	PhenoAge	1	8.00469267933137e-08	0.000492740295508137	0	1	2780
CACTIN-AS1, TBXA2R	PhenoAge	1	8.11145083031501e-08	0.000862558486921474	0	1	2781
ZDBF2	PhenoAge	1	8.11145083031501e-08	0.000402950554894416	0	1	2782
DKK2	PhenoAge	1	8.11145083031501e-08	0.000466346922563295	0	1	2783
VWA1, RP4-758J18.10	PhenoAge	1	8.11699215901008e-08	0.000554026538744173	0	1	2784
SH3D21, RP11-268J15.5, EVA1B	PhenoAge	1	8.19030330756261e-08	0.000787026260790861	0	1	2785
RAB26	PhenoAge	1	8.22796249558158e-08	0.000451579342378669	0	1	2786
CDK13	PhenoAge	1	8.26346743658626e-08	0.000170947811829782	0	1	2787
DGAT2L7P	PhenoAge	1	8.27278723032639e-08	0.000842250570867427	0	1	2788
ITGA1, PELO, CTD-2288O8.1	PhenoAge	1	8.28265717991159e-08	0.00016024189149382	0	1	2789
HOXA-AS3, RP1-170O19.21, HOXA3, RP1-170O19.22, RP1-170O19.23, HOXA7, HOXA9	PhenoAge	1	8.31778021823284e-08	0.000450136622540378	0	1	2790
PRR18	PhenoAge	1	8.3753211440934e-08	0.000690084961714939	0	1	2791
MDFI	PhenoAge	1	8.42175730669548e-08	0.000413824405973406	0	1	2792
SOBP	PhenoAge	1	8.4691492451786e-08	0.00108606482227749	0	1	2793
FAM92A1, LINC00535	PhenoAge	1	8.48507524282254e-08	0.000301719807421517	0	1	2794
GALNT14	PhenoAge	1	8.6145791698566e-08	0.000330254648581492	0	1	2795
RHOBTB3, CTD-2154I11.2	PhenoAge	1	8.6145791698566e-08	0.00032347854322129	0	1	2796
CD22	PhenoAge	1	8.72791528644457e-08	0.00140321949709938	0	1	2797
CABLES1, AC105247.1	PhenoAge	1	8.72791528644457e-08	0.000989876099249767	0	1	2798
RAB14	PhenoAge	1	8.72791528644457e-08	0.000330078394684701	0	1	2799
LY6G6F, MEGT1, XXbac-BPG32J3.20, LY6G6E	PhenoAge	1	8.7305771220177e-08	0.000954091318144646	0	1	2800
VANGL2	PhenoAge	1	8.76497234619657e-08	0.000336266893363778	0	1	2801
RPTOR, RP11-28G8.1	PhenoAge	1	8.76497234619657e-08	0.000311213900344451	0	1	2802
SLX4	PhenoAge	1	8.80665281838658e-08	0.000974989807357646	0	1	2803
ARHGAP29	PhenoAge	1	8.80825191141469e-08	0.000461245853748913	0	1	2804
POU4F2, AC093887.1	PhenoAge	1	8.8293364225343e-08	0.000563731450344793	0	1	2805
ZNF480, CTD-2525I3.5	PhenoAge	1	8.86108879067692e-08	9.86818268575393e-05	0	1	2806
PDX1, PDX1-AS1	PhenoAge	1	8.98497354351082e-08	0.000312371536238901	0	1	2807
MPZL2	PhenoAge	1	9.02364201640532e-08	0.000626320086847274	0	1	2808
NTHL1	PhenoAge	1	9.17314968877826e-08	0.00123296002680294	0	1	2809
PRDM8, RP11-377G16.2	PhenoAge	1	9.24989507636948e-08	0.000596632059359772	0	1	2810
PDPN	PhenoAge	1	9.24989507636948e-08	0.000262492764729111	0	1	2811
CRH	PhenoAge	1	9.40551833157922e-08	0.000374965032658314	0	1	2812
GLRA1	PhenoAge	1	9.43775352867685e-08	0.000567044162256052	0	1	2813
PSD4	PhenoAge	1	9.45915885719102e-08	0.00116502095577016	0	1	2814
HRK	PhenoAge	1	9.55973907780027e-08	0.000290326051997032	0	1	2815
SF3A2, PLEKHJ1	PhenoAge	1	9.56367399075559e-08	0.000319194797866737	0	1	2816
MX1	PhenoAge	1	9.5843944480724e-08	0.000203786697671039	0	1	2817
RP11-761I4.3, STARD5	PhenoAge	1	9.60914840416894e-08	5.7151456631671e-05	0	1	2818
PTGIS	PhenoAge	1	9.60914840416894e-08	0.000264968108488079	0	1	2819
OLIG3	PhenoAge	1	9.70077257863805e-08	0.000335187554104739	0	1	2820
GLT8D2	PhenoAge	1	9.71622549047288e-08	0.000283885483623558	0	1	2821
DGKA, WIBG	PhenoAge	1	9.77980900774986e-08	0.000552417027390955	1	0	2822
AFG3L2	PhenoAge	1	9.8386092857003e-08	0.000411350071789289	0	1	2823
LY6K	PhenoAge	1	9.8435698813554e-08	0.000938866875475054	0	1	2824
SH2D7	PhenoAge	1	9.930295732711e-08	0.00044692857291082	0	1	2825
EMG1, U47924.27, MIR200C, MIR141	PhenoAge	1	9.9973571666665e-08	0.000422802679941333	0	1	2826
FURIN, FES	PhenoAge	1	1.00897654041639e-07	0.00120530512723271	0	1	2827
APOA2	PhenoAge	1	1.00976302341633e-07	0.00107112358199776	0	1	2828
C1orf51	PhenoAge	1	1.01222809837185e-07	0.000533135517069199	0	1	2829
TDP1, RP11-33N16.3, EFCAB11	PhenoAge	1	1.02003570132473e-07	0.000220445289239467	0	1	2830
DEFB4A	PhenoAge	1	1.0296733184038e-07	7.07996287396986e-05	1	0	2831
KB-1047C11.2, C8orf37	PhenoAge	1	1.02972298035237e-07	0.000225183814220423	0	1	2832
MBD6, DDIT3	PhenoAge	1	1.03054066694621e-07	0.000247007666251731	0	1	2833
FZR1, MFSD12	PhenoAge	1	1.0322968350842e-07	0.00111597890193124	0	1	2834
RP11-475N22.4, GATA2	PhenoAge	1	1.03312550349173e-07	0.000392785684768151	0	1	2835
ATCAY	PhenoAge	1	1.03312550349173e-07	0.000187536999015147	0	1	2836
EHBP1, OTX1, AC009501.4	PhenoAge	1	1.03611051794428e-07	0.000405314047050726	0	1	2837
CLEC11A	PhenoAge	1	1.04124839354008e-07	0.000902150746450644	0	1	2838
TEX35, C1orf220, C1ORF220	PhenoAge	1	1.04124839354008e-07	0.000804801385349426	0	1	2839
IL17REL	PhenoAge	1	1.04986277878036e-07	0.000804994688792296	0	1	2840
ZNF710	PhenoAge	1	1.05353054868879e-07	0.00144319732643995	0	1	2841
RP11-483I13.5, SLC25A24	PhenoAge	1	1.05831860913008e-07	0.000301772796672728	0	1	2842
LINC00937	PhenoAge	1	1.06809845580787e-07	0.00042973121299934	0	1	2843
NYNRIN	PhenoAge	1	1.07687279815932e-07	0.000957852338866779	0	1	2844
CTD-2521M24.5	PhenoAge	1	1.08371287559752e-07	0.000270347229566465	0	1	2845
CDH13	PhenoAge	1	1.08816960346315e-07	0.000599206060155942	0	1	2846
HES1	PhenoAge	1	1.08816960346315e-07	0.000177745666623107	0	1	2847
RP11-490O6.2, TXNDC11	PhenoAge	1	1.09611991815523e-07	0.000449241665254918	0	1	2848
TMC8	PhenoAge	1	1.10559736875029e-07	0.000627677834756363	0	1	2849
GAB1, AC097658.1	PhenoAge	1	1.10900083393146e-07	0.000394223763659269	0	1	2850
SLC6A2	PhenoAge	1	1.12170271378755e-07	0.000515391088256082	0	1	2851
ERMARD	PhenoAge	1	1.12500297146139e-07	0.000318075194088961	0	1	2852
DLK2	PhenoAge	1	1.12500297146139e-07	0.000267561650116174	0	1	2853
LINC01096	PhenoAge	1	1.12632810757679e-07	0.000337091019835258	0	1	2854
CPNE4	PhenoAge	1	1.13257000906611e-07	0.00028118645028689	0	1	2855
CLDN11, SLC7A14	PhenoAge	1	1.13964084415624e-07	0.000645872746741796	0	1	2856
PLA2G16	PhenoAge	1	1.16501755606608e-07	0.000111446170198496	0	1	2857
Z83851.3, TCF20	PhenoAge	1	1.17299184899222e-07	0.000384564361821028	0	1	2858
FIP1L1, AC110298.1	PhenoAge	1	1.17825295450577e-07	0.000731034196015255	0	1	2859
RP4-813D12.3, BMP7	PhenoAge	1	1.18338560937912e-07	0.000567742541625466	0	1	2860
CACNG2	PhenoAge	1	1.18338560937912e-07	0.000258803189844768	0	1	2861
FAM181B	PhenoAge	1	1.18540883759541e-07	0.000555617928424458	0	1	2862
TMEM215	PhenoAge	1	1.18540883759541e-07	0.000408701035470514	0	1	2863
RP11-542M13.2	PhenoAge	1	1.18540883759541e-07	0.00140919394788795	0	1	2864
RP11-676F20.2	PhenoAge	1	1.18617081546559e-07	0.000129486478559331	0	1	2865
ACTA1	PhenoAge	1	1.18622240254284e-07	0.000512772339015457	0	1	2866
FOXB1	PhenoAge	1	1.1876330662905e-07	0.000236960367955656	0	1	2867
SLC13A4, FAM180A	PhenoAge	1	1.19637706062896e-07	0.000194880007400295	0	1	2868
CRIP1, CRIP1	PhenoAge	1	1.19964092253695e-07	0.000388947089397369	0	1	2869
RP11-143M1.4	PhenoAge	1	1.20653845803732e-07	0.000699136862758013	0	1	2870
PIK3AP1	PhenoAge	1	1.20845553337003e-07	0.000187694954266613	0	1	2871
CKB	PhenoAge	1	1.20984426477656e-07	0.00034418751271371	0	1	2872
HOXB-AS1, HOXB2	PhenoAge	1	1.209903611419e-07	0.000823691125270309	0	1	2873
RP11-139I14.2	PhenoAge	1	1.21888139534788e-07	0.000738480604519515	0	1	2874
TEAD1	PhenoAge	1	1.22167769806509e-07	0.000489664266847294	0	1	2875
ADAM12	PhenoAge	1	1.22413245395818e-07	0.000782339157000503	0	1	2876
RP11-225H22.4, CALHM2, CALHM1	PhenoAge	1	1.2259731451122e-07	0.000449923094324274	0	1	2877
RP11-16E12.1	PhenoAge	1	1.2278870886407e-07	0.000491774001901782	0	1	2878
RHOD	PhenoAge	1	1.22931441394725e-07	0.000695709978133063	0	1	2879
CPM	PhenoAge	1	1.23153766926041e-07	0.00048208200544249	0	1	2880
FAM163A	PhenoAge	1	1.23153766926041e-07	0.000327724997770765	0	1	2881
VPREB1	PhenoAge	1	1.23309366753869e-07	0.000112453836238553	1	0	2882
GLB1L3	PhenoAge	1	1.24121283465445e-07	0.000325837686551333	0	1	2883
FAM209B	PhenoAge	1	1.24831587296489e-07	0.000285318497932507	0	1	2884
CAPN5, OMP	PhenoAge	1	1.24871165484951e-07	0.000194973730408102	0	1	2885
RP11-2N1.2, CCBE1	PhenoAge	1	1.24982190736719e-07	0.000338795902571524	0	1	2886
MIR17HG	PhenoAge	1	1.25746499949399e-07	0.000387952461231366	0	1	2887
FHL2	PhenoAge	1	1.25947212869299e-07	0.000514850862704629	0	1	2888
RP11-146F11.5, ZNF785	PhenoAge	1	1.25947212869299e-07	0.000263514433397435	0	1	2889
PRR5, PRR5-ARHGAP8, ARHGAP8	PhenoAge	1	1.26302477367546e-07	0.00105137956655416	0	1	2890
CABP4	PhenoAge	1	1.26619025807517e-07	0.000371775423181655	0	1	2891
ZNF584, CTD-2619J13.14	PhenoAge	1	1.27273616297619e-07	0.000238037895334785	0	1	2892
MET	PhenoAge	1	1.27273616297619e-07	0.000149366375362995	0	1	2893
RP5-977B1.7	PhenoAge	1	1.29063670916699e-07	0.000961414117780748	0	1	2894
MIR4519, MIR762, CTF1, BCL7C, AC106782.20	PhenoAge	1	1.2991138605343e-07	0.000401958610280648	0	1	2895
RP3-473L9.4	PhenoAge	1	1.31017362580303e-07	0.00094251994636192	0	1	2896
SLC51A, PCYT1A	PhenoAge	1	1.31017362580303e-07	0.00164422154662151	0	1	2897
RP3-510D11.2, RP3-510D11.1	PhenoAge	1	1.31503275140849e-07	0.000360260361798478	0	1	2898
DHRS3	PhenoAge	1	1.31747484613431e-07	0.000970243795521635	0	1	2899
NRG1, NRG1-IT2	PhenoAge	1	1.31747484613431e-07	0.000354844779241893	0	1	2900
WWP2, MIR140	PhenoAge	1	1.32142210770952e-07	0.00093761171291624	0	1	2901
IRF2BP1	PhenoAge	1	1.32142210770952e-07	0.00111017838852746	0	1	2902
P2RX6, TUBA3FP	PhenoAge	1	1.32186213294405e-07	0.000204767292110523	0	1	2903
DSCC1	PhenoAge	1	1.32552222898059e-07	0.000234784420579396	0	1	2904
LOXL1, LOXL1-AS1	PhenoAge	1	1.33569692450175e-07	0.000785476036267621	0	1	2905
ANKRD50	PhenoAge	1	1.34076138869182e-07	0.000617432866255414	0	1	2906
TXNRD1	PhenoAge	1	1.34170293577029e-07	0.000268499067398032	0	1	2907
RP11-867G23.8, BRMS1, B3GNT1	PhenoAge	1	1.34170293577029e-07	6.52252284858657e-05	0	1	2908
CNGA3, AC092675.4, AC092675.3	PhenoAge	1	1.34253848002004e-07	0.000524937653366333	0	1	2909
TCEA2, SOX18	PhenoAge	1	1.3452529160587e-07	0.00045137208496958	0	1	2910
GDNF-AS1, GDNF	PhenoAge	1	1.34786096214451e-07	0.000444867087174628	0	1	2911
FAM184B	PhenoAge	1	1.36016834599246e-07	0.000376932587460892	0	1	2912
NOSTRIN	PhenoAge	1	1.36154735818929e-07	0.000447423994450395	0	1	2913
PAXBP1-AS1, SYNJ1	PhenoAge	1	1.36331579121712e-07	0.000260394638678977	0	1	2914
TTF2, MIR942	PhenoAge	1	1.37144634386412e-07	0.000198646250881908	0	1	2915
FOXO6	PhenoAge	1	1.37399241726977e-07	0.000529797145421696	0	1	2916
NCBP1, TSTD2	PhenoAge	1	1.37399241726977e-07	0.000149204439540615	0	1	2917
DNMBP-AS1, DNMBP	PhenoAge	1	1.3769873525554e-07	0.000750909142666736	0	1	2918
GRB7	PhenoAge	1	1.38010577528078e-07	0.000935042367459064	0	1	2919
GJA1	PhenoAge	1	1.38165657124476e-07	0.000745728278084252	0	1	2920
HYAL2, TUSC2	PhenoAge	1	1.38751331073084e-07	0.000447848901767079	0	1	2921
TSSK3, FAM229A	PhenoAge	1	1.38857043921257e-07	0.000662859823813432	0	1	2922
MGAT5, MIR3679	PhenoAge	1	1.38957518492771e-07	0.00115320313804342	0	1	2923
KCNIP1, CTD-2270F17.1, KCNMB1	PhenoAge	1	1.40771794089776e-07	0.000792673735992663	0	1	2924
GPC6	PhenoAge	1	1.41276322081059e-07	0.000428550812530297	0	1	2925
KMT2A, TTC36, RP11-770J1.3	PhenoAge	1	1.41436296163405e-07	0.000606099286649923	0	1	2926
LINC00942	PhenoAge	1	1.41570495349214e-07	0.000917280435258185	0	1	2927
RP11-434E6.2	PhenoAge	1	1.41932354582232e-07	0.000851292579036828	0	1	2928
NSMCE1	PhenoAge	1	1.42951497647118e-07	0.000405695525102598	0	1	2929
PPM1E	PhenoAge	1	1.4348482896001e-07	0.000352876870762406	0	1	2930
B3GNT8	PhenoAge	1	1.43948925301996e-07	0.000562115359736574	0	1	2931
CTC-559E9.6, CTC-559E9.4, ZNF506	PhenoAge	1	1.44113527949891e-07	0.000411205350644875	0	1	2932
RABGAP1, GPR21	PhenoAge	1	1.44339979227238e-07	0.00200155817564276	0	1	2933
GSX1	PhenoAge	1	1.47394229553854e-07	0.000538904818729171	0	1	2934
HEYL	PhenoAge	1	1.47394229553854e-07	0.000695895024946204	0	1	2935
FGD2	PhenoAge	1	1.47394229553854e-07	0.00106954480888048	0	1	2936
ACTL6B	PhenoAge	1	1.47662682278895e-07	0.0010749612245881	0	1	2937
FSTL4	PhenoAge	1	1.47859285455037e-07	0.00026114233700358	0	1	2938
TDRG1	PhenoAge	1	1.47859285455037e-07	0.000412878005798017	0	1	2939
DKFZP434E1119, PAK1	PhenoAge	1	1.47954206176517e-07	0.000248338795288233	0	1	2940
GBE1, RP11-142L1.1	PhenoAge	1	1.48242157402112e-07	0.000452778880115963	0	1	2941
CFLAR, IMPDH1P10	PhenoAge	1	1.48393805689821e-07	0.00029654339726469	0	1	2942
MYH11	PhenoAge	1	1.48955965045533e-07	0.000881143415323456	0	1	2943
ZNF695, ZNF670	PhenoAge	1	1.48983727804744e-07	0.000976670516135274	0	1	2944
IZUMO1	PhenoAge	1	1.49075665357989e-07	0.00056203623302052	0	1	2945
FCGR2A	PhenoAge	1	1.49075665357989e-07	0.000781141448999543	0	1	2946
SMC4, MIR15B, RP11-432B6.3	PhenoAge	1	1.49198775695514e-07	0.00140336734784515	0	1	2947
LINC00964	PhenoAge	1	1.50509552743184e-07	0.000661399580112517	1	0	2948
SFSWAP, RNA5SP378	PhenoAge	1	1.50708899019201e-07	0.000357101728442321	0	1	2949
OGFOD1, NUDT21	PhenoAge	1	1.50708899019201e-07	0.000142365683783922	0	1	2950
RNA5SP175	PhenoAge	1	1.51290661176834e-07	0.000468007988137058	0	1	2951
HSPG2	PhenoAge	1	1.51321096445206e-07	0.000835900439974985	0	1	2952
HECW2	PhenoAge	1	1.52238654102308e-07	0.000438155645102746	0	1	2953
IL1F10	PhenoAge	1	1.52864155266135e-07	0.000373471136845936	0	1	2954
FOXA3	PhenoAge	1	1.52889835744488e-07	0.000469324622398705	0	1	2955
AP000721.4, OTUB1	PhenoAge	1	1.53426047988776e-07	0.000560864015138924	0	1	2956
CALML4, RP11-315D16.2, CLN6	PhenoAge	1	1.53426047988776e-07	0.000869424048908222	0	1	2957
LSM2	PhenoAge	1	1.5364015502616e-07	0.000193479799617579	0	1	2958
NDST1, CTC-367J11.1	PhenoAge	1	1.53859069170688e-07	0.000408351466291013	0	1	2959
KDM6B, TMEM88, LSMD1	PhenoAge	1	1.54432334445486e-07	0.000258705192197981	0	1	2960
DOCK2, FAM196B	PhenoAge	1	1.54661733853652e-07	0.00131828619697019	0	1	2961
PLEC, MIR661	PhenoAge	1	1.54699668978595e-07	0.000364233180358608	0	1	2962
MVB12A, CTD-2521M24.6, CTD-2521M24.8	PhenoAge	1	1.54847239237757e-07	0.000255995994071173	0	1	2963
RPS8, SNORD38A, SNORD38B	PhenoAge	1	1.54847239237757e-07	0.000408775594476767	0	1	2964
RP11-864I4.4, AHNAK	PhenoAge	1	1.58034200021659e-07	0.000739055715480742	0	1	2965
FLI1, RP11-744N12.3	PhenoAge	1	1.58119776605005e-07	0.000956722507959994	0	1	2966
TTC23L, CTD-2517O10.6	PhenoAge	1	1.58917388777269e-07	0.000398057080308078	0	1	2967
TSPAN18	PhenoAge	1	1.58917388777269e-07	0.000669830542687182	0	1	2968
LRFN5	PhenoAge	1	1.62180462592401e-07	0.00033440086774958	0	1	2969
UNG	PhenoAge	1	1.62290757363261e-07	0.00142238876839945	0	1	2970
LTB	PhenoAge	1	1.62812405063655e-07	0.00025048059891449	1	0	2971
P2RY1	PhenoAge	1	1.63903015027425e-07	0.000206752298194419	0	1	2972
AC026956.1, MEX3B	PhenoAge	1	1.63903015027425e-07	0.00029117109661594	0	1	2973
SPRY2	PhenoAge	1	1.63903015027425e-07	0.000243701746522605	0	1	2974
OIT3	PhenoAge	1	1.64111476295821e-07	0.000645722757860283	0	1	2975
CTSL	PhenoAge	1	1.65135774891269e-07	0.000715214949982843	0	1	2976
GPR56, RP11-405F3.5	PhenoAge	1	1.65987467469818e-07	0.000478812400062632	0	1	2977
SPTBN4, BLVRB	PhenoAge	1	1.66424668116305e-07	0.000128459429341339	0	1	2978
GMPS	PhenoAge	1	1.6679518235197e-07	9.8189370107895e-05	0	1	2979
ADAMTS3	PhenoAge	1	1.68971872785961e-07	0.000235808257978775	0	1	2980
TRIM45	PhenoAge	1	1.69232168329137e-07	0.000365629262814327	0	1	2981
CXXC5, CTD-3224K15.2	PhenoAge	1	1.69556002291338e-07	0.000403106012207714	0	1	2982
STXBP5L	PhenoAge	1	1.71326988629019e-07	0.000503859830814319	0	1	2983
AC004381.6, ERI2	PhenoAge	1	1.72829027217831e-07	0.000254754019957048	0	1	2984
KRBOX1, FAM198A	PhenoAge	1	1.73092185292102e-07	0.000348878216435776	0	1	2985
TPRA1	PhenoAge	1	1.76152319900475e-07	0.000702799901524463	0	1	2986
CTC-360G5.6, RINL	PhenoAge	1	1.76747309243429e-07	0.000838808089641043	0	1	2987
ELF2	PhenoAge	1	1.80495872480147e-07	0.000954848981452507	0	1	2988
RAB34	PhenoAge	1	1.82530598572516e-07	0.00118218673172326	0	1	2989
SNHG14, SNORD115-16	PhenoAge	1	1.82530598572516e-07	0.000226466839109128	0	1	2990
ZNF627, ACP5	PhenoAge	1	1.84338344048854e-07	0.000333797318536183	0	1	2991
NPR1	PhenoAge	1	1.85979034700612e-07	0.000216102133318127	0	1	2992
ZBTB48	PhenoAge	1	1.8628620278824e-07	0.000612786038859645	0	1	2993
ANXA5	PhenoAge	1	1.88110221203278e-07	0.000123240743490014	0	1	2994
HMBS	PhenoAge	1	1.8833711620105e-07	0.00060693830667452	0	1	2995
CCRN4L	PhenoAge	1	1.88902345480117e-07	0.000152885913716343	0	1	2996
GS1-24F4.2, XKR5	PhenoAge	1	1.89993581224558e-07	0.000439512023005868	0	1	2997
TSPAN1	PhenoAge	1	1.89993581224558e-07	0.00139301074091963	0	1	2998
EGR4	PhenoAge	1	1.90241613361613e-07	0.000354620870223987	0	1	2999
ANO6, PLEKHA8P1	PhenoAge	1	1.90304889508263e-07	0.000231238162665243	0	1	3000
CIITA, RP11-876N24.2	PhenoAge	1	1.90606553141789e-07	0.00034471242710705	0	1	3001
SND1, LRRC4	PhenoAge	1	1.91184375678e-07	0.000800380412718716	0	1	3002
PRODH	PhenoAge	1	1.91325532734107e-07	6.81725118057559e-05	0	1	3003
TMEM184B	PhenoAge	1	1.91325532734107e-07	0.0011612241761816	0	1	3004
LTBR, SCNN1A	PhenoAge	1	1.96028566777497e-07	0.000832355726086189	0	1	3005
PIWIL4, FUT4, RP11-867G2.8	PhenoAge	1	1.97240785993552e-07	0.000895547578070022	0	1	3006
RP11-54O7.16, RP11-54O7.1	PhenoAge	1	1.97917178284613e-07	0.000789908804669395	0	1	3007
THSD4, CT62	PhenoAge	1	1.98273001585969e-07	0.000283363389947512	0	1	3008
RNF39	PhenoAge	1	1.98328604064564e-07	0.000275649538075775	0	1	3009
MIR24-2, MIR27A, MIR23A	PhenoAge	1	1.9848949395782e-07	0.000650700078012816	0	1	3010
MIR124-3, RP5-963E22.4	PhenoAge	1	1.99607508812024e-07	0.000383462751043851	0	1	3011
TMEM79	PhenoAge	1	1.99607508812024e-07	0.000585522396272887	0	1	3012
FGF12-AS2, FGF12	PhenoAge	1	1.99974582989896e-07	0.000619535903930571	0	1	3013
MICALL1	PhenoAge	1	2.01317764595288e-07	0.000815671306708797	0	1	3014
IL1B	PhenoAge	1	2.04187575164686e-07	0.000977013280578851	0	1	3015
EPHA1-AS1	PhenoAge	1	2.04187575164686e-07	0.00114685484964995	0	1	3016
