from	to
SIRPA	AMFR
SIRPA	CD55
SIRPA	C2orf69
SIRPA	ARFIP1
SIRPA	CD200R1
SIRPB1	SELL
SIRPB1	SERPINI2
SIRPB1	KLK15
SIRPB1	CRHBP
SIRPB1	PDCD1LG2
SIRPB1	IL1R2
SIRPB1	LILRA2
SIRPB1	CLEC1A
SIRPB1	JAM2
SIRPB1	HLA-E
SIRPB1	SLAMF8
SIRPB1	MTHFSD
SIRPB1	DAPK2
SIRPB1	LILRA6
SIRPB1	OLFM4
SIRT1	SIRT2
SIRT1	PARP1
SIRT1	SIRT5
SIRT1	SMAD3
SIRT1	HDAC9
SIRT1	PKD2
SIRT1	HDAC8
SIRT1	TP53
SIRT1	HIF1A
SIRT1	MAPT
SIRT1	OSBPL2
SIRT1	DBF4
SIRT1	ESR1
SIRT1	CEBPB
SIRT1	SLC25A40
SIRT2	PARP1
SIRT2	SIRT5
SIRT2	SMAD3
SIRT2	HDAC9
SIRT2	PKD2
SIRT2	HDAC8
SIRT2	TP53
SIRT2	HIF1A
SIRT2	NDST1
SIRT2	ESR1
SIRT2	APEX1
SIRT2	SMAD2
SIRT2	CEBPB
SIRT2	HADH
SIRT2	HADH
SIRT5	SMAD3
SIRT5	HDAC8
SIRT5	PKD2
SIRT5	NDST1
SIRT5	HDAC9
SIRT5	HADH
SIRT5	HADH
SIRT5	SMAD2
SIRT5	UXS1
SIRT5	SMAD1
SIRT5	PARP1
SIRT5	HSPA1A
SIRT5	EPPK1
SIRT5	VIM
SIRT5	TFAP2A
SIT1	LTO1
SIT1	PRUNE2
SIT1	UBQLN3
SIT1	CORO6
SIT1	CPA1
SIT1	CEP20
SIT1	PAXX
SIT1	HDGFL2
SIT1	NEB
SIT1	VMO1
SIT1	SPART
SIT1	RBP2
SIT1	RBP2
SIT1	DEFB4A
SIT1	GPR15L
SKAP1	SNX15
SKAP1	PLXDC1
SKAP1	FGFBP1
SKAP1	PTH1R
SKAP1	RCOR1
SKAP1	MORF4L1
SKAP1	NGFR
SKAP1	EFNB2
SKAP1	TIGIT
SKAP1	NGF
SKAP1	NECAP2
SKAP1	KCNC4
SKAP1	SH3BP1
SKAP1	SLAMF1
SKAP1	SUSD4
SKAP2	RNF149
SKAP2	NPHS2
SKAP2	DBNL
SKAP2	KIR3DL2
SKAP2	ESAM
SKAP2	GOPC
SKAP2	MORF4L2
SKAP2	DNAJB14
SKAP2	TNFRSF4
SKAP2	IGSF21
SKAP2	NENF
SKAP2	PRG2
SKAP2	PRG2
SKAP2	NECTIN2
SKAP2	NPTX1
SKIV2L	PDP1
SKIV2L	H2AP
SKIV2L	YJU2
SKIV2L	DMD
SKIV2L	LMOD2
SKIV2L	DENND2B
SKIV2L	FHIP2A
SKIV2L	UPK3A
SKIV2L	OSTN
SKIV2L	DIPK1C
SKIV2L	MTSS2
SKIV2L	CFH
SKIV2L	SEMA6C
SKIV2L	HARS1
SKIV2L	MUC16
SLA2	SFRP4
SLA2	MSTN
SLA2	TNFSF8
SLA2	TRIM40
SLA2	RILPL2
SLA2	VIPR1
SLA2	GDF2
SLA2	TNFRSF9
SLA2	LTB
SLA2	PPP1R14D
SLA2	IL18BP
SLA2	MTIF3
SLA2	RGS10
SLA2	EIF1AX
SLA2	WIF1
SLAMF1	TNFSF12
SLAMF1	NTF3
SLAMF1	SSB
SLAMF1	NGFR
SLAMF1	SCAMP3
SLAMF1	VEGFC
SLAMF1	OSM
SLAMF1	RSPO1
SLAMF1	CXADR
SLAMF1	TIGIT
SLAMF1	GFRA3
SLAMF1	KITLG
SLAMF1	SMOC1
SLAMF1	SIGLEC15
SLAMF1	UBXN1
SLAMF6	VTA1
SLAMF6	CLEC11A
SLAMF6	GP6
SLAMF6	FCGR2B
SLAMF6	KIR3DL2
SLAMF6	KRT17
SLAMF6	VASH1
SLAMF6	VPS37A
SLAMF6	GFER
SLAMF6	SLC39A14
SLAMF6	IGSF21
SLAMF6	FKBPL
SLAMF6	SCAMP3
SLAMF6	ESAM
SLAMF6	NFU1
SLAMF7	CXADR
SLAMF7	PI3
SLAMF7	TIMP4
SLAMF7	SH3GLB2
SLAMF7	RGMB
SLAMF7	IGFBP4
SLAMF7	GPR15L
SLAMF7	FETUB
SLAMF7	KIR2DL2
SLAMF7	RNASE6
SLAMF7	SFRP1
SLAMF7	FLT3LG
SLAMF7	VWC2L
SLAMF7	UBXN1
SLAMF7	LILRA5
SLAMF8	ICOSLG
SLAMF8	VSIG2
SLAMF8	CLEC10A
SLAMF8	CHCHD6
SLAMF8	JAM2
SLAMF8	CLEC12A
SLAMF8	WIF1
SLAMF8	TNFSF8
SLAMF8	RAB33A
SLAMF8	CRHBP
SLAMF8	CSF2RA
SLAMF8	SELL
SLAMF8	DCTPP1
SLAMF8	RGS10
SLAMF8	TXNDC5
SLC12A2	RASGRF1
SLC12A2	USP28
SLC12A2	USP8
SLC12A2	SEC31A
SLC12A2	CLSTN1
SLC12A2	USP47
SLC12A2	MERTK
SLC12A2	ERC2
SLC12A2	RET
SLC12A2	FLT1
SLC12A2	CLIP2
SLC12A2	MAP4K5
SLC12A2	INPP5D
SLC12A2	TMEM132A
SLC12A2	RIPK4
SLC13A1	NAA80
SLC13A1	LPCAT2
SLC13A1	SLC44A4
SLC13A1	TAP1
SLC13A1	ITPRIP
SLC13A1	GIPR
SLC13A1	PDIA2
SLC13A1	PRAME
SLC13A1	IL18RAP
SLC13A1	IGF2BP3
SLC13A1	TXNDC5
SLC13A1	PDZD2
SLC13A1	DDX25
SLC13A1	TRDMT1
SLC13A1	MSLNL
SLC16A1	CLNS1A
SLC16A1	SLC28A1
SLC16A1	ST13
SLC16A1	SPARC
SLC16A1	PPME1
SLC16A1	ERMAP
SLC16A1	DDI2
SLC16A1	GET3
SLC16A1	YOD1
SLC16A1	SERPINA3
SLC16A1	SERPINA5
SLC16A1	SEPTIN3
SLC16A1	TRIM26
SLC16A1	ZNRD2
SLC16A1	MCEMP1
SLC1A4	SLC4A1
SLC1A4	LAT2
SLC1A4	LAT2
SLC1A4	SLC13A1
SLC1A4	NAA80
SLC1A4	SLC28A1
SLC1A4	SLC16A1
SLC1A4	SLC44A4
SLC1A4	SLC12A2
SLC1A4	SLC34A3
SLC1A4	LPCAT2
SLC1A4	LETM1
SLC1A4	FAS
SLC1A4	FAS
SLC1A4	LCAT
SLC25A40	DBF4
SLC25A40	RAB1B
SLC25A40	KLC2
SLC25A40	KLC2
SLC25A40	OSBPL2
SLC25A40	SLC30A4
SLC25A40	MAPT
SLC25A40	PDK1
SLC25A40	PDK1
SLC25A40	C17orf46
SLC25A40	C17orf58
SLC25A40	C17orf69
SLC25A40	KIAA1267
SLC25A40	lnc-RPRML-1
SLC25A40	B3GAT1-DT
SLC27A4	EPHX2
SLC27A4	GBP2
SLC27A4	TF
SLC27A4	PGM2
SLC27A4	LPO
SLC27A4	FAP
SLC27A4	FAP
SLC27A4	ENTPD2
SLC27A4	MASP1
SLC27A4	GNE
SLC27A4	SPTLC1
SLC27A4	PNLIP
SLC27A4	GGT1
SLC27A4	SCARB2
SLC27A4	FTCD
SLC28A1	GET3
SLC28A1	STOML2
SLC28A1	SLC16A1
SLC28A1	PLSCR3
SLC28A1	CLNS1A
SLC28A1	DIPK1C
SLC28A1	UPK3BL1
SLC28A1	FHIP2A
SLC28A1	UPK3A
SLC28A1	TPBGL
SLC28A1	OSTN
SLC28A1	SPRING1
SLC28A1	MUC16
SLC28A1	SLC34A3
SLC28A1	PRRT3
SLC30A4	PDK1
SLC30A4	PDK1
SLC30A4	RAB1B
SLC30A4	KLC2
SLC30A4	KLC2
SLC30A4	SLC25A40
SLC30A4	DBF4
SLC30A4	OSBPL2
SLC30A4	IMP5
SLC30A4	C17orf58
SLC30A4	C17orf69
SLC30A4	KIAA1267
SLC30A4	lnc-RPRML-1
SLC30A4	MAP3K14-AS1
SLC30A4	LINC00461
SLC34A3	CORO6
SLC34A3	LTO1
SLC34A3	PRUNE2
SLC34A3	SIT1
SLC34A3	CEP20
SLC34A3	UBQLN3
SLC34A3	PAXX
SLC34A3	NEB
SLC34A3	SPART
SLC34A3	CPA1
SLC34A3	VMO1
SLC34A3	TTN
SLC34A3	GPR15L
SLC34A3	HDGFL2
SLC34A3	RBP2
SLC39A14	KIR3DL2
SLC39A14	IGSF21
SLC39A14	VASN
SLC39A14	SCARA5
SLC39A14	SLAMF6
SLC39A14	GGA1
SLC39A14	GOPC
SLC39A14	ESAM
SLC39A14	KRT17
SLC39A14	GP6
SLC39A14	GFRA1
SLC39A14	SCAMP3
SLC39A14	NOP56
SLC39A14	TCP11
SLC39A14	SMOC1
SLC39A5	TXLNA
SLC39A5	RTBDN
SLC39A5	IL21R
SLC39A5	EIF2S2
SLC39A5	TDRKH
SLC39A5	DKK1
SLC39A5	MXRA8
SLC39A5	LGALS3
SLC39A5	RBFOX3
SLC39A5	NDRG1
SLC39A5	VGF
SLC39A5	TEF
SLC39A5	EPB41L5
SLC39A5	EFCAB14
SLC39A5	EIF5
SLC44A4	MAMDC2
SLC44A4	KIAA2013
SLC44A4	MAD1L1
SLC44A4	PTPN9
SLC44A4	SESTD1
SLC44A4	NUB1
SLC44A4	SUSD1
SLC44A4	SWAP70
SLC44A4	HGF
SLC44A4	IGSF8
SLC44A4	GTPBP2
SLC44A4	CSDE1
SLC44A4	EHD3
SLC44A4	GBP6
SLC44A4	COMP
SLC4A1	SLC1A4
SLC4A1	SLC13A1
SLC4A1	NAA80
SLC4A1	SLC16A1
SLC4A1	SLC44A4
SLC4A1	SLC34A3
SLC4A1	SLC12A2
SLC4A1	LCAT
SLC4A1	SEMA3F
SLC4A1	SLC28A1
SLC4A1	MYBPC1
SLC4A1	HSP90B1
SLC4A1	TRIM26
SLC4A1	EPHB4
SLC4A1	MATN2
SLC51B	DDA1
SLC51B	RNF5
SLC51B	DENR
SLC51B	CTAG1A
SLC51B	PYY
SLC51B	PLSCR3
SLC51B	MFAP5
SLC51B	MDK
SLC51B	EEF1D
SLC51B	NPY
SLC51B	ESM1
SLC51B	GAL
SLC51B	GAL
SLC51B	SCT
SLC51B	GET3
SLC9A3R1	SLC9A3R2
SLC9A3R1	IGLON5
SLC9A3R1	IRAG2
SLC9A3R1	DMD
SLC9A3R1	ESYT2
SLC9A3R1	HARS1
SLC9A3R1	KYAT1
SLC9A3R1	UPK3BL1
SLC9A3R1	SEPTIN7
SLC9A3R1	DARS1
SLC9A3R1	MKI67
SLC9A3R1	DENND2B
SLC9A3R1	PDP1
SLC9A3R1	MYCBP2
SLC9A3R1	PRRT3
SLC9A3R2	SLC9A3R1
SLC9A3R2	TG
SLC9A3R2	DMD
SLC9A3R2	SULT2A1
SLC9A3R2	IRAG2
SLC9A3R2	YJU2
SLC9A3R2	HARS1
SLC9A3R2	MTSS2
SLC9A3R2	CFH
SLC9A3R2	TXNRD1
SLC9A3R2	DARS1
SLC9A3R2	PDP1
SLC9A3R2	SKIV2L
SLC9A3R2	TPSD1
SLC9A3R2	H2AP
SLIRP	RGS10
SLIRP	MYL6B
SLIRP	TNFSF8
SLIRP	IL17C
SLIRP	FIS1
SLIRP	IFNL2
SLIRP	SSBP1
SLIRP	TNFRSF9
SLIRP	IL24
SLIRP	CLEC12A
SLIRP	SH2D1A
SLIRP	CLEC2L
SLIRP	IFNL1
SLIRP	MANF
SLIRP	CHCHD6
SLIT2	DUOX2
SLIT2	IQGAP2
SLIT2	SAMD9L
SLIT2	IGSF3
SLIT2	CNTNAP4
SLIT2	TNR
SLIT2	MYOM2
SLIT2	ITGAL
SLIT2	PLXNB3
SLIT2	DCTN1
SLIT2	TEK
SLIT2	PTPRS
SLIT2	MYBPC2
SLIT2	GUCY2C
SLIT2	TIE1
SLITRK1	SNX9
SLITRK1	DDHD2
SLITRK1	NLGN2
SLITRK1	CMIP
SLITRK1	GPNMB
SLITRK1	STK4
SLITRK1	GCC1
SLITRK1	DLL1
SLITRK1	EPS8L2
SLITRK1	DSC2
SLITRK1	CSF3R
SLITRK1	PRC1
SLITRK1	DPEP2
SLITRK1	PIGR
SLITRK1	KRT8
SLITRK2	RBM25
SLITRK2	ROR1
SLITRK2	TJP3
SLITRK2	KAZN
SLITRK2	DDX4
SLITRK2	HGS
SLITRK2	CRACR2A
SLITRK2	TBC1D5
SLITRK2	PACS2
SLITRK2	VSIG10L
SLITRK2	PDE1C
SLITRK2	TNFRSF21
SLITRK2	PDE4D
SLITRK2	OFD1
SLITRK2	SYTL4
SLITRK6	RBM19
SLITRK6	FMR1
SLITRK6	EVI5
SLITRK6	TNFRSF1A
SLITRK6	EPB41L5
SLITRK6	DLL4
SLITRK6	IL33
SLITRK6	TSC1
SLITRK6	NBN
SLITRK6	TERF1
SLITRK6	CRIM1
SLITRK6	TNFRSF10B
SLITRK6	STAM
SLITRK6	SEZ6L2
SLITRK6	IL10RA
SLK	DNMBP
SLK	TSC1
SLK	EPB41L5
SLK	GOLGA3
SLK	IL21R
SLK	SLITRK6
SLK	MORC3
SLK	FMR1
SLK	SLC39A5
SLK	MPRIP
SLK	RBM19
SLK	TOP2B
SLK	TDRKH
SLK	TXLNA
SLK	DNMBP
SLK	TSC1
SLK	EPB41L5
SLK	GOLGA3
SLK	IL21R
SLK	SLITRK6
SLK	MORC3
SLK	FMR1
SLK	SLC39A5
SLK	MPRIP
SLK	RBM19
SLK	TOP2B
SLK	TDRKH
SLK	TXLNA
SLMAP	DNM3
SLMAP	PIBF1
SLMAP	RABEP1
SLMAP	LONP1
SLMAP	VPS53
SLMAP	SV2A
SLMAP	NTRK2
SLMAP	CLSTN1
SLMAP	PECAM1
SLMAP	HMMR
SLMAP	DNM1
SLMAP	PIGR
SLMAP	CLSTN3
SLMAP	ITIH4
SLMAP	SEL1L
SLURP1	CXCL14
SLURP1	RARRES2
SLURP1	SPINK1
SLURP1	SCRG1
SLURP1	EPCAM
SLURP1	VSNL1
SLURP1	MYL4
SLURP1	MYL3
SLURP1	SPINK6
SLURP1	TSPAN8
SLURP1	TFF3
SLURP1	IL17F
SLURP1	IL19
SLURP1	CXCL6
SLURP1	CETN3
SMAD1	SMAD5
SMAD1	VIM
SMAD1	POLR2A
SMAD1	TFAP2A
SMAD1	TADA3
SMAD1	ID4
SMAD1	HADH
SMAD1	HADH
SMAD1	TTF2
SMAD1	SMAD2
SMAD1	EPPK1
SMAD1	NAP1L4
SMAD1	DOK1
SMAD1	DOK1
SMAD1	UHRF2
SMAD2	SMAD1
SMAD2	SMAD5
SMAD2	VIM
SMAD2	TADA3
SMAD2	HADH
SMAD2	HADH
SMAD2	STK11
SMAD2	TFAP2A
SMAD2	GLYR1
SMAD2	POLR2A
SMAD2	ERCC1
SMAD2	DBNL
SMAD2	EPPK1
SMAD2	ID4
SMAD2	UHRF2
SMAD3	SIRT5
SMAD3	PKD2
SMAD3	HDAC8
SMAD3	SMAD2
SMAD3	HDAC9
SMAD3	NDST1
SMAD3	ESR1
SMAD3	HADH
SMAD3	HADH
SMAD3	HIF1A
SMAD3	SMAD1
SMAD3	TP53
SMAD3	TFAP2A
SMAD3	SMAD5
SMAD3	VIM
SMAD5	SMAD1
SMAD5	VIM
SMAD5	IKBKG
SMAD5	ERCC1
SMAD5	METAP2
SMAD5	UBE2Z
SMAD5	NAP1L4
SMAD5	STK11
SMAD5	HS3ST3B1
SMAD5	GLYR1
SMAD5	SERPING1
SMAD5	ERI1
SMAD5	NADK
SMAD5	STK24
SMAD5	KRT17
SMARCA2	CHL1
SMARCA2	CHL1
SMARCA2	BACH1
SMARCA2	BACH1
SMARCA2	ZBTB17
SMARCA2	ZBTB16
SMARCA2	NACC1
SMARCA2	ZNF174
SMARCA2	REST
SMARCA2	IKZF2
SMARCA2	ZNF75D
SMARCA2	KLF4
SMARCA2	YY1
SMARCA2	MAG
SMARCA2	KIRREL2
SMARCB1	RUNX3
SMARCB1	RUNX1
SMARCB1	MGAT3
SMARCB1	NRBP1
SMARCB1	GRAMD1B
SMARCB1	TNFRSF13B
SMARCB1	ST6GAL1
SMARCB1	HIVEP2
SMARCB1	C2
SMARCB1	B4GALT1
SMARCB1	RP11-136O12
SMARCB1	SERPINA1
SMARCB1	C15orf21
SMARCB1	C17orf58
SMARCB1	C17orf69
SMC3	OPLAH
SMC3	ITGAM
SMC3	ITGA11
SMC3	OGT
SMC3	HEPH
SMC3	CNTN4
SMC3	CNTN1
SMC3	NPR1
SMC3	ITGA2
SMC3	IGSF3
SMC3	GSAP
SMC3	ITGAL
SMC3	OTOA
SMC3	GUCY2C
SMC3	SLIT2
SMNDC1	IGFBP4
SMNDC1	CTLA4
SMNDC1	NRTN
SMNDC1	ITM2A
SMNDC1	TSLP
SMNDC1	CWC15
SMNDC1	IL12A
SMNDC1	NTF4
SMNDC1	CRIP2
SMNDC1	SRP14
SMNDC1	EFHD1
SMNDC1	IL25
SMNDC1	IL17D
SMNDC1	SFTPA1
SMNDC1	PPBP
SMOC1	VEGFC
SMOC1	KIR2DL3
SMOC1	SCARA5
SMOC1	SCAMP3
SMOC1	SLAMF1
SMOC1	SLAMF7
SMOC1	DTNB
SMOC1	SLC39A14
SMOC1	CXADR
SMOC1	SSB
SMOC1	GFRA3
SMOC1	MORF4L1
SMOC1	KITLG
SMOC1	NCF2
SMOC1	SNX15
SMOC2	PRSS27
SMOC2	TNXB
SMOC2	NFASC
SMOC2	HMCN2
SMOC2	LTBP3
SMOC2	INHBB
SMOC2	GIMAP7
SMOC2	LRPAP1
SMOC2	LYPD8
SMOC2	CLUL1
SMOC2	GGACT
SMOC2	RBP5
SMOC2	RBP5
SMOC2	CYTL1
SMOC2	DIPK2B
SMPD1	TFRC
SMPD1	CTSO
SMPD1	CTSO
SMPD1	MEP1A
SMPD1	ICAM4
SMPD1	CREG1
SMPD1	GLB1
SMPD1	FABP9
SMPD1	HAGH
SMPD1	PINLYP
SMPD1	CTBS
SMPD1	GUSB
SMPD1	IL17RB
SMPD1	POSTN
SMPD1	NAAA
SMPD3	RGL2
SMPD3	IGDCC3
SMPD3	QSOX1
SMPD3	LBR
SMPD3	NLGN1
SMPD3	FLRT2
SMPD3	SNX2
SMPD3	NOP56
SMPD3	TDP1
SMPD3	GIT1
SMPD3	GGA1
SMPD3	RABGAP1L
SMPD3	MNDA
SMPD3	ENOX2
SMPD3	PLXDC1
SMPDL3A	CPQ
SMPDL3A	NAAA
SMPDL3A	CTSZ
SMPDL3A	PLA2G15
SMPDL3A	IDUA
SMPDL3A	SOD2
SMPDL3A	GUSB
SMPDL3A	HAGH
SMPDL3A	IDS
SMPDL3A	KLK7
SMPDL3A	CNDP1
SMPDL3A	CTBS
SMPDL3A	SERPINA12
SMPDL3A	CTSH
SMPDL3A	CTSL
SMPDL3B	FKBP5
SMPDL3B	DXO
SMPDL3B	IVD
SMPDL3B	OXCT1
SMPDL3B	GLA
SMPDL3B	ERP44
SMPDL3B	HMGCL
SMPDL3B	LAP3
SMPDL3B	NXPE4
SMPDL3B	LIPF
SMPDL3B	QPCT
SMPDL3B	SERPINB9
SMPDL3B	RTN4IP1
SMPDL3B	PPM1A
SMPDL3B	LGALS8
SMS	CPTP
SMS	PECR
SMS	TST
SMS	GAMT
SMS	SHPK
SMS	LYPLA2
SMS	QDPR
SMS	IMPA1
SMS	LACTB2
SMS	CYB5R2
SMS	PNLIP
SMS	L3HYPDH
SMS	METAP1
SMS	ELAC1
SMS	CPTP
SMS	PECR
SMS	TST
SMS	GAMT
SMS	SHPK
SMS	LYPLA2
SMS	QDPR
SMS	IMPA1
SMS	LACTB2
SMS	CYB5R2
SMS	PNLIP
SMS	L3HYPDH
SMS	METAP1
SMS	ELAC1
SMTN	FAM171B
SMTN	PPP1R12B
SMTN	DBN1
SMTN	ROBO4
SMTN	DNAJC6
SMTN	PHACTR2
SMTN	TACC3
SMTN	FAM171A2
SMTN	PPP1R12A
SMTN	DLGAP5
SMTN	IMPG1
SMTN	PPP1R9B
SMTN	TNFRSF8
SMTN	NEDD9
SMTN	PIK3AP1
SNAP23	SNAP25
SNAP23	SNAP29
SNAP23	VAMP8
SNAP23	STX3
SNAP23	PRKAR2A
SNAP23	CACNB1
SNAP23	GNAS
SNAP23	VAT1
SNAP23	VAT1
SNAP23	STX1B
SNAP23	CACNA1C
SNAP23	CACNB3
SNAP23	PRKAR1A
SNAP23	GRIN2B
SNAP23	POMC
SNAP25	SNAP23
SNAP25	SNAP29
SNAP25	VAMP8
SNAP25	STX3
SNAP25	PRKAR2A
SNAP25	CACNB1
SNAP25	GNAS
SNAP25	VAT1
SNAP25	VAT1
SNAP25	STX1B
SNAP25	CACNA1C
SNAP25	CACNB3
SNAP25	PRKAR1A
SNAP25	GRIN2B
SNAP25	POMC
SNAP29	SNAP25
SNAP29	SNAP23
SNAP29	VAMP8
SNAP29	STX3
SNAP29	PRKAR2A
SNAP29	GNAS
SNAP29	CACNB1
SNAP29	VAT1
SNAP29	VAT1
SNAP29	STX1B
SNAP29	CACNA1C
SNAP29	CACNB3
SNAP29	PRKAR1A
SNAP29	GRIN2B
SNAP29	POMC
SNAPIN	CSF2
SNAPIN	S100A4
SNAPIN	IL17F
SNAPIN	PTRHD1
SNAPIN	REG1B
SNAPIN	CTF1
SNAPIN	CLEC4D
SNAPIN	FSTL3
SNAPIN	IL5
SNAPIN	FCER1A
SNAPIN	RARRES2
SNAPIN	MRPL52
SNAPIN	GKN1
SNAPIN	PLA2G10
SNAPIN	TTR
SNCA	PF4
SNCA	IL7
SNCA	CSRP3
SNCA	ERCC1
SNCA	CRIP2
SNCA	IL1B
SNCA	RSPO1
SNCA	CWC15
SNCA	SRP14
SNCA	PPBP
SNCA	TNFRSF12A
SNCA	KITLG
SNCA	NTF4
SNCA	SMNDC1
SNCA	PPY
SNCG	XCL1
SNCG	LRPAP1
SNCG	MSTN
SNCG	TNFSF10
SNCG	PTN
SNCG	TEX101
SNCG	IL7
SNCG	EFHD1
SNCG	GUCA2A
SNCG	PAM
SNCG	KLK10
SNCG	TNFRSF12A
SNCG	VWC2L
SNCG	CXCL1
SNCG	CTHRC1
SNED1	NRCAM
SNED1	USP25
SNED1	FLT3
SNED1	MET
SNED1	USP28
SNED1	EGF
SNED1	DAAM1
SNED1	USP47
SNED1	RNF31
SNED1	NID1
SNED1	SORCS2
SNED1	RASGRF1
SNED1	GUCY2C
SNED1	TMEM132A
SNED1	ITGA6
SNRPB2	RRM2B
SNRPB2	MCEE
SNRPB2	TK1
SNRPB2	IL13RA1
SNRPB2	F9
SNRPB2	SERPINC1
SNRPB2	TNFSF10
SNRPB2	PROCR
SNRPB2	IL10
SNRPB2	DIABLO
SNRPB2	WNT9A
SNRPB2	F7
SNRPB2	TGFBR1
SNRPB2	F10
SNRPB2	F10
SNU13	FAM172A
SNU13	EGFL7
SNU13	CKAP4
SNU13	STAMBP
SNU13	GIPC2
SNU13	TRPV3
SNU13	EIF5
SNU13	KHDC3L
SNU13	RAB6B
SNU13	NDRG1
SNU13	LDLR
SNU13	CLEC5A
SNU13	LEFTY2
SNU13	TXLNA
SNU13	TINAGL1
SNX15	SKAP1
SNX15	FGFBP1
SNX15	NGFR
SNX15	PLXDC1
SNX15	KIR2DL3
SNX15	MORF4L1
SNX15	TIGIT
SNX15	RASSF2
SNX15	SLAMF1
SNX15	PTH1R
SNX15	GFRA3
SNX15	SIGLEC15
SNX15	RSPO3
SNX15	MNDA
SNX15	SMOC1
SNX18	TNFRSF21
SNX18	DDX4
SNX18	PAK4
SNX18	PDE1C
SNX18	KAZN
SNX18	PRKAG3
SNX18	LRCH4
SNX18	CLEC14A
SNX18	DCBLD2
SNX18	PLXDC2
SNX18	SRPK2
SNX18	DCLRE1C
SNX18	IRAK1
SNX18	KRT6C
SNX18	TBC1D5
SNX2	MNDA
SNX2	MORF4L1
SNX2	NOP56
SNX2	FKBPL
SNX2	GGA1
SNX2	SUSD4
SNX2	SLC39A14
SNX2	SMPD3
SNX2	LBR
SNX2	PLXDC1
SNX2	FLRT2
SNX2	SCAMP3
SNX2	VASN
SNX2	VASH1
SNX2	DTNB
SNX5	ST8SIA1
SNX5	LRRC59
SNX5	PPM1F
SNX5	VPS4B
SNX5	ENTPD5
SNX5	INPP1
SNX5	GIPC3
SNX5	MMP10
SNX5	NPTN
SNX5	TMCO5A
SNX5	RTN4IP1
SNX5	PSTPIP2
SNX5	NEK7
SNX5	HLA-E
SNX5	DAPP1
SNX9	SLITRK1
SNX9	DPEP2
SNX9	STK4
SNX9	KRT8
SNX9	NLGN2
SNX9	HEPACAM2
SNX9	GFRA2
SNX9	HMOX2
SNX9	EIF2AK2
SNX9	GPNMB
SNX9	NADK
SNX9	CMIP
SNX9	EPS8L2
SNX9	LRTM1
SNX9	KRT19
SOD1	GSTM4
SOD1	GSTP1
SOD1	FABP3
SOD1	FABP4
SOD1	HPGDS
SOD1	RBP7
SOD1	TPRKB
SOD1	LHPP
SOD1	DDT
SOD1	FABP1
SOD1	GLRX
SOD1	MB
SOD1	PRDX1
SOD1	FHIT
SOD1	PRDX6
SOD2	CTSZ
SOD2	CETN3
SOD2	PLA2G15
SOD2	MYL4
SOD2	KLK7
SOD2	MYL3
SOD2	CPQ
SOD2	HAGH
SOD2	NAAA
SOD2	SMPDL3A
SOD2	SPINK1
SOD2	PPT1
SOD2	IDS
SOD2	NAGA
SOD2	EPCAM
SOD3	MATN3
SOD3	SPINK8
SOD3	WAS
SOD3	KIAA1549L
SOD3	ENG
SOD3	KHDC3L
SOD3	LAMA1
SOD3	MXRA8
SOD3	PRELP
SOD3	SETMAR
SOD3	MYH7B
SOD3	FST
SOD3	CYB5A
SOD3	LDLR
SOD3	OLR1
SORBS1	COL4A1
SORBS1	COL1A1
SORBS1	COL24A1
SORBS1	COL2A1
SORBS1	COL4A4
SORBS1	IL16
SORBS1	CEP170
SORBS1	MTUS1
SORBS1	COL5A1
SORBS1	COL15A1
SORBS1	CLSPN
SORBS1	LARP1
SORBS1	SAFB2
SORBS1	NFAT5
SORBS1	COL18A1
SORCS2	RET
SORCS2	EGFLAM
SORCS2	USP25
SORCS2	DAAM1
SORCS2	NID1
SORCS2	MET
SORCS2	NRCAM
SORCS2	NRP2
SORCS2	HYOU1
SORCS2	RNF31
SORCS2	LONP1
SORCS2	NRP1
SORCS2	FLT3
SORCS2	USP28
SORCS2	KIT
SORD	PON3
SORD	GSTM4
SORD	HPGDS
SORD	LHPP
SORD	GMPR2
SORD	GSTA3
SORD	GSTP1
SORD	PRDX6
SORD	PRDX1
SORD	ENO3
SORD	FABP1
SORD	TPRKB
SORD	GSTA1
SORD	PBLD
SORD	SOD1
SORT1	SEMA4C
SORT1	CMIP
SORT1	DSC2
SORT1	KIT
SORT1	RAB3GAP1
SORT1	NTRK3
SORT1	SLITRK1
SORT1	SNX9
SORT1	DPP6
SORT1	DDR1
SORT1	UHRF2
SORT1	NLGN2
SORT1	IL18RAP
SORT1	EPHA10
SORT1	CSF1R
SOST	RNF4
SOST	PRND
SOST	IL32
SOST	RGCC
SOST	SCGB3A2
SOST	PPP1R14D
SOST	HAVCR2
SOST	EBAG9
SOST	RBM17
SOST	NPDC1
SOST	LYPD1
SOST	ENSA
SOST	GDNF
SOST	RILPL2
SOST	PAIP2B
SOWAHA	NUMB
SOWAHA	TNFRSF1B
SOWAHA	IL20RA
SOWAHA	TNFRSF8
SOWAHA	PHACTR2
SOWAHA	GPR37
SOWAHA	LPP
SOWAHA	IFNLR1
SOWAHA	TNFRSF19
SOWAHA	DBN1
SOWAHA	CX3CL1
SOWAHA	GORASP2
SOWAHA	SH2B3
SOWAHA	CHGA
SOWAHA	TANK
SOX2	CREBZF
SOX2	PSIP1
SOX2	TANK
SOX2	TSPYL1
SOX2	RNF168
SOX2	CFC1
SOX2	RELT
SOX2	HNRNPK
