from	to
CC2D1A	ADAM23
CC2D1A	ADAM23
CC2D1A	CCAR2
CC2D1A	ADAM22
CC2D1A	ASPSCR1
CC2D1A	AGBL2
CC2D1A	APP
CC2D1A	CDH5
CCAR2	ADAMTSL4
CCAR2	AGBL2
CCAR2	BRD3
CCAR2	BRSK2
CCAR2	AFAP1
CCAR2	BOC
CCAR2	ADAM22
CCAR2	ADAM12
CCAR2	ADD1
CCAR2	BCR
CCAR2	BRDT
CCAR2	APP
CCAR2	BAIAP2
CCAR2	BRD1
CCAR2	BCAN
CCDC134	CD58
CCDC134	CDC123
CCDC134	AP3S2
CCDC134	AIF1L
CCDC134	AIDA
CCDC134	AGR2
CCDC134	ARL2BP
CCDC134	ATP1B4
CCDC134	CACYBP
CCDC134	CDC37
CCDC134	CD207
CCDC134	BLOC1S2
CCDC134	CA12
CCDC134	CD226
CCDC134	ASGR1
CCDC28A	C1QTNF5
CCDC28A	ADAMTSL5
CCDC28A	C1R
CCDC28A	ANGPTL3
CCDC28A	ADAMTSL2
CCDC28A	ATXN3
CCDC28A	ADCYAP1R1
CCDC28A	ARSA
CCDC28A	C9
CCDC28A	CCN2
CCDC28A	BTD
CCDC28A	CCN4
CCDC28A	CAPS
CCDC28A	MST1
CCDC28A	C8B
CCDC43	GOSR2
CCDC43	TMEM161B
CCDC43	EFTUD2
CCDC43	AC005670.3
CCDC43	MEF2C-AS1
CCDC43	GPATCH8
CCDC43	AC002558.3
CCDC43	HIGD1B
CCDC43	NPEPPS
CCDC43	C17orf46
CCDC43	C17orf58
CCDC43	C17orf69
CCDC43	SH3D20
CCDC43	lnc-RPRML-1
CCDC43	B3GAT1-DT
CCDC50	CD84
CCDC50	BNIP2
CCDC50	CD160
CCDC50	C1QTNF6
CCDC50	CD2
CCDC50	CD83
CCDC50	CCL23
CCDC50	CD300LF
CCDC50	CCL15
CCDC50	MICB
CCDC50	C1QTNF1
CCDC50	BECN1
CCDC50	CCL25
CCDC50	ANGPTL1
CCDC50	BCL2L1
CCDC80	BAG6
CCDC80	BRDT
CCDC80	BANK1
CCDC80	ADAMTSL4
CCDC80	CD6
CCDC80	BIN2
CCDC80	BOC
CCDC80	AFAP1
CCDC80	AMOT
CCDC80	ARMCX2
CCDC80	AMOTL2
CCDC80	CD248
CCDC80	BRD3
CCDC80	CCAR2
CCDC80	ADD1
CCER2	ADGRD1
CCER2	ADA2
CCER2	CA7
CCER2	AKR7L
CCER2	ARNTL
CCER2	BMP4
CCER2	CD300A
CCER2	ARHGAP25
CCER2	ADAMTS8
CCER2	BRME1
CCER2	CD48
CCER2	ATP5F1D
CCER2	ADGRV1
CCER2	CD86
CCER2	CALCOCO2
CCL11	CCL2
CCL11	CCL13
CCL11	CCL7
CCL11	CCL5
CCL11	CELA2A
CCL11	AHSP
CCL11	ATP6V1F
CCL11	CCL14
CCL11	CAPG
CCL11	CAPG
CCL11	CCS
CCL11	BPIFB2
CCL11	CD63
CCL11	APOM
CCL11	BOLA2
CCL13	CCL7
CCL13	CCL2
CCL13	CCL5
CCL13	CCL11
CCL13	CCL14
CCL13	CCL26
CCL13	CCL24
CCL13	ATP6V1F
CCL13	ANG
CCL13	AGR3
CCL13	CCS
CCL13	CARHSP1
CCL13	CCL8
CCL13	BOLA1
CCL13	CAPG
CCL14	CCL24
CCL14	CARHSP1
CCL14	AGR3
CCL14	CCL13
CCL14	CCS
CCL14	CCL7
CCL14	BOLA1
CCL14	CCL2
CCL14	CCL26
CCL14	ANG
CCL14	CD40LG
CCL14	ATP6V1F
CCL14	ANGPTL7
CCL14	C1QA
CCL14	CCL5
CCL15	CDC26
CCL15	ARTN
CCL15	CEACAM3
CCL15	CCL16
CCL15	C1QTNF6
CCL15	CD7
CCL15	CD2
CCL15	CD160
CCL15	CCL23
CCL15	CCDC50
CCL15	CD83
CCL15	BGLAP
CCL15	BNIP2
CCL15	CD8A
CCL15	CCL25
CCL16	CEACAM3
CCL16	ADIPOQ
CCL16	CD300E
CCL16	CCL15
CCL16	CACYBP
CCL16	CD40
CCL16	CD302
CCL16	CD59
CCL16	CBLN4
CCL16	ARTN
CCL16	AP3S2
CCL16	C1QTNF6
CCL16	CD2
CCL16	CCN3
CCL16	CDC26
CCL17	AIF1
CCL17	CCL4
CCL17	BRK1
CCL17	CCL3
CCL17	CCL22
CCL17	CD38
CCL17	CD274
CCL17	ATP1B1
CCL17	ASRGL1
CCL17	ATRAID
CCL17	CCL18
CCL17	ANXA2
CCL17	CCL8
CCL17	B2M
CCL17	BTN3A2
CCL18	CCL22
CCL18	CCL3
CCL18	CCL4
CCL18	AIF1
CCL18	CCL8
CCL18	ATRAID
CCL18	CCL26
CCL18	AIF1L
CCL18	CCL17
CCL18	CCL5
CCL18	CCL19
CCL18	ANG
CCL18	ARL2BP
CCL18	CD38
CCL18	ATP5PO
CCL19	CD70
CCL19	AIF1
CCL19	ARL2BP
CCL19	CCDC134
CCL19	AGR2
CCL19	CD274
CCL19	CD58
CCL19	AIF1L
CCL19	CCL18
CCL19	CCL22
CCL19	CACYBP
CCL19	C1QA
CCL19	CCL17
CCL19	CCL4
CCL19	CD226
CCL2	CCL7
CCL2	CCL13
CCL2	CCL5
CCL2	CCL11
CCL2	ATP6V1F
CCL2	ANG
CCL2	AGR3
CCL2	CCL26
CCL2	CCL14
CCL2	CCL8
CCL2	CCS
CCL2	CCL24
CCL2	CAPG
CCL2	CAPG
CCL2	APOM
CCL20	BTN3A2
CCL20	CCL4
CCL20	CD38
CCL20	CCL17
CCL20	CCL22
CCL20	BRK1
CCL20	CCL3
CCL20	CDKN2D
CCL20	CD274
CCL20	ACP5
CCL20	AIF1
CCL20	B4GAT1
CCL20	CD82
CCL20	CD5L
CCL20	ARG2
CCL21	CCL27
CCL21	BTC
CCL21	CD79B
CCL21	CDC26
CCL21	ARTN
CCL21	CD59
CCL21	CCL16
CCL21	CACYBP
CCL21	CCN3
CCL21	CCL28
CCL21	CEACAM3
CCL21	APOC1
CCL21	BMP10
CCL21	ADIPOQ
CCL21	CD3D
CCL22	CCL4
CCL22	CCL3
CCL22	CCL18
CCL22	AIF1
CCL22	CCL17
CCL22	CD38
CCL22	CCL8
CCL22	ATRAID
CCL22	CD274
CCL22	CCL19
CCL22	AIF1L
CCL22	AK2
CCL22	CD82
CCL22	CCL20
CCL22	ATP5PO
CCL23	CD160
CCL23	CD83
CCL23	CCDC50
CCL23	CD84
CCL23	CCL15
CCL23	CDC26
CCL23	C1QTNF6
CCL23	CD7
CCL23	BNIP2
CCL23	CCL25
CCL23	CD2
CCL23	CD8A
CCL23	C1QTNF1
CCL23	MICB
CCL23	AGRP
CCL24	CARHSP1
CCL24	CCL14
CCL24	CD40LG
CCL24	CCL26
CCL24	AGR3
CCL24	CCS
CCL24	CD59
CCL24	CCL7
CCL24	BOLA1
CCL24	CCL13
CCL24	C1QA
CCL24	ATP6V1F
CCL24	ANG
CCL24	CEACAM21
CCL24	CD302
CCL25	BNIP2
CCL25	BCL2L1
CCL25	CD300LF
CCL25	C1QTNF6
CCL25	CCDC50
CCL25	CABP2
CCL25	CD300C
CCL25	CD300LG
CCL25	CD83
CCL25	ARTN
CCL25	AGRP
CCL25	CCL23
CCL25	CD200R1
CCL25	CCL15
CCL25	CD160
CCL26	CCL24
CCL26	CCL7
CCL26	C1QA
CCL26	CCL13
CCL26	AGR3
CCL26	CCL18
CCL26	CD59
CCL26	CCL5
CCL26	CCL2
CCL26	CCL14
CCL26	ANG
CCL26	ARL2BP
CCL26	CD40LG
CCL26	CEACAM21
CCL26	CARHSP1
CCL27	CCL21
CCL27	CD59
CCL27	CD3D
CCL27	CACYBP
CCL27	ARL2BP
CCL27	CD79B
CCL27	C1QA
CCL27	APOA2
CCL27	CCL16
CCL27	PSCA
CCL27	CCL26
CCL27	CEACAM3
CCL27	BATF
CCL27	CD302
CCL27	BGLAP
CCL28	CD3E
CCL28	CD244
CCL28	CD300C
CCL28	CCN1
CCL28	CD74
CCL28	C1QL2
CCL28	CD209
CCL28	CD200R1
CCL28	CD72
CCL28	CD300E
CCL28	CBLN4
CCL28	CCL21
CCL28	ARTN
CCL28	CD40
CCL28	CABP2
CCL3	CCL22
CCL3	CCL4
CCL3	CCL18
CCL3	CCL8
CCL3	CCL17
CCL3	AIF1
CCL3	CD38
CCL3	ATRAID
CCL3	CD82
CCL3	AK2
CCL3	CCL5
CCL3	BRK1
CCL3	CD274
CCL3	ATP5PO
CCL3	AIF1L
CCL4	CCL22
CCL4	CCL3
CCL4	CCL18
CCL4	CCL17
CCL4	AIF1
CCL4	CD38
CCL4	CCL8
CCL4	CD82
CCL4	CCL20
CCL4	AK2
CCL4	BRK1
CCL4	CD274
CCL4	ATRAID
CCL4	CCL19
CCL4	ATP5PO
CCL5	CCL2
CCL5	CCL7
CCL5	CCL8
CCL5	ATP6V1F
CCL5	ANG
CCL5	CCL13
CCL5	AGR3
CCL5	APOM
CCL5	CCL26
CCL5	ATRAID
CCL5	CCL18
CCL5	APCS
CCL5	CDK1
CCL5	CCL3
CCL5	CCL11
CCL7	CCL2
CCL7	CCL13
CCL7	CCL5
CCL7	CCL26
CCL7	ATP6V1F
CCL7	CCL24
CCL7	CCL11
CCL7	CCL14
CCL7	ANG
CCL7	AGR3
CCL7	CCS
CCL7	CCL8
CCL7	CARHSP1
CCL7	ATRAID
CCL7	CAPG
CCL8	CCL5
CCL8	CCL3
CCL8	CCL4
CCL8	APOM
CCL8	CCL18
CCL8	CCL22
CCL8	ATP6V1F
CCL8	ATRAID
CCL8	CDK1
CCL8	ANG
CCL8	ARF6
CCL8	CCL2
CCL8	CCL17
CCL8	CD63
CCL8	CCL7
CCN1	CD72
CCN1	CD200R1
CCN1	CD209
CCN1	CD300C
CCN1	C1QL2
CCN1	CD244
CCN1	BMP4
CCN1	CCL28
CCN1	CASP4
CCN1	CD300E
CCN1	CABP2
CCN1	AKR7L
CCN1	CA7
CCN1	ADA2
CCN1	CD74
CCN2	ATXN3
CCN2	C1R
CCN2	CD8A
CCN2	C1QTNF5
CCN2	CCDC28A
CCN2	CD40LG
CCN2	CDNF
CCN2	CCN4
CCN2	AMBP
CCN2	CAPS
CCN2	ADCYAP1R1
CCN2	ANGPTL3
CCN2	CD302
CCN2	ADAMTSL5
CCN2	CARHSP1
CCN3	APOE
CCN3	CD302
CCN3	AHSA1
CCN3	ATP1B4
CCN3	CEACAM20
CCN3	BTNL10
CCN3	CALB2
CCN3	AHNAK
CCN3	CD177
CCN3	AHNAK2
CCN3	C7orf50
CCN3	ABRAXAS2
CCN3	AGRN
CCN3	CBLN1
CCN3	APOB
CCN4	CD8A
CCN4	ATXN3
CCN4	CCDC28A
CCN4	CDNF
CCN4	CCN2
CCN4	C1QTNF5
CCN4	C1R
CCN4	ANGPTL3
CCN4	BECN1
CCN4	ADCYAP1R1
CCN4	MICB
CCN4	ADAMTSL5
CCN4	C1RL
CCN4	C9
CCN4	ASGR2
CCN5	CD164
CCN5	ADGRG2
CCN5	CD200
CCN5	ALMS1
CCN5	ATP2B4
CCN5	CBLIF
CCN5	APPL2
CCN5	ATP5F1D
CCN5	ARHGAP45
CCN5	ADGRV1
CCN5	BRME1
CCN5	ASPN
CCN5	CALY
CCN5	ABRAXAS2
CCN5	CBLN1
CCND2	CA6
CCND2	ATRAID
CCND2	BST1
CCND2	AZU1
CCND2	CASQ2
CCND2	ATP5PO
CCND2	ANG
CCND2	CD4
CCND2	A1BG
CCND2	AIF1L
CCND2	BPIFB1
CCND2	AGR3
CCND2	CELA3A
CCND2	CEACAM21
CCND2	CDK1
CCNE1	CASP7
CCNE1	CASP8
CCNE1	BCL2
CCNE1	MICB
CCNE1	CD55
CCNE1	CEACAM1
CCNE1	C1RL
CCNE1	ANGPTL1
CCNE1	CASP10
CCNE1	CASP10
CCNE1	ANXA11
CCNE1	C2orf69
CCNE1	ANGPT1
CCNE1	CD84
CCNE1	ANGPTL4
CCPG1	NPEPPS
CCPG1	RSL24D1
CCPG1	CDC27
CCPG1	PIGB
CCPG1	TMEM161B
CCPG1	ADIPOR2
CCPG1	RAB27A
CCPG1	ZNF280D
CCPG1	RFX7
CCPG1	C17orf46
CCPG1	C17orf58
CCPG1	C17orf69
CCPG1	KIAA1267
CCPG1	SH3D20
CCPG1	lnc-RPRML-1
CCS	ANGPTL7
CCS	CARHSP1
CCS	BST1
CCS	AGR3
CCS	CANT1
CCS	CCL24
CCS	CELA3A
CCS	CD4
CCS	CD40LG
CCS	ANG
CCS	CCL14
CCS	A1BG
CCS	AZU1
CCS	CCL7
CCS	CEACAM21
CCT5	ACSL1
CCT5	AMY1A
CCT5	ANXA1
CCT5	AMY2A
CCT5	BHMT2
CCT5	AMY2B
CCT5	ACTA2
CCT5	CD63
CCT5	ATP1B3
CCT5	B3GAT3
CCT5	AMDHD2
CCT5	C1S
CCT5	ATP1B1
CCT5	ARG1
CCT5	CEACAM16
CD101	ADGRE5
CD101	ADGRE2
CD101	AP1G2
CD101	MDGA1
CD101	ATRN
CD101	TLR3
CD101	ACE2
CD101	AP2B1
CD101	CDH1
CD101	BTN2A1
CD101	CD22
CD101	CD109
CD101	AFP
CD101	ADAMTS4
CD101	CADPS
CD109	ATRN
CD109	CD163
CD109	CD101
CD109	ACE
CD109	CADPS
CD109	CDC42BPB
CD109	ADGRE2
CD109	ADGRE5
CD109	MDGA1
CD109	TLR3
CD109	ANPEP
CD109	CDH2
CD109	ADAMTS16
CD109	ACE2
CD109	PTPRM
CD14	B3GNT7
CD14	ANKMY2
CD14	CA12
CD14	CD207
CD14	AIDA
CD14	ASGR1
CD14	CD276
CD14	ACVRL1
CD14	CDC123
CD14	CD46
CD14	AHSA1
CD14	CA4
CD14	AIFM1
CD14	ATP1B4
CD14	CALCOCO2
CD160	CCL23
CD160	CCDC50
CD160	CD84
CD160	CD83
CD160	CCL15
CD160	C1QTNF6
CD160	CDC26
CD160	CD7
CD160	CD2
CD160	MICB
CD160	BNIP2
CD160	C1QTNF1
CD160	CD8A
CD160	CEACAM3
CD160	CCN4
CD163	CDH2
CD163	CD109
CD163	AXL
CD163	CD22
CD163	ADAMTS8
CD163	CDH4
CD163	ATRN
CD163	ADGRE5
CD163	ADGRE2
CD163	CD101
CD163	ADGRE1
CD163	CCER2
CD163	CDH1
CD163	ADGRD1
CD163	CADPS
CD164	CD200
CD164	ALMS1
CD164	CBLIF
CD164	CCN5
CD164	ADGRG2
CD164	ATP2B4
CD164	APPL2
CD164	BRME1
CD164	ATP5F1D
CD164	ADGRV1
CD164	ASPN
CD164	CALY
CD164	ABRAXAS2
CD164	ARHGAP45
CD164	AHNAK2
CD164L2	BID
CD164L2	AREG
CD164L2	CALCA
CD164L2	AKT1S1
CD164L2	BAMBI
CD164L2	BPIFA2
CD164L2	CCL28
CD164L2	CD244
CD164L2	BEX3
CD164L2	BLOC1S3
CD164L2	CD3E
CD164L2	CD74
CD164L2	CAMLG
CD164L2	CCL21
CD164L2	INSL3
CD177	C7orf50
CD177	AHNAK
CD177	CALB2
CD177	CEACAM20
CD177	BTNL10
CD177	BRAP
CD177	BRAP
CD177	AGRN
CD177	APOB
CD177	ANP32C
CD177	ABO
CD177	AHNAK2
CD177	ABRAXAS2
CD177	CALY
CD177	ASPN
CD1C	ATP6V1D
CD1C	C1GALT1C1
CD1C	CA14
CD1C	APOD
CD1C	C4BPB
CD1C	CA11
CD1C	CEMIP2
CD1C	CDH17
CD1C	KIR2DS4
CD1C	BAP18
CD1C	BTN1A1
CD1C	CA6
CD1C	AZU1
CD1C	BST1
CD1C	CELA3A
CD2	C1QTNF6
CD2	CCDC50
CD2	CEACAM3
CD2	ANGPTL4
CD2	BECN1
CD2	BABAM1
CD2	BNIP2
CD2	ANGPTL1
CD2	ARTN
CD2	CCL15
CD2	CCN3
CD2	AMN
CD2	CD46
CD2	ADIPOQ
CD2	CCL16
CD200	CBLIF
CD200	CD164
CD200	CCN5
CD200	ALMS1
CD200	ADGRG2
CD200	ATP2B4
CD200	APPL2
CD200	ASPN
CD200	CALY
CD200	ABRAXAS2
CD200	AHNAK2
CD200	ATP5F1D
CD200	BRME1
CD200	ADGRV1
CD200	ARHGAP45
CD200R1	CD300C
CD200R1	CD72
CD200R1	C1QL2
CD200R1	CCN1
CD200R1	CD209
CD200R1	CABP2
CD200R1	CA9
CD200R1	ARL13B
CD200R1	CD244
CD200R1	ANGPTL2
CD200R1	ARFIP1
CD200R1	AMIGO2
CD200R1	CD74
CD200R1	CD300E
CD200R1	SIRPA
CD207	AIDA
CD207	ASGR1
CD207	B3GNT7
CD207	CDC123
CD207	ANKMY2
CD207	CA12
CD207	CD58
CD207	CEACAM21
CD207	ATP1B4
CD207	CD276
CD207	BCL2L15
CD207	BLOC1S2
CD207	CCDC134
CD207	AP3S2
CD207	AHSA1
CD209	CD244
CD209	CCN1
CD209	CD300C
CD209	CD200R1
CD209	CD72
CD209	BMP10
CD209	C1QL2
CD209	ARTN
CD209	CD300E
CD209	BNIP2
CD209	AMFR
CD209	CD74
CD209	CCL28
CD209	C1QTNF6
CD209	CABP2
CD22	AXL
CD22	CDCP1
CD22	ADAM8
CD22	ADAM15
CD22	BIRC2
CD22	AP2B1
CD22	ADAM23
CD22	ADAM23
CD22	CALCOCO2
CD22	CDH1
CD22	ADAM9
CD22	CALCOCO1
CD22	ADAMTS1
CD22	ANGPTL2
CD22	CD300A
CD226	CD58
CD226	CDC37
CD226	ARL2BP
CD226	ATP1B4
CD226	CEACAM21
CD226	CDC123
CD226	C1QA
CD226	CACYBP
CD226	AIF1L
CD226	ATP6AP2
CD226	CD4
CD226	CCDC134
CD226	AP3S2
CD226	ATRAID
CD226	CD40LG
CD244	CD209
CD244	CCN1
CD244	CD74
CD244	CCL28
CD244	CD300C
CD244	CD3E
CD244	CD200R1
CD244	C1QL2
CD244	CD72
CD244	CABP2
CD244	CD5
CD244	AKR7L
CD244	CA7
CD244	ADA2
CD244	CD164L2
CD248	CD2AP
CD248	ADD1
CD248	ARMCX2
CD248	AFAP1
CD248	C2CD2L
CD248	CDC25A
CD248	BIN2
CD248	C1QTNF9
CD248	BRDT
CD248	APP
CD248	BOC
CD248	BRD3
CD248	CCDC80
CD248	BANK1
CD248	CCAR2
CD27	CAMKK1
CD27	C1QL2
CD27	CD5
CD27	CD74
CD27	CD200R1
CD27	CD300C
CD27	CD72
CD27	CD244
CD27	CABP2
CD27	C1QBP
CD27	CCN1
CD27	CD86
CD27	CA9
CD27	ARL13B
CD27	CD3E
CD274	B4GAT1
CD274	AIF1
CD274	ATXN10
CD274	ARG2
CD274	CD38
CD274	BTN3A2
CD274	CD70
CD274	AGR2
CD274	CCL19
CD274	CCDC134
CD274	CCL17
CD274	CASQ2
CD274	BSG
CD274	CCL22
CD274	BTN2A1
CD276	ANKMY2
CD276	B3GNT7
CD276	CDC123
CD276	ATP1B4
CD276	CD207
CD276	AIDA
CD276	CA12
CD276	AHSA1
CD276	CDC37
CD276	ASGR1
CD276	CD46
CD276	CD14
CD276	AP1G2
CD276	BTN1A1
CD276	CALCOCO2
CD28	CD80
CD28	CD70
CD28	BST2
CD28	CD48
CD28	BSG
CD28	CD5L
CD28	CD3E
CD28	CCL19
CD28	AGR2
CD28	BMP4
CD28	CCER2
CD28	CD86
CD28	ADGRD1
CD28	ADA2
CD28	ADAMTS8
CD2AP	CD248
CD2AP	CDC25A
CD2AP	ARMCX2
CD2AP	ADD1
CD2AP	C1QTNF9
CD2AP	C2CD2L
CD2AP	AFAP1
CD2AP	BIN2
CD2AP	CD34
CD2AP	AMOT
CD2AP	BRDT
CD2AP	BANK1
CD2AP	CCDC80
CD2AP	BRD3
CD2AP	APOL1
CD300A	ADGRV1
CD300A	ATP5F1D
CD300A	BRME1
CD300A	ARHGAP25
CD300A	ARNTL
CD300A	AKR7L
CD300A	ALMS1
CD300A	CCN5
CD300A	CA7
CD300A	CD164
CD300A	ADA2
CD300A	CD200
CD300A	ARHGAP45
CD300A	APPL2
CD300A	ATP2B4
CD300C	CD200R1
CD300C	C1QL2
CD300C	CD209
CD300C	CD72
CD300C	CCN1
CD300C	CD300E
CD300C	CCL28
CD300C	CABP2
CD300C	CD244
CD300C	CBLN4
CD300C	CD74
CD300C	CCL25
CD300C	C1QTNF6
CD300C	ARTN
CD300C	BNIP2
CD300E	CBLN4
CD300E	CD40
CD300E	CASP4
CD300E	CCL16
CD300E	CD300C
CD300E	C1QTNF6
CD300E	BABAM1
CD300E	CD72
CD300E	ADIPOQ
CD300E	AMN
CD300E	CD46
CD300E	CD2
CD300E	CD200R1
CD300E	CCN1
CD300E	ARTN
CD300LF	BNIP2
CD300LF	CCL25
CD300LF	BCL2L1
CD300LF	CCDC50
CD300LF	CD300LG
CD300LF	C1QTNF6
CD300LF	AZI2
CD300LF	ARL13B
CD300LF	C1QTNF1
CD300LF	APOF
CD300LF	ARTN
CD300LF	CD84
CD300LF	CD83
CD300LF	CD160
CD300LF	CD300C
CD300LG	AZI2
CD300LG	CD300LF
CD300LG	ARL13B
CD300LG	BCL2L1
CD300LG	CCL25
CD300LG	BNIP2
CD300LG	CD200R1
CD300LG	CABP2
CD300LG	BMP6
CD300LG	APLP1
CD300LG	CAMLG
CD300LG	ACRBP
CD300LG	CD74
CD300LG	CD300C
CD300LG	APOF
CD302	CCN3
CD302	CD40LG
CD302	CD59
CD302	AP3S2
CD302	CACYBP
CD302	AMBP
CD302	AHSA1
CD302	CEACAM3
CD302	CEACAM21
CD302	ATP1B4
CD302	APOE
CD302	CCL16
CD302	ADIPOQ
CD302	CD8A
CD302	CD58
CD33	CEACAM18
CD33	SIGLEC9
CD33	BCAM
CD33	CEACAM8
CD33	AGER
CD33	SIGLEC5
CD33	ALCAM
CD33	VSIG10
CD33	CEACAM19
CD33	SIGLEC6
CD33	SIGLEC8
CD33	SIGLEC7
CD33	MCAM
CD33	NCAM2
CD33	CEACAM5
CD34	BIN2
CD34	C1QTNF9
CD34	ACRV1
CD34	CDC25A
CD34	CBX2
CD34	CD2AP
CD34	ARMCX2
CD34	ACRBP
CD34	CAMLG
CD34	AZI2
CD34	BANK1
CD34	BLNK
CD34	ADD1
CD34	APOL1
CD34	CD6
CD36	ACY1
CD36	AKR1C4
CD36	BLMH
CD36	ANXA10
CD36	ACOX1
CD36	CA13
CD36	AGXT
CD36	ATP1B2
CD36	ANXA3
CD36	ASRGL1
CD36	AMDHD2
CD36	B3GAT3
CD36	ADH4
CD36	ATP1B3
CD36	ARG1
CD38	ANXA2
CD38	CCL4
CD38	B4GAT1
CD38	BTN3A2
CD38	ATXN10
CD38	CD274
CD38	CCL22
CD38	CCL3
CD38	CD82
CD38	CCL17
CD38	AIF1
CD38	CASQ2
CD38	ASRGL1
CD38	AK2
CD38	ARG2
CD3D	CD3G
CD3D	BGLAP
CD3D	CD59
CD3D	CD79B
CD3D	APOA1
CD3D	CCL27
CD3D	C1QA
CD3D	CEACAM3
CD3D	CD7
CD3D	BOLA1
CD3D	CCL24
CD3D	APOA2
CD3D	CDC26
CD3D	CD302
CD3D	CACYBP
CD3E	CCL28
CD3E	CD244
CD3E	CD74
CD3E	CCN1
CD3E	C1QL2
CD3E	CD300C
CD3E	CD86
CD3E	CD209
CD3E	CD72
CD3E	BMP4
CD3E	CD79B
CD3E	CD200R1
CD3E	CD28
CD3E	CD40
CD3E	ADGRD1
CD3G	CD3D
CD3G	APOA1
CD3G	BGLAP
CD3G	BOLA1
CD3G	CD7
CD3G	CD59
CD3G	ATXN3
CD3G	CD8A
CD3G	CDC26
CD3G	CCL24
CD3G	APOC1
CD3G	BTC
CD3G	CCN2
CD3G	CEACAM3
CD3G	CD79B
CD4	A1BG
CD4	BST1
CD4	CANT1
CD4	CD226
CD4	CA6
CD4	CEACAM21
CD4	BTN1A1
CD4	CCS
CD4	BMPER
CD4	CD40LG
CD4	CDC37
CD4	CDC123
CD4	BPIFB1
CD4	CCND2
CD4	CELA3A
CD40	CBLN4
CD40	CD300E
CD40	CD46
CD40	CASP4
CD40	ADIPOQ
CD40	CCL16
CD40	CACYBP
CD40	AHSA1
CD40	CALCOCO2
CD40	AMN
CD40	AP3S2
CD40	CCN3
CD40	BMP4
CD40	ATP5F1D
CD40	BRME1
CD40LG	CD302
CD40LG	CEACAM21
CD40LG	CARHSP1
CD40LG	AMBP
CD40LG	CCL24
CD40LG	CCN2
CD40LG	CD59
CD40LG	CD8A
CD40LG	CCS
CD40LG	CD226
CD40LG	CDNF
CD40LG	BCL2L15
CD40LG	CD4
CD40LG	AP3S2
CD40LG	CANT1
CD46	AMN
CD46	AHSA1
CD46	CASP4
CD46	CALCOCO2
CD46	CD40
CD46	CCN3
CD46	ADGRG2
CD46	CBLIF
CD46	ATP2B4
CD46	CCN5
CD46	CD200
CD46	APPL2
CD46	CD164
CD46	ADIPOQ
CD46	ATP1B4
CD48	BST2
CD48	BSG
CD48	CD86
CD48	CD80
CD48	BMP4
CD48	AGR2
CD48	CCER2
CD48	ADGRD1
CD48	CD70
CD48	ADA2
CD48	CA7
CD48	AKR7L
CD48	CA4
CD48	CD28
CD48	CALCOCO2
CD5	C1QL2
CD5	CD27
CD5	CD86
CD5	CD72
CD5	CAMKK1
CD5	CCN1
CD5	ADAMTS8
CD5	CCER2
CD5	CD244
CD5	ADGRD1
CD5	CD200R1
CD5	CD74
CD5	CASP2
CD5	ADA2
CD5	ADGRE1
CD55	C2orf69
CD55	ANXA11
CD55	BABAM1
CD55	ARFIP1
CD55	ANGPTL1
CD55	AMIGO1
CD55	AMIGO2
CD55	LILRB5
CD55	SIRPA
CD55	CA9
CD55	C1QTNF6
CD55	C1QTNF1
CD55	CCDC50
CD55	ARL13B
CD55	ART3
CD58	CCDC134
CD58	AP3S2
CD58	ATP1B4
CD58	ARL2BP
CD58	CACYBP
CD58	CDC123
CD58	AIF1L
CD58	CD226
CD58	CEACAM21
CD58	BLOC1S2
CD58	AIDA
CD58	CD207
CD58	ASGR1
CD58	CDC37
CD58	AHSA1
CD59	CD302
CD59	CACYBP
CD59	ARL2BP
CD59	C1QA
CD59	CD40LG
CD59	AP3S2
CD59	CEACAM3
CD59	CCL16
CD59	CCL24
CD59	CD3D
CD59	CCL27
CD59	PSCA
CD59	CEACAM21
CD59	CD58
CD59	CD226
CD5L	BSG
CD5L	CD80
CD5L	BTN2A1
CD5L	B4GAT1
CD5L	CD70
CD5L	BTN3A2
CD5L	ARG2
CD5L	ACP5
CD5L	ALPP
CD5L	BST2
CD5L	CD274
CD5L	CD48
CD5L	AGR2
CD5L	CCL20
CD5L	CD28
CD6	ACRBP
CD6	BIN2
CD6	AMOTL2
CD6	BANK1
CD6	BRD3
CD6	APLP1
CD6	CCDC80
CD6	BCAN
CD6	ARMCX2
CD6	BRSK2
CD6	AFAP1
CD6	BAIAP2
CD6	AZI2
CD6	ANKRA2
CD6	BRDT
CD63	APOM
CD63	ARF6
CD63	APCS
CD63	CEACAM16
CD63	ATP6V1F
CD63	APOH
CD63	BHMT2
CD63	ATP1B3
CD63	CDK1
CD63	BOLA2
CD63	ATP1B1
CD63	CCL8
CD63	ATP6V1G1
CD63	B3GAT3
CD63	AMY1A
CD69	ADIPOQ
CD69	CBLN4
CD69	CD46
CD69	C1QTNF6
CD69	CCL16
CD69	CA5A
CD69	CD300E
CD69	BABAM1
CD69	AHSA1
CD69	CD40
CD69	CASP4
CD69	AMN
CD69	ANGPTL4
CD69	CD2
CD69	CD302
CD7	CD8A
CD7	CEACAM3
CD7	CDC26
CD7	BGLAP
CD7	CCL15
CD7	CD83
CD7	ATXN3
CD7	CCN4
CD7	CDNF
CD7	CD160
CD7	CCN2
CD7	CD302
CD7	CCDC50
CD7	CD2
CD7	BOLA1
CD70	AGR2
CD70	CCL19
CD70	BSG
CD70	CCDC134
